epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8
0,0,0.9229000210762024,0.3206599950790405,3.0947000980377197,0,3.203929901123047,0.9244199991226196,0.31330999732017517,470,923,1385,1855,2316,2769,3239,3701
10,0,0.9883999824523926,0.34341999888420105,2.8896100521087646,0,2.9977400302886963,0.9879999756813049,0.3348599970340729,512,880,1343,1896,2352,2731,3282,3743
20,0.07974,1.0425200462341309,0.36221998929977417,2.7395999431610107,0.07807,2.843719959259033,1.041509985923767,0.3529999852180481,552,837,1309,1925,2374,2701,3324,3778
30,0.14538,1.081820011138916,0.3758699893951416,2.640089988708496,0.14472,2.738990068435669,1.0813299417495728,0.36649999022483826,582,798,1282,1945,2385,2667,3362,3792
40,0.19219,1.112720012664795,0.3866100013256073,2.5667800903320312,0.19316,2.6603000164031982,1.113319993019104,0.3773399889469147,594,766,1265,1980,2383,2649,3396,3789
50,0.23561,1.143880009651184,0.39743998646736145,2.496840000152588,0.23808,2.5851800441741943,1.1456700563430786,0.38830000162124634,579,747,1259,2027,2369,2665,3426,3777
60,0.27592,1.1752899885177612,0.40834999084472656,2.4301199913024902,0.27998,2.513089895248413,1.178529977798462,0.3994399905204773,549,742,1260,2011,2339,2658,3456,3753
70,0.31296,1.2065600156784058,0.4192099869251251,2.367140054702759,0.31735,2.4470200538635254,1.210360050201416,0.41023001074790955,516,758,1269,2022,2295,2662,3484,3729
80,0.34433,1.2350800037384033,0.4291200041770935,2.312469959259033,0.34949,2.3887200355529785,1.23989999294281,0.42024001479148865,497,758,1284,2019,2237,2662,3487,3714
90,0.37097,1.2609699964523315,0.4381200075149536,2.265000104904175,0.37715,2.3373799324035645,1.2671300172805786,0.4294700026512146,503,750,1293,2019,2178,2668,3486,3702
100,0.39803,1.2890000343322754,0.4478600025177002,2.215749979019165,0.40423,2.2860100269317627,1.295609951019287,0.43911999464035034,529,766,1294,2020,2128,2680,3487,3690
110,0.42541,1.319350004196167,0.45840001106262207,2.1647799015045166,0.43133,2.2334001064300537,1.3261200189590454,0.4494599997997284,557,792,1294,2021,2089,2710,3484,3685
120,0.44988,1.3483799695968628,0.46849000453948975,2.1181700229644775,0.45606,2.184299945831299,1.355929970741272,0.4595699906349182,577,808,1298,2022,2066,2716,3487,3686
130,0.46996,1.3736799955368042,0.47727999091148376,2.0791499614715576,0.47652,2.1428399085998535,1.3821699619293213,0.46845999360084534,593,820,1302,2021,2073,2709,3487,3689
140,0.48739,1.39683997631073,0.4853299856185913,2.044680118560791,0.49415,2.1064300537109375,1.406059980392456,0.47655999660491943,601,830,1311,2022,2079,2714,3486,3693
150,0.504,1.4200299978256226,0.49338001012802124,2.0112900733947754,0.51086,2.07135009765625,1.4298700094223022,0.4846299886703491,607,837,1318,2021,2085,2711,3485,3693
160,0.51964,1.4429600238800049,0.5013499855995178,1.9793200492858887,0.52662,2.037709951400757,1.4534800052642822,0.4926300048828125,612,843,1316,2022,2090,2713,3485,3688
170,0.53485,1.4663599729537964,0.5094799995422363,1.9477399587631226,0.54205,2.00423002243042,1.4777599573135376,0.5008599758148193,616,845,1311,2022,2094,2713,3486,3681
180,0.54931,1.4896999597549438,0.5175899863243103,1.9172300100326538,0.55676,1.9717799425125122,1.502079963684082,0.5091000199317932,618,850,1307,2022,2097,2712,3486,3673
190,0.5627,1.5123499631881714,0.5254600048065186,1.8885200023651123,0.57045,1.9410699605941772,1.5258400440216064,0.5171499848365784,619,855,1308,2021,2106,2713,3485,3664
200,0.57581,1.5355299711227417,0.5335100293159485,1.8600000143051147,0.58452,1.9090399742126465,1.5514500141143799,0.5258299708366394,622,860,1311,2022,2110,2713,3484,3657
210,0.58955,1.5610300302505493,0.5423700213432312,1.8296200037002563,0.59854,1.8765499591827393,1.5782999992370605,0.5349299907684326,623,867,1311,2022,2108,2713,3481,3650
220,0.60368,1.588610053062439,0.5519499778747559,1.797860026359558,0.61227,1.8441799879074097,1.6059999465942383,0.5443199872970581,625,871,1309,2022,2105,2713,3483,3647
230,0.61613,1.614169955253601,0.5608400106430054,1.7693899869918823,0.62458,1.814650058746338,1.632140040397644,0.5531799793243408,629,883,1308,2022,2106,2713,3481,3644
240,0.62648,1.6363699436187744,0.5685499906539917,1.7453900575637817,0.6346,1.7902899980545044,1.6543500423431396,0.5607100129127502,637,887,1311,2023,2107,2717,3481,3642
250,0.63569,1.6569199562072754,0.575689971446991,1.7237299680709839,0.64419,1.7666399478912354,1.6764999628067017,0.5682100057601929,636,888,1313,2022,2117,2717,3480,3638
260,0.64469,1.6777900457382202,0.5829399824142456,1.702299952507019,0.65331,1.7438499927520752,1.6984100341796875,0.5756400227546692,637,887,1313,2023,2132,2717,3480,3636
270,0.65359,1.6992100477218628,0.5903800129890442,1.680840015411377,0.66222,1.7212899923324585,1.7206699848175049,0.5831900238990784,637,889,1315,2022,2150,2727,3480,3635
280,0.66385,1.7249300479888916,0.5993199944496155,1.6557799577713013,0.67214,1.69582998752594,1.746500015258789,0.5919399857521057,638,889,1320,2023,2153,2788,3478,3631
290,0.67236,1.747189998626709,0.6070500016212463,1.6346800327301025,0.68066,1.6736400127410889,1.7696499824523926,0.5997899770736694,638,891,1327,2022,2161,2829,3481,3629
300,0.68095,1.770550012588501,0.6151700019836426,1.6131099462509155,0.68903,1.6515699625015259,1.7933000326156616,0.6078000068664551,638,892,1333,2023,2178,2809,3477,3624
310,0.68906,1.7934999465942383,0.6231399774551392,1.5924700498580933,0.6971,1.6300100088119507,1.8170299530029297,0.6158499717712402,638,893,1342,2024,2187,2812,3477,3619
320,0.69684,1.8163599967956543,0.631089985370636,1.5724300146102905,0.70494,1.6087700128555298,1.8410099744796753,0.6239699721336365,639,896,1347,2022,2203,2808,3476,3604
330,0.70399,1.8381600379943848,0.6386600136756897,1.55377995967865,0.71183,1.5898799896240234,1.8628900051116943,0.6313899755477905,644,901,1346,2023,2209,2801,3476,3591
340,0.71042,1.8584699630737305,0.6457200050354004,1.5368000268936157,0.71834,1.5717999935150146,1.884310007095337,0.6386500000953674,645,906,1347,2023,2208,2780,3473,3596
350,0.71627,1.877519965171814,0.6523399949073792,1.521209955215454,0.7245,1.5545300245285034,1.9052499532699585,0.6457499861717224,647,908,1351,2023,2210,2772,3473,3601
360,0.72201,1.8968000411987305,0.6590399742126465,1.5057400465011597,0.73027,1.538159966468811,1.9255199432373047,0.6526200175285339,649,908,1355,2023,2217,2771,3473,3603
370,0.72722,1.9148499965667725,0.6653000116348267,1.4915499687194824,0.73548,1.5232399702072144,1.9443800449371338,0.6590099930763245,651,909,1359,2023,2218,2770,3473,3605
380,0.73188,1.9314099550247192,0.6710600256919861,1.478760004043579,0.74006,1.5099999904632568,1.9614299535751343,0.6647899746894836,652,909,1364,2023,2224,2770,3472,3606
390,0.73595,1.9462499618530273,0.6762199997901917,1.467479944229126,0.74407,1.498289942741394,1.9767600297927856,0.669979989528656,653,908,1367,2023,2227,2769,3471,3607
400,0.73962,1.9599000215530396,0.6809599995613098,1.4572700262069702,0.74766,1.4877400398254395,1.990779995918274,0.6747400164604187,654,907,1371,2023,2230,2769,3470,3607
410,0.74287,1.9722399711608887,0.6852499842643738,1.4481500387191772,0.75091,1.4781500101089478,2.003690004348755,0.6791099905967712,654,907,1373,2023,2230,2770,3470,3608
420,0.74589,1.983929991722107,0.6893100142478943,1.4396100044250488,0.75384,1.4694199562072754,2.0155999660491943,0.6831499934196472,654,907,1375,2023,2233,2769,3470,3608
430,0.7485,1.9942200183868408,0.6928799748420715,1.43218994140625,0.75651,1.4614399671554565,2.0266098976135254,0.6868799924850464,655,906,1378,2023,2234,2769,3469,3608
440,0.75096,2.0040199756622314,0.6962900161743164,1.4251799583435059,0.75894,1.4541200399398804,2.036799907684326,0.6903300285339355,656,906,1380,2023,2234,2769,3469,3608
450,0.75325,2.013319969177246,0.6995199918746948,1.4185999631881714,0.76119,1.447309970855713,2.0464000701904297,0.6935799717903137,657,906,1383,2023,2237,2768,3469,3608
460,0.75544,2.022289991378784,0.7026299834251404,1.412310004234314,0.7633,1.4409099817276,2.0554800033569336,0.6966599822044373,658,906,1385,2023,2236,2768,3469,3609
470,0.75738,2.0303800106048584,0.7054499983787537,1.4066799879074097,0.76535,1.4346699714660645,2.064419984817505,0.6996999979019165,659,906,1392,2023,2236,2768,3468,3609
480,0.76079,2.044790029525757,0.7104499936103821,1.3967700004577637,0.76603,1.4325900077819824,2.06742000579834,0.7007099986076355,661,910,1394,2021,2237,2769,3469,3611
490,0.76242,2.0518100261688232,0.7128900289535522,1.3919899463653564,0.76871,1.4243600368499756,2.0793700218200684,0.7047600150108337,658,904,1386,2022,2235,2769,3468,3609
500,0.76382,2.0578699111938477,0.7149999737739563,1.3878899812698364,0.77078,1.4179500341415405,2.0887699127197266,0.7079499959945679,660,901,1390,2024,2236,2768,3467,3608
510,0.75961,2.039789915084839,0.7087200284004211,1.400189995765686,0.76878,1.4241299629211426,2.079699993133545,0.7048699855804443,671,911,1416,2022,2236,2769,3466,3612
