algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.05,0.8126228451728821,1.2729164361953735,2.310214042663574,0.7855975031852722,0.8126229047775269,33.22311782836914,2.310214042663574,0.7855976223945618,0.8417447805404663,1.129138469696045,2.5148983001708984,0.8618783950805664,0.8417447805404663,29.47051239013672,2.514898538589477,0.861878514289856,4.743703842163086,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.15,0.816287100315094,1.2648035287857056,2.3331458568573,0.7982097268104553,0.8162871599197388,33.01137161254883,2.3331458568573,0.7982097268104553,0.8163955211639404,1.219925045967102,2.334129095077514,0.7930265665054321,0.8163955211639404,31.84004211425781,2.334129095077514,0.7930265665054321,3.118602514266968,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.25,0.8214654326438904,1.2389105558395386,2.366748809814453,0.8164383769035339,0.8214654326438904,32.33556365966797,2.366748809814453,0.8164385557174683,0.8318929672241211,1.207932472229004,2.439197301864624,0.805657684803009,0.8318929672241211,31.52703857421875,2.439197301864624,0.805657684803009,4.7637553215026855,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.35,0.8192797303199768,1.2548720836639404,2.3524038791656494,0.8045269846916199,0.819279670715332,32.75216293334961,2.352403402328491,0.8045269846916199,0.818017840385437,1.239274501800537,2.3443045616149902,0.7945570945739746,0.818017840385437,32.345062255859375,2.3443048000335693,0.7945571541786194,6.746869087219238,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.45,0.8235552906990051,1.265511155128479,2.3807501792907715,0.7992772459983826,0.8235552906990051,33.029842376708984,2.3807501792907715,0.7992771863937378,0.8229000568389893,1.1944061517715454,2.37636399269104,0.8372361660003662,0.8229000568389893,31.17399978637696,2.376364231109619,0.837236225605011,8.518700122833252,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.55,0.821566641330719,1.1954431533813477,2.3674683570861816,0.8268948197364807,0.8215667009353638,31.20106506347656,2.3674683570861816,0.8268948197364807,0.8254322409629822,1.2613250017166138,2.393514633178711,0.8026893138885498,0.8254322409629822,32.92058181762695,2.39351487159729,0.8026893734931946,10.433093547821043,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.65,0.8144922256469727,1.2218966484069824,2.321920871734619,0.7870434522628784,0.8144922256469727,31.891502380371094,2.3219211101531982,0.7870434522628784,0.8274152278900146,1.2409090995788574,2.4072105884552,0.8243863582611084,0.8274151682853699,32.38772964477539,2.407210350036621,0.8243862986564636,12.256698608398438,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.75,0.82176274061203,1.242577075958252,2.3688666820526123,0.809404194355011,0.82176274061203,32.43125915527344,2.3688669204711914,0.8094042539596558,0.8245682120323181,1.2284948825836182,2.387586832046509,0.8140041828155518,0.8245682120323181,32.063716888427734,2.387586832046509,0.8140041828155518,14.498193264007568,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.85,0.8098263144493103,1.2707736492156982,2.2934603691101074,0.7899371981620789,0.8098263144493103,33.16719055175781,2.2934606075286865,0.7899372577667236,0.8277202248573303,1.2200478315353394,2.409320592880249,0.8196399807929993,0.8277202248573303,31.84324836730957,2.409320592880249,0.8196399211883545,16.33237314224243,297
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.95,0.8452054262161255,1.206178069114685,2.542854070663452,0.8425650596618652,0.8452054262161255,31.48124885559082,2.542853832244873,0.84256511926651,0.8243160843849182,1.227506399154663,2.385857343673706,0.8146597146987915,0.8243160843849182,32.03791427612305,2.385857582092285,0.814659833908081,17.95377826690674,297
bsdrcnn_r_wo_order,lucas,16,robust,dyn,0.05,0.8349785804748535,1.193181037902832,2.4617292881011963,0.8380957841873169,0.8349785804748535,31.142024993896484,2.4617292881011963,0.8380958437919617,0.9380312561988832,0.7231181263923645,4.018954277038574,1.3934967517852783,0.9380312561988832,18.87338256835937,4.018954277038574,1.393496870994568,4.013851881027222,4657
