algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,execution_time
bsdrcnn,lucas,8,robust,dyn,0.75,0.8382754325866699,1.186919927597046,2.486863136291504,0.8425168395042419,0.8489406108856201,1.1389074325561523,2.572998285293579,0.8780344724655151,32.91041946411133
bsdrcnn,lucas,16,robust,dyn,0.75,0.8800325393676758,1.0009663105010986,2.8874075412750244,0.9684128761291504,0.8988863229751587,0.9382348656654358,3.1449108123779297,1.0821658372879028,102.31762218475342
bsdrcnn,lucas,32,robust,dyn,0.75,0.9053612947463988,0.8821296691894531,3.2509138584136963,1.18574059009552,0.918120265007019,0.8464145064353943,3.4948229789733887,1.163347601890564,119.66836094856262
bsdrcnn,lucas,64,robust,dyn,0.75,0.8969526290893555,0.912766933441162,3.11545467376709,1.0703843832015991,0.9167580008506776,0.8555866479873657,3.4661083221435547,1.1777448654174805,184.1617136001587
bsdrcnn,lucas,128,robust,dyn,0.75,0.9028155207633972,0.8870445489883423,3.208052396774292,1.0495915412902832,0.931416392326355,0.7764556407928467,3.818591117858887,1.3125760555267334,294.0677528381348
bsdrcnn,lucas,256,robust,dyn,0.75,0.8985370397567749,0.9014567732810974,3.1396853923797607,1.112503170967102,0.9167647361755372,0.8568416237831116,3.466247081756592,1.1715483665466309,582.6410799026489
bsdrcnn,lucas,512,robust,dyn,0.75,0.9100547432899476,0.8630251884460449,3.334653854370117,1.1265281438827517,0.949940025806427,0.6610724329948425,4.469593048095703,1.5300809144973757,5500.900959730148
bsdrfc,lucas,8,robust,dyn,0.75,0.8626326322555542,1.0508604049682615,2.6983487606048584,0.9479552507400512,0.888513445854187,0.9910791516304016,2.995036363601685,1.0128669738769531,7.95689582824707
bsdrfc,lucas,16,robust,dyn,0.75,0.8604589700698853,0.9973129630088806,2.6772501468658447,0.986366868019104,0.8969852924346924,0.9687928557395936,3.115757942199707,1.0401220321655271,9.39753007888794
bsdrfc,lucas,32,robust,dyn,0.75,0.873051106929779,1.0208784341812134,2.80689001083374,0.9682893753051758,0.8963832855224609,0.9523856043815612,3.1066930294036865,1.058040738105774,11.598220825195312
bsdrfc,lucas,64,robust,dyn,0.75,0.8973585367202759,0.9413459300994872,3.121608257293701,1.0460281372070312,0.9035152196884156,0.9115867614746094,3.219465732574463,1.1053942441940308,13.75283145904541
bsdrfc,lucas,128,robust,dyn,0.75,0.8890215158462524,0.9656840562820436,3.002068281173706,1.0355353355407717,0.8998497724533081,0.9328701496124268,3.160001754760742,1.0719605684280396,18.04373073577881
bsdrfc,lucas,256,robust,dyn,0.75,0.8876171112060547,0.9979798197746276,2.9832510948181152,1.0058634281158447,0.8923108577728271,0.958784818649292,3.0473852157592773,1.0439859628677368,26.516156911849976
bsdrfc,lucas,512,robust,dyn,0.75,0.8875892162322998,0.9824241995811462,2.9828805923461914,1.0520148277282717,0.8905173540115356,0.9719381928443908,3.0223207473754883,1.0209879875183103,44.38772773742676
