algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn_50_dyn,lucas,50,0.8960000000000001,0.9400000095367432,3.0889999628067017,1.0709999918937685,0.91,0.877999997138977,3.0889999628067017,1.0709999918937685
bsdrcnn_50_st,lucas,50,0.889,0.9830000102519988,3.0119999408721925,1.0130000054836272,0.899,0.9240000128746032,3.0119999408721925,1.0130000054836272
bsdrcnn_50_semi,lucas,50,0.897,0.9289999961853027,3.1319999933242797,1.0810000061988831,0.906,0.9050000131130218,3.1319999933242797,1.0810000061988831
