algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrfc,lucas,8,robust,static,0.75,0.8069525361061096,1.2985851407051086,2.280047440528869,0.7707671999931336,0.8069525301456452,33.8930721282959,2.280047464370728,0.7707672119140625,0.8114551365375519,1.2710951805114743,2.303352999687194,0.7877195060253144,0.811455124616623,33.175585174560545,2.303352856636048,0.7877195060253144,7.198802471160889,121
bsdrfc,lucas,8,robust,dyn,0.75,0.8511986434459686,1.1399558544158936,2.597194147109985,0.8778790652751922,0.8511986315250397,29.75284805297852,2.597194123268128,0.8778790533542633,0.8564526617527009,1.1090283751487733,2.640097546577453,0.9028477549552918,0.8564526498317718,28.945641136169435,2.640097498893738,0.9028477549552918,7.136780762672425,129
bsdrfc,lucas,16,robust,static,0.75,0.8720315992832184,1.053914272785187,2.800009703636169,0.9477811098098756,0.8720316112041473,27.5071626663208,2.800009727478028,0.9477811098098756,0.869557797908783,1.0584767818450929,2.7693320751190185,0.9471645534038544,0.869557797908783,27.62624320983887,2.76933217048645,0.9471645534038544,9.20436577796936,201
bsdrfc,lucas,16,robust,dyn,0.75,0.876600569486618,1.0347054600715635,2.852588105201721,0.9655607163906096,0.8766005754470825,27.00581226348877,2.8525882005691527,0.9655607402324676,0.8749763548374176,1.0362651705741883,2.8289139747619627,0.967556458711624,0.8749763369560242,27.046521759033205,2.828913903236389,0.967556458711624,8.756302833557129,217
bsdrfc,lucas,32,robust,static,0.75,0.8770078539848327,1.0214594781398774,2.85612576007843,0.9760343849658966,0.8770078539848327,26.660091590881347,2.856125736236572,0.9760344326496124,0.8780566692352295,1.0272908806800842,2.8641312599182127,0.9757582247257232,0.8780566692352295,26.8122917175293,2.864131212234497,0.9757582247257232,10.797522687911988,577
bsdrfc,lucas,32,robust,dyn,0.75,0.8815614998340606,1.0021358728408811,2.912103199958801,0.9951983392238616,0.8815614759922028,26.15574722290039,2.912103033065796,0.9951983273029328,0.8827771186828614,1.0072191178798675,2.92128095626831,0.995200264453888,0.8827771186828614,26.28841800689697,2.9212810039520263,0.995200264453888,10.99969449043274,609
bsdrfc,lucas,64,robust,static,0.75,0.8907903850078582,0.9763309776782988,3.033976793289185,1.0385074496269229,0.8907903850078582,25.482238578796387,3.0339768171310424,1.0385074377059935,0.894543194770813,0.9508106112480164,3.080159544944763,1.0490527987480165,0.894543194770813,24.816156768798827,3.080159592628479,1.0490527987480165,13.02938973903656,2177
bsdrfc,lucas,64,robust,dyn,0.75,0.8960204958915711,0.9528342604637146,3.1074078559875487,1.063675880432129,0.8960204958915711,24.86897392272949,3.1074079036712647,1.063675844669342,0.8999811589717865,0.925914192199707,3.1633249044418337,1.077361571788788,0.899981153011322,24.16636085510254,3.1633248805999754,1.077361571788788,13.344295430183411,2241
bsdrfc,lucas,128,robust,static,0.75,0.9166873395442964,0.841073477268219,3.47578547000885,1.198612880706787,0.9166873335838318,21.95201721191406,3.4757856130599976,1.1986129522323608,0.933269864320755,0.7595206558704376,3.873810148239136,1.3166715502738953,0.9332698583602904,19.823488998413087,3.873810052871704,1.3166715502738953,20.1531301021576,10561
bsdrfc,lucas,128,robust,dyn,0.75,0.9176771640777588,0.8356434762477875,3.5007460594177244,1.2070282220840454,0.9176771640777588,21.81029434204101,3.500746178627014,1.20702828168869,0.9351635932922364,0.7486485719680787,3.930396842956543,1.3359727382659912,0.9351635932922364,19.5397274017334,3.930396842956543,1.3359727382659912,20.306444263458253,10689
bsdrfc,lucas,256,robust,static,0.75,0.9139666616916656,0.8573661625385285,3.4175429582595824,1.1698076963424682,0.9139666616916656,22.37725658416748,3.417542839050293,1.1698076963424682,0.9330932557582856,0.7592769861221313,3.8735397100448608,1.318704569339752,0.9330932557582856,19.81712913513184,3.873539686203003,1.318704569339752,32.48358685970307,41601
bsdrfc,lucas,256,robust,dyn,0.75,0.9157991468906402,0.8473907768726349,3.458650660514832,1.1835508823394776,0.9157991349697112,22.116899490356445,3.458650493621826,1.183550870418549,0.9362575888633728,0.7414758980274201,3.9638333082199098,1.3496123909950255,0.9362575888633728,19.35252075195313,3.9638332605361937,1.3496123909950255,32.34685382843018,41857
bsdrfc,lucas,512,robust,static,0.75,0.9144363701343536,0.8707745611667633,3.420987701416016,1.155368089675903,0.9144363641738892,22.72721633911133,3.420987629890442,1.155368089675903,0.926514494419098,0.7903288185596467,3.7057377576828,1.2700435519218445,0.9265145003795624,20.62758197784424,3.705737948417664,1.2700435519218445,58.67117748260498,165121
bsdrfc,lucas,512,robust,dyn,0.75,0.9129788935184479,0.8775627255439759,3.4048579692840577,1.1501198887825013,0.9129788875579834,22.904386901855467,3.4048579216003416,1.1501199305057526,0.9294084429740905,0.7745034039020539,3.783118176460266,1.296514129638672,0.9294084429740905,20.214538955688475,3.783118224143982,1.296514129638672,58.00283024311066,165633
