algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_nosig,lucas,128,robust,dyn,0.75,0.9301705360412598,0.784463107585907,3.784605026245117,1.2637678384780884,0.9301705360412598,20.4744873046875,3.784605026245117,1.263767957687378,0.9513872265815735,0.6448090672492981,4.535634994506836,1.5627304315567017,0.9513872265815735,16.829517364501953,4.535635471343994,1.5627304315567017,486.48036789894104,38049,0,11|47|70|72|153|182|241|275|326|341|349|364|380|412|501|510|578|596|604|608|619|663|718|743|792|817|835|844|946|947|949|958|992|1017|1039|1119|1140|1175|1214|1237|1281|1316|1332|1422|1430|1471|1479|1522|1529|1590|1601|1629|1741|1786|1821|1823|1827|1852|1917|1944|2008|2015|2025|2076|2157|2169|2178|2238|2248|2268|2288|2308|2398|2455|2474|2533|2538|2544|2571|2623|2654|2657|2699|2713|2754|2761|2773|2862|2875|2952|2960|2979|2981|3048|3110|3117|3132|3169|3177|3193|3221|3236|3336|3372|3481|3488|3494|3496|3553|3599|3605|3609|3634|3689|3723|3732|3775|3783|3865|3873|3934|3936|3957|4012|4054|4109|4227
