algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,execution_time
bsdrcnn,lucas,8,robust,dyn,0.05,0.7968156933784485,1.3240859508514404,2.2185306549072266,0.7639188170433044,0.8792718052864075,1.0072742700576782,2.8793540000915527,0.8900770545005798,5.72934889793396
bsdrcnn,lucas,8,robust,dyn,0.15,0.8374742865562439,1.1851816177368164,2.4805655479431152,0.8486016392707825,0.8657895922660828,1.0666218996047974,2.730067253112793,0.9249669909477234,5.952012538909912
bsdrcnn,lucas,8,robust,dyn,0.25,0.835100531578064,1.1893141269683838,2.462655544281006,0.8440422415733337,0.8638635277748108,1.090667724609375,2.710520029067993,0.909843683242798,9.667269229888916
bsdrcnn,lucas,8,robust,dyn,0.35,0.8402845859527588,1.1663542985916138,2.502314567565918,0.8639422655105591,0.8628454804420471,1.0988446474075315,2.700371026992798,0.8943562507629395,13.44884753227234
bsdrcnn,lucas,8,robust,dyn,0.45,0.8444032669067383,1.1545252799987793,2.53523325920105,0.8628382682800293,0.8553695678710938,1.1204670667648315,2.629615545272827,0.8993238806724548,17.100131273269653
bsdrcnn,lucas,8,robust,dyn,0.55,0.8507166504859924,1.1644768714904783,2.588310956954956,0.8653351664543152,0.8437922596931458,1.1342438459396362,2.530269861221313,0.8782666325569153,21.021317720413208
bsdrcnn,lucas,8,robust,dyn,0.65,0.8503485321998596,1.1756173372268677,2.585163354873657,0.8864666819572449,0.8511908054351807,1.110156536102295,2.592391014099121,0.8792036175727844,24.6279456615448
bsdrcnn,lucas,8,robust,dyn,0.75,0.8428566455841064,1.1354323625564575,2.5228524208068848,0.8731293678283691,0.8459793329238892,1.1612776517868042,2.548142910003662,0.8644198179244995,29.05294275283813
bsdrcnn,lucas,8,robust,dyn,0.85,0.8637093901634216,1.1300523281097412,2.709152936935425,0.8713528513908386,0.8515986204147339,1.1221157312393188,2.595928907394409,0.8945881128311157,32.83693099021912
bsdrcnn,lucas,8,robust,dyn,0.95,0.8513903021812439,1.169884443283081,2.595229387283325,0.8146660923957825,0.8519901633262634,1.1273455619812012,2.599352598190308,0.8904380798339844,35.71684718132019
bsdrcnn,lucas,16,robust,dyn,0.05,0.7714321613311768,1.4012503623962402,2.091717004776001,0.7136483192443848,0.9575769901275636,0.6226125955581665,4.85734224319458,1.6122889518737793,8.177479267120361
bsdrcnn,lucas,16,robust,dyn,0.15,0.8413631916046143,1.1829078197479248,2.510786294937134,0.855091392993927,0.9120838046073914,0.809411883354187,3.373121500015259,1.1573609113693235,20.64757990837097
bsdrcnn,lucas,16,robust,dyn,0.25,0.8447890281677246,1.157979965209961,2.538353204727173,0.8701901435852051,0.9088298678398132,0.8830673098564148,3.3121769428253174,1.119400143623352,35.810285806655884
bsdrcnn,lucas,16,robust,dyn,0.35,0.8743435144424438,1.038521647453308,2.821128845214844,0.9850430488586426,0.906217396259308,0.9023543000221252,3.2656326293945312,1.0657519102096558,49.44994330406189
bsdrcnn,lucas,16,robust,dyn,0.45,0.8730270266532898,1.044339656829834,2.806483268737793,0.9465366005897522,0.9078259468078612,0.893039882183075,3.29395604133606,1.1326417922973633,64.38281536102295
bsdrcnn,lucas,16,robust,dyn,0.55,0.8724042773246765,1.0425924062728882,2.799652338027954,0.9554726481437684,0.9048171043395996,0.9099198579788208,3.241445302963257,1.1032085418701172,79.4608142375946
bsdrcnn,lucas,16,robust,dyn,0.65,0.8777742981910706,1.0432995557785034,2.860534429550171,0.9658422470092772,0.8947039842605591,0.9439839720726012,3.0818352699279785,1.055281162261963,93.40977025032043
bsdrcnn,lucas,16,robust,dyn,0.75,0.8756861686706543,1.018943428993225,2.8364830017089844,0.9964494705200196,0.8935359120368958,0.9627721309661864,3.0648674964904785,1.0317031145095823,108.4223279953003
bsdrcnn,lucas,16,robust,dyn,0.85,0.8903582692146301,0.9834701418876648,3.020498037338257,1.0323909521102903,0.9009890556335448,0.9217894077301024,3.1781184673309326,1.083807349205017,109.61914682388306
bsdrcnn,lucas,16,robust,dyn,0.95,0.9077202081680298,0.9494795799255372,3.293411493301392,0.9704853296279908,0.9019148349761964,0.9161498546600342,3.19307279586792,1.099888563156128,121.12818670272829
bsdrcnn,lucas,32,robust,dyn,0.05,0.7590348124504089,1.436453104019165,2.037198543548584,0.6961591839790344,0.9703205823898317,0.5353031754493713,5.807266712188721,1.8752577304840088,9.35739254951477
bsdrcnn,lucas,32,robust,dyn,0.15,0.8761966228485107,1.0304466485977173,2.8421401977539062,0.9630165696144104,0.9439545273780824,0.704296886920929,4.224703311920166,1.4769763946533203,24.94113206863404
bsdrcnn,lucas,32,robust,dyn,0.25,0.8842563629150391,1.0024453401565552,2.939440488815308,1.005204677581787,0.937174379825592,0.7274986505508423,3.989987373352051,1.3429735898971558,40.65376710891724
bsdrcnn,lucas,32,robust,dyn,0.35,0.8932896256446838,0.9568995833396912,3.061343193054199,1.039035677909851,0.9278274774551392,0.7917804718017578,3.722568035125733,1.2799127101898191,57.9871346950531
bsdrcnn,lucas,32,robust,dyn,0.45,0.9009182453155518,0.944018542766571,3.1770293712615967,1.0430667400360107,0.9203556180000304,0.8060271739959717,3.543599367141724,1.2644202709197998,74.68787002563477
bsdrcnn,lucas,32,robust,dyn,0.55,0.9013890027999878,0.9471631646156312,3.184633016586304,1.0315133333206177,0.9190861582756042,0.8157925605773926,3.5156586170196533,1.2539812326431274,91.66053915023804
bsdrcnn,lucas,32,robust,dyn,0.65,0.8934577703475952,0.923300802707672,3.063850879669189,1.063359618186951,0.9185387492179872,0.8537828922271729,3.503804445266724,1.1892082691192627,107.17281365394592
bsdrcnn,lucas,32,robust,dyn,0.75,0.8951594233512878,0.9412975311279296,3.088695764541626,1.0949262380599976,0.9202008247375488,0.8319399952888489,3.540088415145874,1.1927989721298218,124.05754828453064
bsdrcnn,lucas,32,robust,dyn,0.85,0.9077157974243164,0.9026713371276855,3.292325973510742,1.1205565929412842,0.9176939725875854,0.8403695225715637,3.4857473373413086,1.189952731132507,127.66792106628418
bsdrcnn,lucas,32,robust,dyn,0.95,0.8955422043800354,0.9440705180168152,3.0954861640930176,1.1191043853759766,0.9170296788215636,0.8458040356636047,3.471755027770996,1.1777770519256592,143.13877820968628
bsdrcnn,lucas,64,robust,dyn,0.05,0.8035027980804443,1.2989482879638672,2.255964756011963,0.7669039368629456,0.971752941608429,0.5098934173583984,5.952685832977295,2.081420660018921,17.202656269073486
bsdrcnn,lucas,64,robust,dyn,0.15,0.8757088780403137,1.0302886962890625,2.836557626724243,0.9668829441070556,0.9405657052993774,0.7336589694023132,4.102494239807129,1.3995875120162964,49.28599309921265
bsdrcnn,lucas,64,robust,dyn,0.25,0.8735246658325195,1.0501519441604614,2.811967611312866,0.9558915495872498,0.9244242906570436,0.792552649974823,3.637883186340332,1.2472429275512695,82.64489316940308
bsdrcnn,lucas,64,robust,dyn,0.35,0.8912470936775208,0.949285328388214,3.032458782196045,1.041315674781799,0.9264377355575562,0.824049711227417,3.687236785888672,1.2507150173187256,115.19510412216188
bsdrcnn,lucas,64,robust,dyn,0.45,0.893532395362854,0.9602177143096924,3.0648510456085205,1.0454206466674805,0.9134610295295716,0.8609768748283386,3.399510145187378,1.1570212841033936,111.25998091697691
bsdrcnn,lucas,64,robust,dyn,0.55,0.8970347046852112,0.9304989576339722,3.1165688037872314,1.0664570331573486,0.9173229336738586,0.8524060249328613,3.477968454360962,1.186634182929993,135.68886613845825
bsdrcnn,lucas,64,robust,dyn,0.65,0.8952872157096863,0.923675775527954,3.090498924255371,1.066038966178894,0.9199694991111756,0.8425638675689697,3.534984827041626,1.200495719909668,160.72754502296448
bsdrcnn,lucas,64,robust,dyn,0.75,0.8984729647636414,0.91597318649292,3.138694524765014,1.116832256317139,0.9182215332984924,0.845211923122406,3.4969851970672607,1.174069046974182,185.7563691139221
bsdrcnn,lucas,64,robust,dyn,0.85,0.9206650257110596,0.8697378039360046,3.550864696502685,1.1640888452529907,0.913581609725952,0.8548180460929871,3.4017984867095947,1.16535747051239,210.72493386268616
bsdrcnn,lucas,64,robust,dyn,0.95,0.8649142980575562,0.9569476842880248,2.7220401763916016,0.9759238362312316,0.9172982573509216,0.8489119410514832,3.477388620376587,1.1870050430297852,235.8085126876831
bsdrcnn,lucas,128,robust,dyn,0.05,0.8351342678070068,1.1899232864379885,2.4628913402557373,0.837170422077179,0.9890450835227966,0.3170966506004333,9.558610916137695,3.262357711791992,20.06658387184143
bsdrcnn,lucas,128,robust,dyn,0.15,0.8853724002838135,0.9896854758262634,2.953704833984375,1.0026793479919434,0.9504694938659668,0.6687689423561096,4.493969440460205,1.5583044290542605,58.74854397773743
bsdrcnn,lucas,128,robust,dyn,0.25,0.89497971534729,0.9401326775550842,3.0858633518218994,1.0636796951293943,0.947916865348816,0.693067729473114,4.382190704345703,1.4594451189041138,98.210923910141
