algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,execution_time
bsdrcnn,lucas,32,robust,dyn,0.35,0.8932896256446838,0.9568995833396912,3.087891106604243,1.0490457254888046,0.9278274774551392,0.7917804718017578,3.722568035125733,1.2799127101898191,57.9871346950531
bsdrcnn,lucas,32,robust,dyn,0.45,0.9009182453155518,0.944018542766571,3.1316444877267373,1.0674184770735042,0.9203556180000304,0.8060271739959717,3.543599367141724,1.2644202709197998,74.68787002563477
bsdrcnn,lucas,32,robust,dyn,0.55,0.9013890027999878,0.9441631646156312,3.0430501162676102,1.0591389682175323,0.9190861582756042,0.8157925605773926,3.5156586170196533,1.2539812326431274,91.66053915023804
bsdrcnn,lucas,32,robust,dyn,0.65,0.8954577703475952,0.943300802707672,3.2210052067301267,1.0814312249078708,0.9185387492179872,0.8537828922271729,3.503804445266724,1.1892082691192627,107.17281365394592
bsdrcnn,lucas,32,robust,dyn,0.75,0.8951594233512878,0.9312975311279296,3.1581560665398998,1.0655425699981194,0.9202008247375488,0.8319399952888489,3.540088415145874,1.1927989721298218,124.05754828453064
bsdrcnn,lucas,32,robust,dyn,0.85,0.9077157974243164,0.9326713371276856,3.4059646035401947,1.0814320645484672,0.9176939725875854,0.8403695225715637,3.4857473373413086,1.189952731132507,127.66792106628418
bsdrcnn,lucas,32,robust,dyn,0.95,0.9055422043800354,0.9340705180168152,3.3384855263637347,1.039819102607205,0.9170296788215636,0.8458040356636047,3.471755027770996,1.1777770519256592,143.13877820968628
bsdrcnn,lucas,64,robust,dyn,0.05,0.8035027980804443,1.2989482879638672,2.2577007990611064,0.7639543267010808,0.971752941608429,0.5098934173583984,5.952685832977295,2.081420660018921,17.202656269073486
bsdrcnn,lucas,64,robust,dyn,0.15,0.8757088780403137,1.0302886962890625,2.814555728079642,0.9668829581102084,0.9405657052993774,0.7336589694023132,4.102494239807129,1.3995875120162964,49.28599309921265
bsdrcnn,lucas,64,robust,dyn,0.25,0.8765246658325195,1.0501519441604614,2.8027459880426973,0.9595400368987679,0.9244242906570436,0.792552649974823,3.637883186340332,1.2472429275512695,82.64489316940308
bsdrcnn,lucas,64,robust,dyn,0.35,0.8912470936775208,0.9591285328388214,3.0807150576183346,1.0466078145474293,0.9264377355575562,0.824049711227417,3.687236785888672,1.2507150173187256,115.19510412216188
bsdrcnn,lucas,64,robust,dyn,0.45,0.895532395362854,0.9302177143096924,3.1781059641082305,1.0832548335169268,0.9134610295295716,0.8609768748283386,3.399510145187378,1.1570212841033936,111.25998091697691
bsdrcnn,lucas,64,robust,dyn,0.55,0.8970347046852112,0.9304989576339722,3.0877367505761235,1.074692230223182,0.9173229336738586,0.8524060249328613,3.477968454360962,1.186634182929993,135.68886613845825
bsdrcnn,lucas,64,robust,dyn,0.65,0.8952872157096863,0.923675775527954,3.289440816283664,1.1044080288298768,0.9199694991111756,0.8425638675689697,3.534984827041626,1.200495719909668,160.72754502296448
bsdrcnn,lucas,64,robust,dyn,0.75,0.8984729647636414,0.91597318649292,3.2109924079180843,1.0833692289076935,0.9182215332984924,0.845211923122406,3.4969851970672607,1.174069046974182,185.7563691139221
bsdrcnn,lucas,64,robust,dyn,0.85,0.9106650257110596,0.9097378039360046,3.4918253888643083,1.1086938294653124,0.913581609725952,0.8548180460929871,3.4017984867095947,1.16535747051239,210.72493386268616
bsdrcnn,lucas,64,robust,dyn,0.95,0.9089142980575562,0.9009476842880249,3.4612230647626543,1.0780474657456218,0.9172982573509216,0.8489119410514832,3.477388620376587,1.1870050430297852,235.8085126876831
bsdrcnn,lucas,128,robust,dyn,0.05,0.8351342678070068,1.1899232864379885,2.4645593721036154,0.8339505378716465,0.9890450835227966,0.3170966506004333,9.558610916137695,3.262357711791992,20.06658387184143
bsdrcnn,lucas,128,robust,dyn,0.15,0.8853724002838135,0.9896854758262634,2.930026783807364,1.006550673630734,0.9504694938659668,0.6687689423561096,4.493969440460205,1.5583044290542605,58.74854397773743
bsdrcnn,lucas,128,robust,dyn,0.25,0.89497971534729,0.9601326775550842,3.0655233564447766,1.049503739227989,0.947916865348816,0.693067729473114,4.382190704345703,1.4594451189041138,98.210923910141
bsdrcnn,lucas,128,robust,dyn,0.35,0.8955374956130981,0.9493572115898132,3.1124235190248,1.057380093993792,0.9387493133544922,0.7257312536239624,4.040851593017578,1.3620823621749878,137.62080717086792
bsdrcnn,lucas,128,robust,dyn,0.45,0.902157187461853,0.9144278764724731,3.23298375063892,1.1019598824307884,0.9320815801620485,0.7689334154129028,3.837323427200317,1.2855544090270996,173.69977712631226
bsdrcnn,lucas,128,robust,dyn,0.55,0.9001527428627014,0.9068634510040284,3.1682121764618656,1.1027018443546883,0.9347487688064576,0.7632864713668823,3.914927959442138,1.3251829147338867,216.97846102714536
bsdrcnn,lucas,128,robust,dyn,0.65,0.9020344018936156,0.901474118232727,3.3704537219444872,1.131607576852672,0.9314358830451964,0.7763835787773132,3.8191518783569336,1.2818543910980225,257.02452969551086
bsdrcnn,lucas,128,robust,dyn,0.75,0.9111039218902588,0.8938585114479065,3.2904345710386087,1.1101725295914358,0.9285503029823304,0.7932677865028381,3.7412190437316895,1.2606083154678345,296.8291962146759
bsdrcnn,lucas,128,robust,dyn,0.85,0.9121642804145812,0.8911634683609009,3.5646047821463567,1.1318021052975928,0.9303646087646484,0.7786086797714233,3.7896296977996826,1.2929538488388062,329.93099904060364
bsdrcnn,lucas,128,robust,dyn,0.95,0.9124303460121156,0.879130778312683,3.547118337714585,1.1048007779687123,0.9262047410011292,0.7997636198997498,3.681258201599121,1.2599507570266724,375.9770300388336
bsdrcnn,lucas,256,robust,dyn,0.05,0.825980544090271,1.228391170501709,2.3873800610902385,0.8078348237765823,0.9797045588493348,0.3927121758460998,7.022639274597168,2.3902933597564697,39.18688058853149
bsdrcnn,lucas,256,robust,dyn,0.15,0.8768576383590698,1.0341157913208008,2.8041395132477165,0.963304680903427,0.9380049705505372,0.7146804332733154,4.016872406005859,1.364380121231079,115.33805751800536
bsdrcnn,lucas,256,robust,dyn,0.25,0.9006437659263611,0.9547009658813476,3.082964460619152,1.0554748253750867,0.9207446575164796,0.8008018136024475,3.5524306297302246,1.3061621189117432,193.0321547985077
bsdrcnn,lucas,256,robust,dyn,0.35,0.8976194858551025,0.9431819319725036,3.13280143856072,1.0643030613671527,0.9282655119895936,0.7801716327667236,3.7339158058166495,1.2572141885757446,270.51462745666504
bsdrcnn,lucas,256,robust,dyn,0.45,0.9008023271560668,0.9227545261383056,3.2038103114366674,1.0920161394017482,0.9281103014945984,0.7937362194061279,3.7298288345336914,1.279172658920288,348.14713072776794
bsdrcnn,lucas,256,robust,dyn,0.55,0.9015732488632202,0.9150042533874512,3.1400245596919483,1.092891094547249,0.9208170175552368,0.816246509552002,3.55387544631958,1.229814052581787,425.3198149204254
bsdrcnn,lucas,256,robust,dyn,0.65,0.902003568649292,0.9134575605392456,3.3262375049372412,1.1167622740201815,0.9248701333999634,0.8074625730514526,3.648455858230591,1.2526824474334717,503.984637260437
bsdrcnn,lucas,256,robust,dyn,0.75,0.9035265445709229,0.901925015449524,3.261006067360712,1.1002435321703232,0.9170478582382202,0.8631057143211365,3.472158193588257,1.1719238758087158,1086.0570139884949
bsdrcnn,lucas,256,robust,dyn,0.85,0.9135722708702088,0.8942553644180298,3.5522801286864207,1.127888889223013,0.915217936038971,0.8625047206878662,3.4344701766967773,1.1860672235488892,1235.9821121692655
bsdrcnn,lucas,256,robust,dyn,0.95,0.9109819626808168,0.8826101326942444,3.533135174284805,1.1004455215704614,0.91973876953125,0.8331162333488464,3.529860734939575,1.2049115896224976,948.1213896274568
bsdrcnn,lucas,512,robust,dyn,0.05,0.8080164194107056,1.284779071807861,2.282599905327268,0.7723796149283493,0.9994231462478638,0.0720359832048416,41.65596008300781,13.562826156616213,84.71026158332825
bsdrcnn,lucas,512,robust,dyn,0.15,0.8500857949256897,1.1291931867599487,2.568032632251922,0.8821949990982818,0.9795217514038086,0.435221403837204,6.989079475402832,2.482552051544189,255.823630809784
bsdrcnn,lucas,512,robust,dyn,0.25,0.8786511421203613,1.0290592908859253,2.860193940620325,0.9792077523361526,0.961772918701172,0.5629898309707642,5.115100860595703,1.8306748867034912,431.7120785713196
bsdrcnn,lucas,512,robust,dyn,0.35,0.8880097979164124,0.9728657603263856,3.0372142116674303,1.0318293217429575,0.9714890718460084,0.5039318799972534,5.922741889953613,1.999601125717163,2686.5536313056946
bsdrcnn,lucas,512,robust,dyn,0.45,0.8880318388938904,0.9036243557929992,3.271636545445208,1.1151346561091098,0.96071457862854,0.5933763980865479,5.045526504516602,1.7046416997909546,982.9888753890992
bsdrcnn,lucas,512,robust,dyn,0.55,0.8882769346237183,0.9009213590621948,3.1891083488684893,1.1099747940718598,0.9328583478927612,0.7411185503005981,3.8594212532043457,1.313123345375061,4042.739021539688
bsdrcnn,lucas,512,robust,dyn,0.65,0.8933028483390808,0.9090194296836852,3.342477286862168,1.1222146735452163,0.9520744681358336,0.6515113115310669,4.568061828613281,1.5231311321258545,5143.455768108368
bsdrcnn,lucas,512,robust,dyn,0.75,0.9037959671020508,0.904657214641571,3.251157344553551,1.0969206332413166,0.9423887729644777,0.7065761685371399,4.166387557983398,1.4098529815673828,7133.901142120361
bsdrcnn,lucas,512,robust,dyn,0.85,0.9190279245376588,0.8618598580360413,3.6858028963457765,1.170283869530206,0.9466353058815002,0.6742576956748962,4.328970909118652,1.4887948036193848,7715.438610076904
bsdrcnn,lucas,512,robust,dyn,0.95,0.9185081124305724,0.7926247715950012,3.934246085606291,1.2253772562036052,0.9411275386810304,0.7142516374588013,4.1214919090271,1.405431032180786,12710.890988349916
