algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn,lucas,200,0.87,0.050000000745058,2.759999990463257,0.9800000190734864,0.88,0.050000000745058,2.930000066757202,0.9900000095367432
