algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas,200,0.87,0.05000000074505806,2.759999990463257,0.9800000190734863,0.88,0.05000000074505806,2.930000066757202,0.9900000095367432,0,40|71|101|135|168|201|213|224|225|232|273|283|284|319|321|353|373|385|419|445|463|477|506|511|526|551|566|584|611|627|652|672|683|724|753|770|783|806|824|847|870|888|910|931|936|967|994|1001|1030|1040|1058|1079|1105|1128|1142|1162|1197|1213|1255|1263|1279|1291|1324|1351|1355|1386|1398|1402|1429|1450|1473|1500|1515|1538|1555|1579|1588|1640|1654|1668|1683|1710|1716|1747|1762|1781|1803|1819|1839|1849|1886|1905|1935|1957|1971|1997|2004|2016|2060|2083|2090|2099|2148|2156|2176|2195|2207|2221|2234|2260|2302|2306|2330|2351|2369|2378|2413|2420|2455|2459|2490|2494|2517|2579|2581|2602|2611|2646|2674|2676|2702|2722|2725|2760|2763|2804|2837|2856|2877|2884|2935|2955|2961|2980|2999|3033|3056|3066|3084|3088|3117|3141|3164|3182|3201|3219|3222|3223|3225|3306|3326|3343|3357|3366|3402|3437|3464|3487|3498|3510|3567|3570|3592|3617|3636|3654|3675|3703|3725|3743|3763|3785|3787|3791|3845|3858|3867|3880|3928|3930|3940|3944|3957|3966|3985|4005|4047|4076|4102
