algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn,lucas,8,robust,dyn,0.75,0.8363946676254272,1.1791654825210571,2.4725277423858643,0.8383095860481262,0.8363946676254272,30.77621841430664,2.4725277423858643,0.8383095860481262,0.8234443068504333,1.2363392114639282,2.3799755573272705,0.8150374889373779,0.8234443068504333,32.268455505371094,2.3799753189086914,0.8150374293327332,17.632830142974854,297,0,629|847|1390|1784|2022|2783|3457|3650
