epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8
0,0,0.9228799939155579,0.31290000677108765,3.1591498851776123,0,3.186619997024536,0.9233800172805786,0.3162199854850769,466,927,1388,1851,2313,2772,3236,3697
10,0,0.9801599979400635,0.3323200047016144,2.9745500087738037,0,3.0059900283813477,0.9788699746131897,0.33522000908851624,470,919,1379,1862,2323,2763,3243,3701
20,0.06094,1.0320299863815308,0.3499099910259247,2.8250300884246826,0.0547,2.860759973526001,1.0285600423812866,0.3522399961948395,474,912,1370,1872,2330,2755,3251,3705
30,0.1327,1.0738799571990967,0.36410000920295715,2.7149500846862793,0.12384,2.754149913787842,1.06836998462677,0.36586999893188477,478,905,1364,1881,2332,2746,3259,3709
40,0.18512,1.1078799962997437,0.3756299912929535,2.6316099166870117,0.17512,2.672339916229248,1.1010799407958984,0.37707000970840454,480,897,1359,1886,2330,2735,3267,3711
50,0.22595,1.1367299556732178,0.38541001081466675,2.5648300647735596,0.21509,2.606800079345703,1.1287599802017212,0.38655000925064087,482,889,1358,1886,2324,2723,3275,3712
60,0.2623,1.1643999814987183,0.39478999376296997,2.503890037536621,0.25112,2.546260118484497,1.1555999517440796,0.39574000239372253,483,880,1359,1879,2313,2713,3284,3712
70,0.2946,1.1907600164413452,0.40373000502586365,2.448460102081299,0.28383,2.49003005027771,1.1816999912261963,0.4046800136566162,483,870,1361,1866,2301,2707,3293,3711
80,0.32331,1.2157599925994873,0.412200003862381,2.3981099128723145,0.31327,2.438309907913208,1.206760048866272,0.41326001286506653,484,861,1365,1851,2290,2706,3302,3709
90,0.34865,1.2391799688339233,0.42013999819755554,2.352790117263794,0.33897,2.3922500610351562,1.229990005493164,0.42122000455856323,486,853,1367,1836,2280,2706,3311,3706
100,0.37235,1.2623499631881714,0.42800000309944153,2.3096001148223877,0.36312,2.3481500148773193,1.253100037574768,0.4291299879550934,490,847,1366,1822,2270,2708,3319,3704
110,0.39486,1.2856199741363525,0.43588998913764954,2.2678000926971436,0.38636,2.3049099445343018,1.2766000032424927,0.4371800124645233,496,845,1360,1811,2261,2710,3327,3701
120,0.41628,1.3089900016784668,0.44380998611450195,2.227299928665161,0.40819,2.263540029525757,1.2999299764633179,0.44516998529434204,504,844,1350,1802,2251,2711,3335,3698
130,0.43577,1.3314100503921509,0.4514099955558777,2.1898000240325928,0.42714,2.2269999980926514,1.3212699890136719,0.4524799883365631,512,846,1339,1795,2239,2711,3342,3696
140,0.45308,1.3523199558258057,0.4584999978542328,2.1559500694274902,0.44418,2.1936399936676025,1.3413599729537964,0.4593600034713745,521,849,1329,1789,2226,2710,3349,3694
150,0.46953,1.3731199502944946,0.4655599892139435,2.1232800483703613,0.46041,2.161370038986206,1.3613799810409546,0.4662100076675415,530,852,1322,1784,2213,2709,3356,3693
160,0.48557,1.3943599462509155,0.47275999188423157,2.0909299850463867,0.47607,2.1297800540924072,1.3815799951553345,0.4731299877166748,539,855,1314,1780,2199,2707,3363,3692
170,0.50065,1.4152599573135376,0.4798400104045868,2.0600600242614746,0.49075,2.0997300148010254,1.4013500213623047,0.4799000024795532,547,857,1307,1777,2188,2706,3369,3690
180,0.5151,1.4361900091171265,0.4869399964809418,2.0300400257110596,0.50498,2.0701799392700195,1.4213600158691406,0.4867500066757202,555,860,1301,1774,2178,2705,3376,3689
190,0.52936,1.4577800035476685,0.4942600131034851,1.9999699592590332,0.51895,2.040750026702881,1.441849946975708,0.4937700033187866,563,862,1296,1772,2169,2704,3382,3687
