algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.9226558208465576,0.8390393257141113,3.5960519313812256,1.182706356048584,0.9226557612419128,21.89892578125,3.5960521697998047,1.182706356048584,0.9540729522705078,0.6231932640075684,4.66636848449707,1.6107866764068604,0.9540729522705078,16.265344619750977,4.66636848449707,1.6107866764068604,218.66369199752808,38049,0,0|4|20|21|89|187|253|254|294|336|353|359|391|488|516|553|577|595|618|623|660|685|727|772|806|814|853|859|927|968|972|993|1004|1009|1043|1196|1218|1225|1227|1258|1316|1330|1359|1448|1469|1475|1496|1519|1578|1615|1664|1692|1719|1720|1825|1846|1877|1886|1929|1965|1990|1994|1996|2073|2130|2205|2211|2235|2239|2274|2314|2333|2464|2472|2516|2523|2529|2581|2680|2751|2763|2764|2766|2769|2771|2910|2911|2971|2975|2985|3074|3094|3126|3134|3145|3188|3196|3312|3375|3387|3389|3391|3394|3472|3473|3510|3542|3607|3609|3623|3686|3724|3746|3789|3856|3891|3934|3942|3957|4079|4081|4106|4110|4182
