algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_crop_asa,200,0.57,0.8899999856948853,1.5199999809265137,1.149999976158142,0.86,0.6899999976158142,2.640000104904175,1.440000057220459,0,38|57|65|89|100|128|141|156|176|208|215|247|273|280|299|323|337|355|362|381|437|440|449|503|547|555|574|578|593|634|643|648|677|694|727|745|746|779|802|811|847|857|905|911|922|950|953|1005|1019|1030|1074|1078|1121|1129|1140|1151|1187|1205|1227|1234|1235|1316|1319|1345|1351|1380|1381|1412|1430|1447|1448|1488|1501|1562|1566|1575|1582|1588|1606|1618|1628|1676|1683|1721|1725|1747|1784|1791|1820|1826|1849|1864|1896|1929|1936|1950|1964|1980|2021|2022|2056|2074|2094|2099|2125|2175|2176|2182|2185|2190|2202|2297|2302|2313|2319|2343|2377|2378|2397|2400|2482|2483|2487|2493|2506|2534|2537|2600|2612|2620|2650|2671|2681|2700|2726|2755|2757|2797|2805|2814|2824|2869|2880|2892|2931|2936|2952|2963|2964|3041|3047|3073|3077|3090|3101|3148|3151|3159|3195|3205|3249|3251|3254|3290|3320|3340|3346|3364|3392|3397|3423|3450|3473|3504|3506|3513|3557|3560|3573|3596|3634|3645|3679|3682|3699|3730|3741|3753|3772|3800|3819|3842|3854|3886|3897|3910|3912
