epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16
0,0,0.9603099822998047,0.3398599922657013,2.9875199794769287,0,3.080749988555908,0.9600399732589722,0.32210999727249146,253,489,733,977,1230,1466,1719,1963,2199,2443,2696,2940,3176,3429,3665,3918
10,0,0.9646000266075134,0.3413800001144409,2.9742000102996826,0,3.0672800540924072,0.9642599821090698,0.3235200047492981,295,446,692,935,1272,1424,1761,1967,2159,2401,2728,2945,3138,3469,3666,3899
20,0,0.9703400135040283,0.3434099853038788,2.9566099643707275,0,3.0492401123046875,0.9699599742889404,0.325439989566803,332,400,655,895,1316,1380,1805,1965,2130,2367,2759,2957,3139,3511,3698,3883
30,0,0.9761499762535095,0.3454599976539612,2.939039945602417,0,3.030940055847168,0.975820004940033,0.32739999890327454,363,364,641,864,1361,1332,1853,1998,2131,2353,2807,2970,3181,3553,3737,3864
40,0,0.9805300235748291,0.3470099866390228,2.9258899688720703,0,3.016979932785034,0.9803400039672852,0.32892000675201416,403,374,660,849,1402,1286,1906,2011,2155,2351,2865,2946,3215,3604,3726,3858
50,0,0.983460009098053,0.34804999828338623,2.9171700477600098,0,3.007659912109375,0.9833700060844421,0.32993999123573303,412,405,702,848,1438,1242,1948,2018,2189,2357,2923,2955,3206,3635,3736,3868
60,0,0.98580002784729,0.34887999296188354,2.9102399349212646,0,3.0005300045013428,0.9857100248336792,0.3307200074195862,405,418,753,854,1469,1198,1996,2017,2229,2369,2974,2968,3195,3611,3736,3881
70,0,0.9877399802207947,0.34957000613212585,2.9045400619506836,0,2.994499921798706,0.9876899719238281,0.33138999342918396,411,409,802,851,1496,1152,2024,2017,2268,2385,2965,2966,3201,3623,3737,3888
80,0,0.9896699786186218,0.3502500057220459,2.8988800048828125,0,2.9887399673461914,0.9896000027656555,0.3320299983024597,411,409,838,823,1519,1105,2009,2018,2300,2405,2962,2972,3205,3616,3751,3888
90,0,0.9917100071907043,0.35097000002861023,2.892899990081787,0,2.9827499389648438,0.9915800094604492,0.3326900005340576,410,412,853,766,1540,1048,2020,2017,2326,2426,2970,2971,3202,3619,3772,3886
100,0,0.9939299821853638,0.35175999999046326,2.8864500522613525,0,2.9761900901794434,0.9937700033187866,0.3334299921989441,410,411,839,691,1559,982,2014,2018,2348,2445,2968,2969,3201,3618,3810,3886
110,0,0.9964699745178223,0.352649986743927,2.8791000843048096,0,2.9687700271606445,0.9962499737739563,0.3342599868774414,410,797,610,1572,905,2018,2017,2370,2461,2967,2973,3202,3618,3814,3886
120,0,0.9994099736213684,0.3536899983882904,2.8706400394439697,0,2.960200071334839,0.9991400241851807,0.3352299928665161,411,731,528,1582,820,2017,2397,2475,2968,2971,3202,3618,3823,3886
130,0.00516,1.0026799440383911,0.35484999418258667,2.861259937286377,0.00466,2.950659990310669,1.002369999885559,0.3363099992275238,411,651,451,1590,736,2017,2429,2483,2968,2971,3202,3618,3818,3886
140,0.01218,1.0062400102615356,0.35611000657081604,2.8511500358581543,0.0116,2.9403600692749023,1.0058799982070923,0.3374899923801422,411,568,397,1599,654,2017,2460,2486,2969,2973,3202,3618,3818,3886
150,0.01963,1.0100500583648682,0.35745999217033386,2.840369939804077,0.01897,2.929379940032959,1.0096499919891357,0.3387500047683716,411,486,402,1608,580,2017,2485,2487,2970,2973,3202,3618,3819,3886
160,0.02729,1.0140299797058105,0.3588699996471405,2.8292500972747803,0.02658,2.9179799556732178,1.0135899782180786,0.34007999300956726,411,410,416,420,1616,511,2017,2018,2492,2487,2970,2973,3202,3618,3819,3886
170,0.03499,1.0180599689483643,0.3603000044822693,2.818039894104004,0.03423,2.9064900875091553,1.0176000595092773,0.3414199948310852,411,391,412,1621,453,2017,2486,2487,2970,2973,3202,3618,3819,3886
180,0.04281,1.0222100019454956,0.36177000403404236,2.8065900802612305,0.04199,2.8947999477386475,1.0217100381851196,0.34279999136924744,411,412,1624,409,2017,2018,2481,2489,2970,2973,3201,3618,3819,3886
190,0.05071,1.02646005153656,0.36327001452445984,2.794990062713623,0.04982,2.8829500675201416,1.0259100198745728,0.3442099988460541,411,417,414,1625,397,2017,2481,2491,2970,2973,3201,3618,3820,3886
200,0.05887,1.030900001525879,0.36484000086784363,2.782949924468994,0.0579,2.8706700801849365,1.0303000211715698,0.34567999839782715,410,411,409,414,1625,2017,2480,2494,2973,3201,3618,3819,3886
210,0.06719,1.03548002243042,0.36645999550819397,2.770620107650757,0.06614,2.8580899238586426,1.0348399877548218,0.3472000062465668,411,410,414,1625,417,2018,2016,2480,2497,2973,2974,3201,3618,3820,3886
220,0.07565,1.0402100086212158,0.36812999844551086,2.7580299377441406,0.07454,2.8451900482177734,1.0395300388336182,0.3487800061702728,411,413,414,1624,2017,2016,2481,2500,2973,2976,3201,3618,3819,3885
230,0.08428,1.0450999736785889,0.3698599934577942,2.745120048522949,0.0831,2.83201003074646,1.0443600416183472,0.35040000081062317,411,410,414,1623,2016,2017,2481,2502,2976,2975,3201,3617,3821,3884
240,0.09301,1.0501199960708618,0.37163999676704407,2.7320098876953125,0.09177,2.818579912185669,1.049340009689331,0.35207000374794006,411,412,414,1621,2017,2018,2480,2506,2975,2976,3201,3618,3818,3882
