algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn_100_dyn,lucas,100,0.89,0.949999988079071,3.0199999809265137,1.0299999713897705,0.92,0.8600000143051147,3.450000047683716,1.1799999475479126
bsdrcnn_100_st,lucas,100,0.89,0.9800000190734864,3.0199999809265137,1.0099999904632568,0.9,0.9399999976158142,3.130000114440918,1.0800000429153442
bsdrcnn_100_semi,lucas,100,0.89,0.9399999976158142,3.059999942779541,1.100000023841858,0.91,0.8799999952316284,3.369999885559082,1.1299999952316284
