algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.05,0.6110540628433228,1.8164793252944944,1.603488564491272,0.5484062433242798,0.6110540628433228,47.41010665893555,1.6034886837005615,0.5484063029289246,0.7333465218544006,1.7228237390518188,1.937429428100586,0.6204729080200195,0.7333465218544006,44.965702056884766,1.9374293088912964,0.6204729676246643,13.081117391586304,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.15,0.7268491983413696,1.5347579717636108,1.9134210348129272,0.6490721106529236,0.7268491983413696,40.05718231201172,1.913420796394348,0.6490721106529236,0.7664356231689453,1.4161382913589478,2.0694894790649414,0.738612174987793,0.7664356231689453,36.96120834350586,2.0694894790649414,0.738612174987793,33.349360704422,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.25,0.7496284246444702,1.4914274215698242,1.998576641082764,0.6756364703178406,0.7496285438537598,38.92625427246094,1.9985768795013428,0.6756365299224854,0.7315207719802856,1.4485515356063845,1.930121064186096,0.6903448104858398,0.7315207719802856,37.80719375610352,1.9301211833953853,0.6903447508811951,56.72825598716736,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.35,0.7439547777175903,1.4754905700683594,1.9763187170028689,0.6777406930923462,0.7439547777175903,38.51030349731445,1.9763187170028689,0.6777406930923462,0.7570484280586243,1.464790105819702,2.028937339782715,0.6853073239326477,0.757048487663269,38.23102188110352,2.028937339782715,0.6853073835372925,80.32428026199341,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.45,0.7350406050682068,1.5004113912582395,1.942801594734192,0.6741446256637573,0.7350406050682068,39.160736083984375,1.9428017139434808,0.6741446256637573,0.7791165709495544,1.3915011882781982,2.127847909927368,0.7103880047798157,0.7791166305541992,36.31818008422852,2.127848148345948,0.7103880047798157,103.90065741539,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.55,0.7519935369491577,1.4580508470535278,2.008124828338623,0.6700805425643921,0.7519935369491577,38.05512619018555,2.008124828338623,0.6700805425643921,0.7742384076118469,1.3978463411331177,2.1047139167785645,0.7318318486213684,0.7742384076118469,36.48379135131836,2.1047139167785645,0.7318317890167236,127.48666167259216,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.65,0.7516509294509888,1.4255845546722412,2.006768226623535,0.7041542530059814,0.751650869846344,37.20775604248047,2.006767988204956,0.7041542530059814,0.7796834111213684,1.3964742422103882,2.1305503845214844,0.716089129447937,0.7796834111213684,36.44797897338867,2.1305501461029053,0.716089129447937,151.39890909194946,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.75,0.7560757398605347,1.4802827835083008,2.0249409675598145,0.6794289946556091,0.7560757994651794,38.635379791259766,2.0249409675598145,0.6794291734695435,0.7613894939422607,1.42378830909729,2.047238826751709,0.7023516297340393,0.7613894939422607,37.16087341308594,2.047238826751709,0.7023516893386841,174.9867606163025,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.85,0.7846541404724121,1.363053321838379,2.155252695083618,0.6886724829673767,0.7846541404724121,35.57569122314453,2.155252695083618,0.6886724829673767,0.773775577545166,1.396078109741211,2.1025290489196777,0.7245255708694458,0.773775577545166,36.43763732910156,2.1025290489196777,0.7245255708694458,198.85573148727417,50465
bsdrcnn_r_4200_2,lucas,4200,robust,dyn,0.95,0.7942653894424438,1.3253905773162842,2.205695867538452,0.7017377614974976,0.7942653298377991,34.59269332885742,2.205695867538452,0.7017377018928528,0.7833383679389954,1.3667559623718262,2.148421287536621,0.7344627976417542,0.7833383679389954,35.67232894897461,2.1484215259552,0.7344628572463989,222.8618521690369,50465
