algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn,lucas,128,robust,dyn,0.75,0.8952566385269165,0.9622541069984436,3.0901291370391846,1.0631169080734253,0.8952566385269165,25.114831924438477,3.0901293754577637,1.0631167888641357,0.903270959854126,0.9090601801872253,3.2153985500335693,1.0916078090667725,0.9032709002494812,23.726470947265625,3.2153983116149902,1.0916078090667725,471.8866391181946,17377,0,436|445|447|501|530|543|557|559|563|604|611|621|649|657|675|709|718|726|727|728|730|794|797|821|837|850|863|897|946|1032|1037|1041|1062|1074|1078|1113|1152|1206|1245|1296|1300|1307|1314|1336|1370|1376|1449|1610|1630|1665|1672|1687|1711|1721|1726|1816|1830|1923|1926|1994|2026|2027|2029|2100|2105|2131|2166|2281|2284|2287|2324|2326|2357|2372|2382|2441|2466|2483|2497|2573|2652|2660|2662|2707|2712|2716|2885|2904|2974|2979|2989|2992|3040|3051|3105|3118|3169|3188|3192|3204|3226|3248|3254|3278|3370|3393|3468|3470|3537|3566|3579|3585|3586|3594|3635|3650|3677|3751|3762|3781|3804|3834|3936|3946|3957
