algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn,lucas_asa,200,0.9,0.8999999761581421,3.109999895095825,1.1200000047683716,0.89,0.8500000238418579,3.0,1.1799999475479126
