epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8
0,0,0.9232400059700012,0.3210600018501282,3.207159996032715,0,3.1668601036071777,0.924340009689331,0.31334999203681946,470,923,1385,1855,2316,2769,3239,3701
10,0,0.9878299832344055,0.34351998567581177,2.997469902038574,0,2.96232008934021,0.9881700277328491,0.334989994764328,512,880,1343,1896,2352,2731,3282,3743
20,0.07977,1.0425399541854858,0.36254000663757324,2.840179920196533,0.07779,2.8110098838806152,1.0413600206375122,0.3530200123786926,551,837,1309,1925,2374,2701,3324,3778
30,0.14788,1.083400011062622,0.37676000595092773,2.733059883117676,0.14336,2.709239959716797,1.0804699659347534,0.3662799894809723,582,798,1282,1945,2384,2668,3362,3793
40,0.19708,1.1160999536514282,0.3881300091743469,2.6529700756073,0.19029,2.6339800357818604,1.111340045928955,0.3767400085926056,593,767,1265,1979,2383,2648,3395,3790
50,0.2428,1.1492999792099,0.3996700048446655,2.5763399600982666,0.23488,2.560420036315918,1.1432700157165527,0.38756999373435974,577,747,1260,2027,2368,2666,3425,3778
60,0.28537,1.1830400228500366,0.4113999903202057,2.5028700828552246,0.27686,2.4892001152038574,1.1759799718856812,0.39866000413894653,546,749,1260,2011,2339,2658,3455,3755
70,0.32237,1.2149100303649902,0.4224900007247925,2.4372200965881348,0.31409,2.424269914627075,1.2074799537658691,0.40933001041412354,514,764,1269,2022,2294,2661,3484,3730
80,0.35406,1.2443599700927734,0.4327299892902374,2.379539966583252,0.34653,2.3662400245666504,1.237089991569519,0.41936999559402466,497,763,1284,2018,2238,2662,3487,3716
90,0.38087,1.2710100412368774,0.44200000166893005,2.3296399116516113,0.37493,2.31427001953125,1.2648799419403076,0.42879000306129456,504,754,1294,2019,2179,2667,3485,3703
100,0.40728,1.2990200519561768,0.45173999667167664,2.279409885406494,0.40254,2.2625699043273926,1.293779969215393,0.43858999013900757,532,769,1295,2021,2128,2679,3487,3691
110,0.43351,1.3287500143051147,0.4620800018310547,2.2283999919891357,0.43001,2.2099499702453613,1.3245799541473389,0.4490300118923187,560,797,1295,2021,2090,2705,3484,3686
120,0.45737,1.3576500415802002,0.4721300005912781,2.180959939956665,0.45505,2.160860061645508,1.3546700477600098,0.4592300057411194,581,812,1299,2022,2066,2718,3487,3688
130,0.47744,1.383470058441162,0.48111000657081604,2.1402599811553955,0.47534,2.1202399730682373,1.380620002746582,0.46803000569343567,597,825,1304,2022,2075,2708,3487,3692
140,0.49488,1.4071600437164307,0.48934000730514526,2.1042399406433105,0.49294,2.0843698978424072,1.404379963874817,0.4760800004005432,605,835,1314,2022,2082,2715,3486,3695
150,0.51101,1.4301799535751343,0.4973500072956085,2.0703699588775635,0.5095,2.0500600337982178,1.4278899431228638,0.4840500056743622,611,841,1321,2022,2087,2711,3486,3694
160,0.52629,1.4530600309371948,0.505299985408783,2.0377700328826904,0.52506,2.017280101776123,1.4510899782180786,0.49191999435424805,616,847,1323,2022,2093,2712,3485,3689
170,0.54168,1.4772599935531616,0.5137199759483337,2.004379987716675,0.54049,1.9842499494552612,1.4752399921417236,0.5001099705696106,622,852,1320,2021,2098,2713,3485,3683
180,0.55707,1.5026999711990356,0.522570013999939,1.9704500436782837,0.55518,1.952280044555664,1.4994100332260132,0.5083000063896179,624,858,1316,2021,2102,2712,3486,3675
190,0.57114,1.5271600484848022,0.5310699939727783,1.938889980316162,0.56912,1.9214400053024292,1.5234700441360474,0.5164600014686584,624,861,1315,2021,2109,2712,3484,3666
200,0.58541,1.5532000064849854,0.5401300191879272,1.9063800573349,0.58302,1.8901900053024292,1.5486600399017334,0.5249900221824646,626,865,1316,2022,2112,2712,3483,3658
210,0.59864,1.5786099433898926,0.5489699840545654,1.87568998336792,0.59665,1.8590500354766846,1.5745999813079834,0.5337899923324585,630,870,1314,2022,2110,2712,3482,3653
220,0.61184,1.6052199602127075,0.5582200288772583,1.844599962234497,0.60988,1.8282999992370605,1.6010799407958984,0.5427600145339966,636,878,1314,2022,2110,2712,3483,3650
230,0.62394,1.6308300495147705,0.5671300292015076,1.8156299591064453,0.62189,1.7999399900436401,1.6262999773025513,0.5513200163841248,640,889,1315,2022,2112,2713,3482,3644
240,0.63434,1.653880000114441,0.5751399993896484,1.7903399467468262,0.63223,1.775149941444397,1.6490199565887451,0.5590199828147888,643,893,1316,2023,2112,2716,3481,3643
250,0.64385,1.675819993019104,0.5827699899673462,1.7668999433517456,0.6415,1.7526500225067139,1.6701899766921997,0.5661900043487549,644,895,1317,2022,2117,2716,3480,3641
260,0.65268,1.696969985961914,0.5901299715042114,1.7448699474334717,0.65048,1.7305500507354736,1.6915199756622314,0.573419988155365,646,896,1322,2023,2132,2717,3480,3638
270,0.66147,1.718850016593933,0.5977399945259094,1.722659945487976,0.65928,1.7086299657821655,1.7132200002670288,0.580780029296875,646,897,1329,2022,2152,2718,3479,3636
280,0.67133,1.7444599866867065,0.6066399812698364,1.6973700523376465,0.66895,1.6842000484466553,1.738070011138916,0.5892000198364258,647,899,1335,2023,2158,2756,3478,3632
290,0.68032,1.7688100337982178,0.6151099801063538,1.6740000247955322,0.67816,1.6606199741363525,1.7627500295639038,0.59757000207901,648,902,1342,2024,2159,2822,3479,3629
300,0.68892,1.7930999994277954,0.6235600113868713,1.651319980621338,0.68651,1.6389399766921997,1.7860699892044067,0.6054800152778625,648,904,1349,2024,2177,2812,3479,3626
310,0.69732,1.8178000450134277,0.6321399807929993,1.628890037536621,0.69441,1.618149995803833,1.8090100288391113,0.6132500171661377,651,907,1357,2024,2184,2799,3477,3623
320,0.70512,1.841689944267273,0.6404500007629395,1.607759952545166,0.70218,1.5974299907684326,1.8324799537658691,0.621209979057312,652,909,1366,2024,2201,2799,3474,3616
330,0.71298,1.8667500019073486,0.6491699814796448,1.5861799716949463,0.70951,1.5776699781417847,1.855430006980896,0.6289899945259094,655,910,1370,2024,2208,2796,3475,3599
340,0.71989,1.8896199464797974,0.6571199893951416,1.566980004310608,0.71602,1.5598900318145752,1.876579999923706,0.6361600160598755,659,915,1371,2023,2208,2776,3473,3592
350,0.72635,1.911810040473938,0.6648399829864502,1.5487899780273438,0.722,1.5433800220489502,1.8966599702835083,0.6429600119590759,662,915,1381,2024,2213,2772,3473,3597
360,0.73265,1.934209942817688,0.6726300120353699,1.5308599472045898,0.72789,1.5269399881362915,1.917080044746399,0.6498900055885315,663,917,1399,2023,2217,2771,3472,3602
370,0.7372,1.9508700370788574,0.6784200072288513,1.5177799463272095,0.73198,1.5154099464416504,1.9316699504852295,0.6548299789428711,667,920,1396,2024,2217,2772,3467,3603
380,0.74012,1.9618099927902222,0.6822199821472168,1.5093200206756592,0.73584,1.5044699907302856,1.9457000494003296,0.6595900058746338,667,919,1398,2026,2222,2769,3474,3604
390,0.74501,1.9805099964141846,0.688730001449585,1.4950599670410156,0.73889,1.4957400560379028,1.957069993019104,0.6634399890899658,663,917,1379,2025,2221,2770,3471,3602
400,0.74803,1.9923399686813354,0.6928399801254272,1.4861899614334106,0.74272,1.4847300052642822,1.9715800285339355,0.6683599948883057,663,910,1380,2025,2226,2769,3471,3600
410,0.75279,2.011430025100708,0.6994799971580505,1.4720799922943115,0.74666,1.4733400344848633,1.9868199825286865,0.6735299825668335,667,915,1398,2024,2225,2768,3472,3606
420,0.754,2.0163700580596924,0.701200008392334,1.4684799909591675,0.74828,1.4686100482940674,1.993209958076477,0.6757000088691711,666,914,1364,2025,2225,2768,3469,3605
430,0.75702,2.0288798809051514,0.7055500149726868,1.4594199657440186,0.75105,1.4605000019073486,2.0042800903320312,0.6794499754905701,663,907,1360,2025,2228,2767,3471,3603
440,0.76053,2.0436899662017822,0.7106999754905701,1.4488500356674194,0.75414,1.4514000415802002,2.016849994659424,0.683709979057312,666,909,1368,2024,2229,2767,3470,3608
450,0.76332,2.055690050125122,0.7148699760437012,1.4403899908065796,0.75674,1.4437299966812134,2.027559995651245,0.6873400211334229,668,909,1376,2024,2229,2767,3470,3609
460,0.76589,2.0669500827789307,0.7187899947166443,1.4325400590896606,0.75909,1.4367200136184692,2.0374600887298584,0.6906999945640564,672,911,1382,2025,2229,2767,3470,3608
470,0.76834,2.0778400897979736,0.72257000207901,1.425029993057251,0.76141,1.4297900199890137,2.047329902648926,0.6940400004386902,672,912,1386,2024,2230,2768,3469,3609
480,0.77066,2.088330030441284,0.7262200117111206,1.4178800582885742,0.76373,1.4228299856185913,2.057349920272827,0.6974400281906128,672,912,1389,2024,2230,2767,3469,3609
490,0.77287,2.098479986190796,0.7297499775886536,1.411020040512085,0.76595,1.4161200523376465,2.0671000480651855,0.7007399797439575,672,913,1394,2024,2229,2768,3469,3609
500,0.77371,2.10233998298645,0.7311000227928162,1.4084299802780151,0.76734,1.411929965019226,2.073230028152466,0.7028200030326843,673,912,1387,2025,2228,2768,3469,3609
510,0.7739,2.103260040283203,0.731410026550293,1.4078099727630615,0.76789,1.410249948501587,2.0757100582122803,0.7036600112915039,666,907,1355,2025,2231,2767,3468,3605
520,0.77617,2.1138999462127686,0.7351099848747253,1.400730013847351,0.76982,1.404360055923462,2.084399938583374,0.7066100239753723,665,909,1351,2024,2230,2769,3468,3604
530,0.77864,2.1256399154663086,0.7391999959945679,1.392989993095398,0.77209,1.3974299430847168,2.0947399139404297,0.7101100087165833,667,907,1356,2025,2231,2767,3468,3608
540,0.78079,2.1360299587249756,0.7428100109100342,1.3862099647521973,0.77407,1.3913600444793701,2.103879928588867,0.7132099866867065,667,906,1362,2025,2230,2768,3469,3609
550,0.78257,2.1447501182556152,0.7458400130271912,1.380579948425293,0.7758,1.3860000371932983,2.1120200157165527,0.715969979763031,671,907,1367,2025,2230,2768,3469,3608
560,0.78422,2.1529300212860107,0.7486900091171265,1.3753299713134766,0.77743,1.3809700012207031,2.119719982147217,0.7185800075531006,671,907,1371,2025,2231,2768,3469,3609
570,0.78564,2.1600899696350098,0.7511799931526184,1.37076997756958,0.77906,1.3758800029754639,2.127549886703491,0.7212399840354919,671,907,1374,2025,2231,2770,3469,3609
580,0.78722,2.168070077896118,0.7539499998092651,1.3657200336456299,0.78083,1.370360016822815,2.1361300945281982,0.7241399884223938,671,907,1377,2026,2230,2769,3469,3609
590,0.78909,2.177690029144287,0.7573000192642212,1.3596999645233154,0.78271,1.3644700050354004,2.1453399658203125,0.7272700071334839,671,908,1380,2026,2231,2769,3469,3609
600,0.79093,2.1872000694274902,0.7606099843978882,1.3537800312042236,0.7845,1.3588500022888184,2.1542201042175293,0.7302799820899963,671,908,1384,2026,2231,2770,3468,3609
610,0.79258,2.195889949798584,0.7636299729347229,1.3484200239181519,0.78617,1.3535699844360352,2.1626200675964355,0.7331200242042542,672,909,1388,2026,2233,2770,3469,3609
620,0.79412,2.204129934310913,0.7664899826049805,1.3433899879455566,0.78774,1.3485900163650513,2.170599937438965,0.7358300089836121,671,909,1392,2026,2234,2770,3468,3609
630,0.79554,2.2117600440979004,0.7691500186920166,1.3387500047683716,0.78923,1.3438600301742554,2.1782400608062744,0.7384200096130371,671,909,1397,2025,2237,2771,3468,3609
640,0.79533,2.210599899291992,0.7687399983406067,1.3394500017166138,0.78935,1.343459963798523,2.1789000034332275,0.7386400103569031,670,910,1383,2024,2237,2772,3468,3610
650,0.79616,2.2151200771331787,0.7703099846839905,1.3367199897766113,0.7906,1.3394900560379028,2.185349941253662,0.7408300042152405,665,905,1364,2027,2238,2771,3468,3606
660,0.79803,2.2253599166870117,0.7738699913024902,1.3305699825286865,0.7919,1.335319995880127,2.1921699047088623,0.7431399822235107,665,905,1361,2026,2237,2770,3467,3609
670,0.7999,2.2356998920440674,0.7774699926376343,1.3244099617004395,0.79334,1.3306699991226196,2.1998300552368164,0.7457399964332581,668,907,1364,2026,2236,2772,3468,3609
680,0.80138,2.2440099716186523,0.7803599834442139,1.3195099830627441,0.79473,1.3261899948120117,2.2072598934173584,0.7482600212097168,669,905,1368,2027,2236,2772,3468,3608
690,0.80248,2.2502501010894775,0.7825300097465515,1.315850019454956,0.79606,1.3218899965286255,2.214449882507324,0.7506999969482422,668,903,1371,2027,2237,2772,3467,3608
700,0.80376,2.2576100826263428,0.7850900292396545,1.311560034751892,0.7973,1.3178800344467163,2.2211899757385254,0.7529799938201904,668,903,1374,2026,2237,2773,3467,3607
710,0.80489,2.264130115509033,0.7873600125312805,1.3077800273895264,0.79847,1.3140699863433838,2.2276298999786377,0.7551599740982056,668,901,1377,2026,2239,2773,3467,3607
720,0.80605,2.2708899974823,0.7897099852561951,1.3038899898529053,0.7996,1.3103899955749512,2.233880043029785,0.7572799921035767,668,901,1379,2026,2240,2773,3467,3608
730,0.80708,2.2769598960876465,0.7918199896812439,1.3004200458526611,0.80069,1.3068100214004517,2.240000009536743,0.7593600153923035,668,899,1382,2026,2240,2773,3467,3608
740,0.80814,2.283210039138794,0.7939900159835815,1.2968599796295166,0.80176,1.3032900094985962,2.2460498809814453,0.7614099979400635,666,896,1385,2026,2241,2774,3467,3608
750,0.80918,2.2894299030303955,0.7961500287055969,1.2933299541473389,0.80279,1.2999199628829956,2.251879930496216,0.7633900046348572,665,896,1387,2026,2242,2775,3467,3608
760,0.80994,2.294019937515259,0.7977499961853027,1.2907500267028809,0.80381,1.2965600490570068,2.2577199935913086,0.7653599977493286,665,895,1390,2026,2243,2775,3467,3608
770,0.81121,2.301729917526245,0.8004299998283386,1.2864199876785278,0.80475,1.2934199571609497,2.263200044631958,0.7672200202941895,665,894,1393,2026,2242,2775,3467,3608
780,0.81177,2.3051400184631348,0.8016200065612793,1.2845200300216675,0.80577,1.290060043334961,2.269089937210083,0.7692199945449829,665,893,1397,2026,2245,2776,3467,3608
790,0.81331,2.3145899772644043,0.8049100041389465,1.279270052909851,0.80547,1.291059970855713,2.2673399448394775,0.7686200141906738,665,892,1400,2026,2245,2777,3468,3607
800,0.81237,2.3087899684906006,0.8028900027275085,1.2824900150299072,0.80666,1.2870999574661255,2.2743000984191895,0.7709900140762329,662,892,1370,2025,2244,2775,3468,3606
810,0.81351,2.315890073776245,0.8053600192070007,1.2785600423812866,0.80742,1.2845499515533447,2.278820037841797,0.7725200057029724,662,893,1362,2026,2245,2775,3467,3608
820,0.8145,2.3220200538635254,0.8074899911880493,1.2751799821853638,0.8083,1.281630039215088,2.2840099334716797,0.7742800116539001,662,892,1362,2027,2247,2776,3468,3607
830,0.8153,2.327080011367798,0.809249997138977,1.2724100351333618,0.80917,1.2787100076675415,2.2892398834228516,0.7760499715805054,661,890,1366,2027,2247,2777,3467,3607
840,0.81634,2.3336501121520996,0.8115299940109253,1.26882004737854,0.80997,1.276039958000183,2.294019937515259,0.7776700258255005,662,891,1369,2027,2248,2776,3467,3608
850,0.81682,2.3367199897766113,0.8126000165939331,1.2671600580215454,0.81077,1.2733299732208252,2.2988998889923096,0.7793200016021729,662,889,1373,2027,2249,2776,3467,3608
860,0.81782,2.343090057373047,0.8148099780082703,1.2637200355529785,0.81156,1.2706600427627563,2.303730010986328,0.7809600234031677,663,889,1376,2027,2250,2777,3467,3608
870,0.81844,2.347059965133667,0.8162000179290771,1.2615699768066406,0.81232,1.2681000232696533,2.3083701133728027,0.7825400233268738,662,887,1379,2027,2252,2779,3467,3608
880,0.81919,2.3519699573516846,0.8179100155830383,1.2589399814605713,0.81307,1.265570044517517,2.312999963760376,0.7840999960899353,662,887,1382,2027,2253,2778,3467,3608
890,0.82003,2.357419967651367,0.8198000192642212,1.2560299634933472,0.81381,1.2630499601364136,2.317610025405884,0.7856699824333191,662,886,1386,2027,2256,2779,3467,3608
900,0.82054,2.3607900142669678,0.8209699988365173,1.2542400360107422,0.81447,1.2608200311660767,2.3217101097106934,0.787060022354126,662,885,1389,2026,2256,2777,3467,3608
910,0.82156,2.367539882659912,0.8233199715614319,1.2506599426269531,0.81519,1.258389949798584,2.3261899948120117,0.7885800004005432,662,885,1392,2026,2258,2778,3467,3608
920,0.82197,2.370229959487915,0.8242499828338623,1.2492400407791138,0.81593,1.2558599710464478,2.3308699131011963,0.7901600003242493,662,884,1395,2027,2258,2779,3467,3608
930,0.82194,2.3700599670410156,0.8241999745368958,1.2493300437927246,0.81638,1.2543100118637085,2.333750009536743,0.7911400198936462,662,884,1398,2026,2262,2780,3467,3608
940,0.82307,2.3775999546051025,0.8268200159072876,1.2453700304031372,0.81683,1.2527799606323242,2.3366200923919678,0.792110025882721,661,884,1392,2027,2263,2783,3466,3609
950,0.82333,2.379379987716675,0.8274400234222412,1.244439959526062,0.81745,1.2506500482559204,2.3405799865722656,0.7934600114822388,661,883,1386,2026,2267,2782,3465,3608
960,0.82422,2.3853399753570557,0.829509973526001,1.2413300275802612,0.81847,1.2471599578857422,2.3471500873565674,0.7956799864768982,661,883,1387,2026,2283,2786,3467,3608
