algorithm,dataset,target_size,scaler_y,mode,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn_r,lucas,8,robust,dyn,0.83,1.1699999570846558,2.4100000858306885,0.8600000143051147,0.85,1.149999976158142,2.5899999141693115,0.8700000047683716,0,667|841|1379|2023|2358|2784|3464|3608
bsdrcnn_r,lucas,8,robust,dyn,0.83,1.2100000381469727,2.4100000858306885,0.8500000238418579,0.85,1.1399999856948853,2.5899999141693115,0.8700000047683716,1,675|858|1391|2024|2348|2785|3463|3610
bsdrcnn_r,lucas,8,robust,dyn,0.84,1.2200000286102295,2.5299999713897705,0.8600000143051147,0.84,1.1399999856948853,2.5399999618530273,0.8700000047683716,2,666|863|1389|2023|2343|2791|3464|3610
bsdrcnn_r,lucas,8,robust,dyn,0.85,1.1200000047683716,2.5999999046325684,0.8999999761581421,0.85,1.159999966621399,2.5399999618530273,0.8600000143051147,3,678|887|1452|2022|2354|2781|3465|3573
bsdrcnn_r,lucas,8,robust,dyn,0.83,1.1699999570846558,2.4100000858306885,0.8500000238418579,0.85,1.149999976158142,2.5899999141693115,0.8700000047683716,4,676|873|1401|2023|2345|2783|3465|3598
bsdrcnn_r,lucas,8,robust,dyn,0.85,1.1399999856948853,2.569999933242798,0.8500000238418579,0.85,1.149999976158142,2.549999952316284,0.8799999952316284,5,686|899|1447|2021|2345|2782|3465|3588
bsdrcnn_r,lucas,8,robust,dyn,0.86,1.1299999952316284,2.640000104904175,0.8600000143051147,0.84,1.159999966621399,2.5199999809265137,0.8700000047683716,6,685|916|1475|2018|2344|2779|3467|3591
bsdrcnn_r,lucas,8,robust,dyn,0.84,1.1299999952316284,2.509999990463257,0.9100000262260437,0.85,1.159999966621399,2.559999942779541,0.8500000238418579,7,674|855|1396|2024|2345|2787|3464|3610
bsdrcnn_r,lucas,8,robust,dyn,0.84,1.1299999952316284,2.5199999809265137,0.8600000143051147,0.85,1.1699999570846558,2.5399999618530273,0.8700000047683716,8,685|903|1456|2019|2340|2783|3462|3600
bsdrcnn_r,lucas,8,robust,dyn,0.85,1.2000000476837158,2.549999952316284,0.8500000238418579,0.85,1.1399999856948853,2.5399999618530273,0.8799999952316284,9,671|862|1394|2023|2344|2789|3464|3609
bsdrcnn_r,lucas,8,robust,semi,0.74,1.4299999475479126,1.9800000190734863,0.7099999785423279,0.77,1.4199999570846558,2.0999999046325684,0.699999988079071,0,559|864|1397|1880|2322|2807|3198|3637
bsdrcnn_r,lucas,8,robust,semi,0.75,1.4500000476837158,2.009999990463257,0.7099999785423279,0.77,1.409999966621399,2.0899999141693115,0.699999988079071,1,579|866|1397|1882|2318|2791|3177|3631
bsdrcnn_r,lucas,8,robust,semi,0.76,1.5299999713897705,2.0199999809265137,0.6899999976158142,0.76,1.399999976158142,2.049999952316284,0.699999988079071,2,553|852|1361|1882|2311|2793|3187|3636
bsdrcnn_r,lucas,8,robust,semi,0.77,1.409999966621399,2.0799999237060547,0.7200000286102295,0.76,1.4299999475479126,2.059999942779541,0.699999988079071,3,561|864|1395|1885|2327|2805|3211|3571
bsdrcnn_r,lucas,8,robust,semi,0.75,1.409999966621399,2.009999990463257,0.7099999785423279,0.78,1.399999976158142,2.119999885559082,0.7099999785423279,4,659|920|1487|1878|2324|2784|3179|3641
bsdrcnn_r,lucas,8,robust,semi,0.77,1.4199999570846558,2.069999933242798,0.6800000071525574,0.76,1.4199999570846558,2.059999942779541,0.7099999785423279,5,578|871|1396|1884|2318|2788|3183|3636
bsdrcnn_r,lucas,8,robust,semi,0.78,1.3899999856948853,2.1500000953674316,0.7099999785423279,0.76,1.4299999475479126,2.0399999618530273,0.7099999785423279,6,569|862|1395|1881|2314|2784|3174|3627
bsdrcnn_r,lucas,8,robust,semi,0.75,1.409999966621399,2.009999990463257,0.7300000190734863,0.77,1.4299999475479126,2.0799999237060547,0.6899999976158142,7,561|856|1398|1884|2311|2788|3179|3631
bsdrcnn_r,lucas,8,robust,semi,0.77,1.350000023841858,2.109999895095825,0.7200000286102295,0.77,1.4199999570846558,2.0899999141693115,0.7200000286102295,8,661|939|1481|1878|2325|2782|3182|3644
bsdrcnn_r,lucas,8,robust,semi,0.76,1.5099999904632568,2.0199999809265137,0.6700000166893005,0.77,1.3799999952316284,2.0899999141693115,0.7200000286102295,9,577|861|1399|1880|2314|2799|3184|3637
bsdrcnn_r,lucas,16,robust,dyn,0.88,1.0299999713897705,2.859999895095825,0.9599999785423279,0.91,0.8999999761581421,3.259999990463257,1.1200000047683716,0,386|537|686|918|1144|1306|1670|2027|2137|2205|2625|2922|3475|3487|3663|3991
bsdrcnn_r,lucas,16,robust,dyn,0.87,1.0199999809265137,2.75,1.0099999904632568,0.91,0.9100000262260437,3.259999990463257,1.090000033378601,1,386|525|673|916|1156|1312|1688|2025|2139|2217|2637|2923|3479|3489|3681|3911
bsdrcnn_r,lucas,16,robust,dyn,0.88,1.0299999713897705,2.859999895095825,1.0,0.9,0.9100000262260437,3.2100000381469727,1.0800000429153442,2,399|533|674|903|1170|1316|1674|2025|2137|2225|2629|2923|3478|3496|3662|3925
bsdrcnn_r,lucas,16,robust,dyn,0.9,0.9399999976158142,3.140000104904175,1.0800000429153442,0.9,0.9300000071525574,3.1600000858306885,1.0700000524520874,3,392|537|682|906|1160|1297|1670|2025|2140|2230|2650|2923|3480|3481|3683|3841
bsdrcnn_r,lucas,16,robust,dyn,0.89,1.0,3.009999990463257,1.0099999904632568,0.9,0.9100000262260437,3.2100000381469727,1.100000023841858,4,404|534|676|905|1162|1313|1671|2026|2140|2215|2638|2922|3476|3498|3696|3907
bsdrcnn_r,lucas,16,robust,dyn,0.9,0.949999988079071,3.1500000953674316,1.059999942779541,0.9,0.9300000071525574,3.130000114440918,1.0700000524520874,5,387|539|686|912|1139|1313|1674|2025|2138|2205|2628|2922|3478|3483|3699|3991
bsdrcnn_r,lucas,16,robust,dyn,0.89,0.9900000095367432,2.990000009536743,1.0099999904632568,0.9,0.9399999976158142,3.119999885559082,1.0700000524520874,6,396|546|687|921|1199|1420|1781|2024|2120|2254|2639|2922|3470|3497|3722|3991
bsdrcnn_r,lucas,16,robust,dyn,0.88,1.0199999809265137,2.940000057220459,1.0199999809265137,0.91,0.8899999856948853,3.2699999809265137,1.1100000143051147,7,380|539|686|919|1164|1396|1807|2027|2138|2232|2633|2922|3476|3496|3665|3991
bsdrcnn_r,lucas,16,robust,dyn,0.88,1.0,2.940000057220459,0.9900000095367432,0.9,0.9200000166893005,3.190000057220459,1.090000033378601,8,392|531|677|909|1164|1305|1682|2025|2137|2221|2629|2922|3479|3481|3668|3910
bsdrcnn_r,lucas,16,robust,dyn,0.87,1.0499999523162842,2.809999942779541,0.9399999976158142,0.91,0.8999999761581421,3.259999990463257,1.1200000047683716,9,390|537|679|907|1167|1316|1670|2025|2137|2219|2643|2923|3479|3484|3670|3991
bsdrcnn_r,lucas,16,robust,semi,0.86,1.1100000143051147,2.6600000858306885,0.8899999856948853,0.89,0.9599999785423279,3.059999942779541,1.0499999523162842,0,271|510|748|983|1235|1466|1713|1984|2189|2439|2659|2945|3183|3425|3690|3904
bsdrcnn_r,lucas,16,robust,semi,0.86,1.0499999523162842,2.6700000762939453,0.9800000190734863,0.9,0.9599999785423279,3.0999999046325684,1.0299999713897705,1,255|511|751|980|1215|1457|1720|1981|2191|2442|2668|2948|3186|3432|3666|3885
bsdrcnn_r,lucas,16,robust,semi,0.87,1.059999942779541,2.7699999809265137,0.9700000286102295,0.89,0.9700000286102295,3.0299999713897705,1.0199999809265137,2,246|507|742|981|1231|1468|1715|1987|2194|2443|2657|2934|3184|3427|3675|3908
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0,2.940000057220459,1.0099999904632568,0.89,0.9900000095367432,2.9600000381469727,1.0099999904632568,3,239|508|750|987|1241|1478|1732|1986|2195|2438|2657|2932|3187|3452|3662|3870
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0499999523162842,2.880000114440918,0.9700000286102295,0.89,0.9800000190734863,2.9600000381469727,1.0099999904632568,4,240|511|752|990|1231|1473|1710|1986|2192|2441|2656|2950|3191|3426|3669|3901
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0199999809265137,2.940000057220459,0.9900000095367432,0.89,0.9700000286102295,2.990000009536743,1.0199999809265137,5,277|515|747|985|1224|1462|1705|1984|2196|2439|2655|2944|3189|3422|3679|3884
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0099999904632568,2.940000057220459,0.9900000095367432,0.89,0.9800000190734863,2.9800000190734863,1.0199999809265137,6,248|506|739|977|1234|1475|1711|1985|2205|2443|2656|2939|3194|3421|3685|3915
bsdrcnn_r,lucas,16,robust,semi,0.87,1.0700000524520874,2.809999942779541,0.9800000190734863,0.89,0.9599999785423279,3.0399999618530273,1.0299999713897705,7,251|508|751|980|1236|1477|1730|1988|2200|2441|2655|2948|3188|3426|3677|3910
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0399999618530273,2.8399999141693115,0.949999988079071,0.89,0.9700000286102295,3.0299999713897705,1.0399999618530273,8,259|510|750|983|1228|1469|1711|1986|2194|2439|2668|2948|3188|3420|3711|3902
bsdrcnn_r,lucas,16,robust,semi,0.86,1.100000023841858,2.680000066757202,0.8999999761581421,0.89,0.9599999785423279,3.049999952316284,1.0499999523162842,9,254|499|748|985|1224|1460|1704|1984|2198|2439|2666|2942|3198|3428|3671|3890
bsdrcnn_r,lucas,32,robust,dyn,0.9,0.8899999856948853,3.1700000762939453,1.1100000143051147,0.91,0.8799999952316284,3.380000114440918,1.1399999856948853,0,329|370|506|524|603|666|679|942|968|1205|1276|1438|1610|1757|1924|2190|2258|2488|2539|2584|2632|2669|2818|2957|3467|3550|3555|3570|3640|3680|3845|4042
bsdrcnn_r,lucas,32,robust,dyn,0.88,0.9200000166893005,2.8499999046325684,1.090000033378601,0.92,0.8700000047683716,3.4800000190734863,1.149999976158142,1,343|393|518|531|616|712|713|965|1005|1201|1282|1483|1634|1774|1945|2154|2268|2410|2411|2479|2546|2656|2950|2964|3469|3471|3590|3591|3593|3611|3612|4183
bsdrcnn_r,lucas,32,robust,dyn,0.9,0.949999988079071,3.1600000858306885,1.0700000524520874,0.92,0.8399999737739563,3.4700000286102295,1.190000057220459,2,366|395|521|552|617|697|736|976|1009|1223|1323|1473|1635|1731|1941|2134|2221|2433|2615|2644|2657|2965|2968|3376|3471|3602|3603|3656|3690|3704|4153
