algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.8975390791893005,0.963746190071106,3.1243577003479004,1.1052018404006958,0.8975390791893005,25.15377426147461,3.1243579387664795,1.1052019596099854,0.9281898736953735,0.7797650098800659,3.731818199157715,1.262783408164978,0.9281898736953735,20.351865768432617,3.731818199157715,1.2627835273742676,496.9828054904938,17377,0,9|32|172|229|260|311|340|353|357|363|369|379|409|417|449|529|559|575|657|680|710|719|739|747|782|807|813|879|891|956|964|971|1009|1043|1051|1097|1188|1195|1299|1325|1336|1362|1372|1378|1422|1429|1439|1459|1480|1587|1590|1679|1700|1767|1799|1819|1827|1871|1939|1945|2024|2038|2065|2088|2094|2148|2158|2210|2298|2308|2329|2364|2433|2501|2504|2532|2567|2590|2614|2622|2652|2653|2656|2699|2749|2768|2814|2965|2971|2984|2995|3046|3048|3065|3151|3159|3194|3206|3361|3364|3410|3466|3470|3473|3499|3500|3505|3515|3548|3562|3654|3675|3690|3703|3704|3710|3733|3909|3910|3913|3914|3925|4068|4086|4110|4180
