algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas,200,0.89,26.479999542236328,0.009999999776482582,0.0,0.87,26.690000534057617,0.009999999776482582,0.0,0,40|71|101|135|168|201|212|225|226|233|273|281|286|317|321|353|370|390|418|454|455|479|503|509|526|551|563|585|614|625|653|675|685|721|751|768|778|802|822|845|868|884|910|936|939|972|985|1006|1029|1048|1054|1091|1106|1118|1147|1163|1195|1223|1241|1269|1282|1291|1325|1342|1348|1390|1400|1414|1427|1450|1473|1497|1516|1537|1553|1578|1586|1640|1653|1668|1679|1713|1716|1739|1765|1772|1813|1818|1837|1850|1886|1896|1933|1955|1969|1998|2001|2013|2061|2083|2088|2103|2143|2168|2176|2191|2206|2222|2244|2259|2284|2309|2335|2364|2372|2374|2405|2422|2458|2464|2493|2501|2507|2570|2580|2598|2621|2625|2677|2689|2694|2726|2732|2758|2762|2800|2835|2856|2875|2882|2924|2955|2962|2981|2999|3031|3060|3067|3077|3089|3118|3138|3158|3181|3204|3222|3225|3228|3315|3328|3348|3361|3364|3402|3407|3441|3471|3485|3497|3512|3565|3573|3591|3619|3636|3652|3674|3703|3724|3747|3766|3774|3785|3793|3837|3860|3865|3876|3929|3939|3943|3957|3966|3985|4005|4046|4076|4102
