epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8
360,0.72606,1.9107799530029297,0.6800000071525574,1.5044000148773193,0.72887,1.5390599966049194,1.920549988746643,0.6447700262069702,647,907,1352,2023,2212,2774,3474,3603
370,0.73138,1.929610013961792,0.6866999864578247,1.4897199869155884,0.734,1.5244200229644775,1.9389899969100952,0.6509600281715393,649,907,1354,2023,2218,2772,3473,3605
380,0.73622,1.9472399950027466,0.6929699778556824,1.4762300252914429,0.73859,1.5112099647521973,1.9559400081634521,0.6566500067710876,651,907,1358,2023,2219,2771,3473,3605
390,0.74036,1.962689995765686,0.6984699964523315,1.464609980583191,0.74264,1.4994800090789795,1.9712400436401367,0.6617900133132935,652,907,1363,2023,2226,2771,3473,3606
400,0.74401,1.9766499996185303,0.7034400105476379,1.454259991645813,0.74624,1.4889400005340576,1.9851900339126587,0.6664699912071228,653,907,1365,2024,2227,2769,3473,3607
410,0.74726,1.9892899990081787,0.7079399824142456,1.4450299739837646,0.7495,1.4793599843978882,1.9980499744415283,0.6707900166511536,654,906,1368,2023,2231,2770,3471,3608
420,0.75015,2.0007901191711426,0.7120299935340881,1.4367200136184692,0.75245,1.4706100225448608,2.0099399089813232,0.674780011177063,654,906,1370,2024,2234,2770,3470,3608
430,0.75298,2.0122199058532715,0.7160999774932861,1.4285600185394287,0.75519,1.4624700546264648,2.021130084991455,0.6785399913787842,654,905,1371,2024,2234,2770,3470,3608
440,0.75546,2.0223801136016846,0.7197099924087524,1.4213900566101074,0.7577,1.454949975013733,2.0315799713134766,0.6820399761199951,655,903,1373,2024,2234,2770,3470,3609
450,0.75791,2.0326099395751953,0.7233499884605408,1.4142299890518188,0.76004,1.4479000568389893,2.0414700508117676,0.6853600144386292,656,903,1373,2023,2235,2770,3470,3609
460,0.76003,2.0415399074554443,0.7265300154685974,1.4080499410629272,0.76223,1.4412800073623657,2.0508499145507812,0.688510000705719,656,903,1374,2024,2236,2769,3470,3608
470,0.76207,2.0502700805664062,0.729640007019043,1.4020500183105469,0.76428,1.4350500106811523,2.059760093688965,0.6915000081062317,656,901,1374,2023,2237,2769,3469,3609
480,0.76411,2.059119939804077,0.7327899932861328,1.3960200548171997,0.76623,1.429110050201416,2.0683200359344482,0.694379985332489,656,901,1374,2024,2237,2770,3469,3609
490,0.76585,2.066770076751709,0.735509991645813,1.3908499479293823,0.76812,1.4233200550079346,2.0767300128936768,0.6972000002861023,655,898,1373,2023,2237,2770,3469,3609
500,0.7675,2.0741100311279297,0.7381200194358826,1.3859299421310425,0.76994,1.4177199602127075,2.084929943084717,0.6999499797821045,653,895,1372,2024,2237,2770,3469,3609
510,0.76928,2.0820999145507812,0.7409700155258179,1.380620002746582,0.7717,1.4122799634933472,2.0929598808288574,0.7026500105857849,652,893,1372,2024,2237,2771,3469,3609
520,0.77079,2.0889201164245605,0.7433900237083435,1.376099944114685,0.77338,1.4070700407028198,2.100709915161133,0.7052500247955322,653,893,1372,2024,2237,2771,3469,3609
530,0.77246,2.096560001373291,0.7461100220680237,1.3710999488830566,0.77503,1.4019399881362915,2.1084001064300537,0.707830011844635,652,892,1372,2024,2237,2770,3469,3609
540,0.7738,2.102790117263794,0.7483299970626831,1.3670300245285034,0.77662,1.3969899415969849,2.1158699989318848,0.7103400230407715,653,891,1373,2024,2237,2770,3469,3609
550,0.77563,2.111330032348633,0.7513700127601624,1.3615000247955322,0.7782,1.3920400142669678,2.123389959335327,0.7128599882125854,654,890,1374,2024,2236,2772,3469,3609
560,0.77682,2.1169400215148926,0.7533599734306335,1.3579000234603882,0.77987,1.386780023574829,2.1314399242401123,0.7155699729919434,654,891,1373,2024,2237,2772,3468,3610
570,0.77837,2.124340057373047,0.7559999823570251,1.3531700372695923,0.7815,1.3816399574279785,2.1393799781799316,0.7182300090789795,656,891,1375,2024,2236,2772,3468,3609
580,0.78007,2.1325199604034424,0.7589100003242493,1.3479700088500977,0.78306,1.3766800165176392,2.1470799446105957,0.7208200097084045,658,893,1379,2024,2236,2772,3469,3609
590,0.78158,2.1399199962615967,0.7615399956703186,1.343309998512268,0.78466,1.3716100454330444,2.155019998550415,0.7234899997711182,657,894,1383,2025,2236,2772,3469,3609
600,0.78383,2.151010036468506,0.7654899954795837,1.3363900184631348,0.78616,1.366819977760315,2.162569999694824,0.7260199785232544,659,896,1391,2026,2236,2772,3469,3610
610,0.78526,2.158169984817505,0.7680400013923645,1.3319499492645264,0.78757,1.3623199462890625,2.169719934463501,0.7284200191497803,661,903,1398,2025,2233,2774,3466,3612
620,0.78424,2.153049945831299,0.766219973564148,1.3351199626922607,0.78756,1.362339973449707,2.169689893722534,0.728410005569458,654,894,1350,2028,2236,2772,3468,3605
630,0.78619,2.162839889526367,0.7696999907493591,1.329069972038269,0.78917,1.3571699857711792,2.177949905395508,0.7311800122261047,647,888,1338,2024,2236,2773,3468,3606
640,0.78771,2.1705799102783203,0.7724599838256836,1.3243299722671509,0.79101,1.3512300252914429,2.1875200271606445,0.7343900203704834,650,889,1343,2026,2237,2772,3469,3611
650,0.78994,2.182080030441284,0.7765499949455261,1.3173600435256958,0.79273,1.3456799983978271,2.196549892425537,0.7374299764633179,654,890,1351,2026,2237,2773,3468,3608
660,0.79087,2.186929941177368,0.7782700061798096,1.3144400119781494,0.79421,1.3408700227737427,2.204430103302002,0.7400699853897095,655,890,1359,2026,2239,2773,3468,3610
670,0.79242,2.195050001144409,0.7811599969863892,1.3095699548721313,0.79556,1.3364499807357788,2.2117199897766113,0.7425199747085571,658,893,1366,2026,2242,2773,3467,3610
680,0.79352,2.2009100914001465,0.7832499742507935,1.306089997291565,0.79682,1.3323099613189697,2.2185800075531006,0.7448199987411499,658,893,1371,2027,2242,2773,3468,3610
690,0.79474,2.2074499130249023,0.7855700254440308,1.3022199869155884,0.79802,1.3283699750900269,2.2251598834991455,0.7470300197601318,658,894,1375,2026,2242,2775,3467,3610
700,0.79598,2.214139938354492,0.7879599928855896,1.2982800006866455,0.79916,1.3246099948883057,2.2314798831939697,0.7491499781608582,658,894,1378,2026,2242,2775,3467,3610
710,0.797,2.219670057296753,0.7899199724197388,1.295050024986267,0.80029,1.320889949798584,2.237760066986084,0.751259982585907,657,893,1380,2027,2243,2775,3467,3610
720,0.7979,2.224600076675415,0.7916799783706665,1.2921799421310425,0.80143,1.3171199560165405,2.2441699504852295,0.7534099817276001,657,893,1382,2027,2243,2775,3467,3609
730,0.799,2.230720043182373,0.7938600182533264,1.2886300086975098,0.80254,1.3134499788284302,2.2504398822784424,0.7555199861526489,657,893,1385,2026,2243,2775,3467,3608
740,0.80002,2.236370086669922,0.7958599925041199,1.2853800058364868,0.80362,1.3098399639129639,2.2566399574279785,0.7576000094413757,657,892,1387,2027,2245,2775,3467,3608
750,0.80107,2.242300033569336,0.797980010509491,1.281980037689209,0.80467,1.3063199520111084,2.2627201080322266,0.7596399784088135,656,891,1390,2026,2245,2776,3467,3608
760,0.80197,2.2473599910736084,0.799780011177063,1.2790900468826294,0.80572,1.3028199672698975,2.2688000202178955,0.761680006980896,657,890,1393,2027,2247,2777,3467,3608
770,0.80281,2.252150058746338,0.8014799952507019,1.2763700485229492,0.80678,1.2992700338363647,2.275010108947754,0.7637699842453003,657,890,1397,2026,2249,2776,3467,3607
780,0.80414,2.259769916534424,0.8041899800300598,1.272070050239563,0.80754,1.2966899871826172,2.279520034790039,0.76528000831604,658,889,1392,2026,2249,2776,3467,3606
790,0.80434,2.2609400749206543,0.804610013961792,1.2714099884033203,0.80841,1.293779969215393,2.2846601009368896,0.767009973526001,656,889,1381,2027,2249,2777,3468,3603
800,0.80528,2.266400098800659,0.8065500259399414,1.268339991569519,0.80932,1.2906999588012695,2.2901101112365723,0.7688400149345398,656,888,1381,2026,2250,2777,3467,3606
810,0.80613,2.2713301181793213,0.8083099722862244,1.265589952468872,0.81032,1.2872799634933472,2.296190023422241,0.7708799839019775,656,888,1385,2027,2252,2777,3467,3606
820,0.80711,2.2771100997924805,0.8103600144386292,1.2623800039291382,0.81132,1.2838799953460693,2.30226993560791,0.7729200124740601,657,887,1390,2027,2253,2777,3467,3604
830,0.80801,2.2824299335479736,0.8122599720954895,1.2594399452209473,0.81231,1.280519962310791,2.3083200454711914,0.7749500274658203,658,886,1396,2027,2255,2778,3467,3605
840,0.80918,2.2894399166107178,0.8147500157356262,1.255579948425293,0.81293,1.2784199714660645,2.312119960784912,0.7762200236320496,658,885,1393,2026,2256,2779,3467,3606
850,0.80892,2.2878599166870117,0.8141899704933167,1.2564500570297241,0.81364,1.2759900093078613,2.316499948501587,0.7777000069618225,656,886,1385,2027,2256,2779,3467,3606
860,0.81012,2.295069932937622,0.8167600035667419,1.252500057220459,0.8145,1.2730400562286377,2.3218801021575928,0.7795000076293945,657,885,1387,2027,2259,2778,3467,3607
870,0.81057,2.2978100776672363,0.8177300095558167,1.2510099411010742,0.81536,1.2700899839401245,2.3272600173950195,0.7813100218772888,658,885,1392,2027,2261,2779,3467,3607
880,0.81163,2.3042900562286377,0.8200399875640869,1.2474900484085083,0.81631,1.266800045967102,2.3333098888397217,0.7833399772644043,658,883,1398,2027,2261,2778,3467,3608
890,0.81131,2.3023300170898438,0.8193399906158447,1.2485500574111938,0.81623,1.2670899629592896,2.332789897918701,0.7831699848175049,654,885,1373,2028,2265,2781,3467,3607
900,0.81215,2.3074300289154053,0.8211600184440613,1.2457900047302246,0.81648,1.266219973564148,2.3343799114227295,0.7836999893188477,651,880,1358,2027,2269,2782,3466,3606
910,0.81389,2.31820011138916,0.8249899744987488,1.2400000095367432,0.81801,1.2609399557113647,2.3441600799560547,0.7869799733161926,653,879,1360,2025,2299,2792,3467,3607
920,0.81537,2.327470064163208,0.8282899856567383,1.235069990158081,0.81924,1.256659984588623,2.352139949798584,0.7896599769592285,654,879,1367,2023,2309,2795,3466,3608
930,0.815,2.3251700401306152,0.8274700045585632,1.2362899780273438,0.81991,1.254330039024353,2.3565099239349365,0.791130006313324,654,877,1373,2024,2308,2792,3464,3604
940,0.81667,2.3357601165771484,0.8312399983406067,1.230679988861084,0.82106,1.2503399848937988,2.364039897918701,0.7936599850654602,656,877,1379,2024,2308,2790,3465,3604
950,0.81793,2.3438000679016113,0.8341000080108643,1.2264599800109863,0.82181,1.2477099895477295,2.3690199851989746,0.7953299880027771,656,875,1384,2023,2310,2790,3466,3605
960,0.81846,2.3471999168395996,0.8353099822998047,1.2246899604797363,0.82261,1.2449100017547607,2.374350070953369,0.7971199750900269,656,876,1388,2023,2311,2790,3466,3605
970,0.81914,2.3516299724578857,0.8368800282478333,1.2223800420761108,0.82334,1.242319941520691,2.3792901039123535,0.7987800240516663,657,876,1392,2023,2311,2790,3466,3604
980,0.81988,2.356450080871582,0.8385999798774719,1.2198799848556519,0.82404,1.2398600578308105,2.3840200901031494,0.8003600239753723,658,876,1395,2023,2311,2787,3465,3604
990,0.82049,2.360419988632202,0.8400099873542786,1.2178200483322144,0.82469,1.2375600337982178,2.388439893722534,0.8018500208854675,657,876,1399,2023,2312,2787,3466,3605
