algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r_wo_order,lucas,8,robust,dyn,0.75,0.8208330869674683,1.2166434526443481,2.3627126216888428,0.840828537940979,0.8208330869674683,31.754392623901367,2.362712860107422,0.8408285975456238,0.8248227834701538,1.2371063232421875,2.3893210887908936,0.8021438121795654,0.8248228430747986,32.288475036621094,2.3893210887908936,0.8021438717842102,17.692389011383057,297,0,655|877|1384|2024|2313|2788|3464|3603
bsdrcnn_r_wo_order,lucas,16,robust,dyn,0.75,0.8769137859344482,1.0166603326797485,2.850592851638794,0.9789018630981445,0.8769137859344482,26.534835815429688,2.850592613220215,0.9789018034934998,0.8917058706283569,0.9701536297798157,3.038861036300659,1.034713864326477,0.8917058706283569,25.321008682250977,3.03886079788208,1.0347139835357666,55.900991916656494,4657,0,397|536|680|907|1138|1305|1674|2025|2138|2208|2641|2922|3398|3471|3669|3990
bsdrcnn_r_wo_order,lucas,32,robust,dyn,0.75,0.8872007131576538,1.0120422840118408,2.9777395725250244,0.9909403324127197,0.8872007131576538,26.414304733276367,2.9777395725250244,0.9909403324127197,0.9044489860534668,0.899280309677124,3.2351596355438232,1.1120003461837769,0.9044489860534668,23.471216201782227,3.235159397125244,1.1120004653930664,68.54059791564941,4801,0,331|373|514|524|619|688|775|977|1004|1201|1275|1484|1624|1726|2024|2140|2145|2308|2393|2489|2654|2660|2959|2975|3470|3475|3497|3534|3720|3749|3943|4114
bsdrcnn_r_wo_order,lucas,64,robust,dyn,0.75,0.9029054045677185,0.8905121088027954,3.209536552429199,1.0971343517303467,0.9029054045677185,23.242366790771484,3.20953631401062,1.0971343517303467,0.9018839597702026,0.927477240562439,3.1925907135009766,1.090586543083191,0.9018839597702026,24.207155227661133,3.1925909519195557,1.0905866622924805,102.45981049537659,8929,0,68|274|324|366|412|492|541|575|650|723|741|765|791|854|868|956|964|972|1134|1152|1164|1344|1353|1460|1562|1693|1737|1845|1877|1927|1985|2029|2044|2216|2298|2303|2327|2489|2653|2656|2668|2697|2760|2847|2912|2958|2983|3051|3118|3142|3151|3205|3486|3509|3524|3547|3601|3626|3734|3903|3940|3968|3987|3988
bsdrcnn_r_wo_order,lucas,128,robust,dyn,0.75,0.9265238642692566,0.7798593640327454,3.6894936561584473,1.2970213890075684,0.9265238642692566,20.35433006286621,3.689493179321289,1.2970213890075684,0.9541478753089905,0.6327017545700073,4.670178413391113,1.5805234909057617,0.9541478753089905,16.51351547241211,4.670178413391113,1.5805236101150513,202.65057039260864,38049,0,2|13|98|148|170|176|277|292|351|364|379|380|390|434|508|561|563|592|608|626|634|647|704|802|818|820|822|843|908|931|958|980|984|1007|1065|1137|1210|1248|1275|1300|1304|1353|1406|1430|1448|1503|1513|1530|1556|1594|1612|1634|1722|1723|1776|1851|1855|1867|1946|1949|1993|1996|2025|2081|2097|2180|2216|2227|2238|2248|2282|2312|2453|2460|2516|2529|2530|2616|2645|2662|2672|2682|2683|2732|2770|2780|2838|2852|2959|2963|2983|2989|3060|3064|3072|3134|3195|3200|3212|3240|3305|3318|3366|3468|3471|3478|3528|3537|3549|3600|3604|3669|3677|3744|3758|3786|3811|3872|3914|3926|3952|3966|3994|4126|4172|4239
bsdrcnn_r,lucas,8,robust,dyn,0.75,0.8068217635154724,1.259653091430664,2.2754156589508057,0.7839840054512024,0.8068217635154724,32.87694549560547,2.2754156589508057,0.7839840054512024,0.8239768147468567,1.2412136793136597,2.383572578430176,0.8126083612442017,0.8239768743515015,32.39567947387695,2.383572578430176,0.8126082420349121,16.82444977760315,297,0,656|885|1378|2027|2253|2779|3466|3607
bsdrcnn_r,lucas,16,robust,dyn,0.75,0.8945990204811096,0.9853677749633789,3.0804741382598877,0.9837430119514465,0.8945990204811096,25.71809959411621,3.0804741382598877,0.9837429523468018,0.887172520160675,0.974648118019104,2.977184772491455,1.0378044843673706,0.8871724605560303,25.438316345214844,2.977184772491455,1.0378046035766602,58.15852355957031,4657,0,393|534|678|909|1163|1318|1685|2025|2136|2216|2645|2922|3449|3471|3674|3991
bsdrcnn_r,lucas,32,robust,dyn,0.75,0.8982375264167786,0.9052157402038574,3.135061264038086,1.0920112133026123,0.8982375264167786,23.62613296508789,3.135061025619507,1.0920110940933228,0.9037254452705383,0.9207457304000854,3.2229795455932617,1.0943984985351562,0.9037254452705383,24.031463623046875,3.2229793071746826,1.0943986177444458,67.26407718658447,4801,0,312|372|507|522|615|661|753|948|977|1215|1311|1422|1615|1715|2004|2165|2169|2413|2446|2498|2629|2657|2778|2965|3346|3468|3476|3608|3739|3748|3903|4180
bsdrcnn_r,lucas,64,robust,dyn,0.75,0.8944265842437744,1.004645824432373,3.0779576301574707,1.010630488395691,0.8944265842437744,26.221256256103516,3.0779576301574707,1.010630488395691,0.9010353684425354,0.9064159989356995,3.1788740158081055,1.099019169807434,0.9010353684425354,23.65745735168457,3.1788737773895264,1.099019169807434,100.81824612617493,8929,0,89|277|318|366|425|509|552|597|669|730|737|765|814|871|877|975|984|995|1148|1166|1196|1313|1367|1483|1545|1637|1689|1826|1875|1923|1984|2031|2046|2203|2301|2310|2322|2485|2640|2653|2675|2772|2849|2920|2960|2981|3052|3110|3145|3153|3188|3480|3535|3553|3555|3611|3616|3719|3850|3949|3986|3991|3996
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.920577347278595,0.8404357433319092,3.54868745803833,1.2400063276290894,0.9205774068832397,21.935373306274414,3.548687696456909,1.2400063276290894,0.9487519860267639,0.6609945893287659,4.417481899261475,1.4896858930587769,0.9487519860267639,17.251956939697266,4.417482376098633,1.489686131477356,200.18124413490295,38049,0,15|30|108|166|186|301|307|338|366|367|382|418|519|521|547|594|621|622|654|662|678|695|808|823|837|859|875|931|938|946|978|986|1006|1022|1114|1180|1182|1223|1275|1339|1359|1372|1421|1440|1503|1522|1546|1574|1587|1620|1670|1721|1734|1786|1834|1841|1861|1922|1929|1995|2000|2021|2081|2092|2093|2131|2135|2209|2255|2292|2324|2415|2435|2462|2471|2522|2549|2593|2625|2659|2686|2687|2694|2724|2758|2770|2825|2843|2919|2965|2978|2984|3035|3111|3118|3132|3185|3203|3218|3295|3318|3338|3389|3397|3466|3470|3496|3503|3532|3588|3604|3608|3691|3692|3728|3752|3781|3855|3862|3877|3906|3907|3908|3925|3933|3934|4107
