algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_crop,200,-0.37,0.9700000286102295,0.8500000238418579,0.7900000214576721,0.85,0.8199999928474426,2.5999999046325684,1.3300000429153442,0,26|52|54|93|111|149|156|179|187|224|237|259|277|290|316|338|347|364|392|418|436|483|495|518|527|567|608|619|635|638|659|685|697|742|746|789|794|801|814|868|883|886|907|911|916|930|979|999|1018|1019|1028|1116|1139|1145|1162|1194|1225|1239|1241|1295|1302|1320|1343|1377|1381|1393|1409|1413|1466|1481|1496|1498|1508|1524|1570|1589|1601|1615|1641|1683|1713|1721|1723|1737|1772|1780|1782|1832|1864|1916|1973|1975|1992|1994|1998|2005|2019|2038|2146|2148|2154|2156|2168|2188|2193|2227|2229|2243|2312|2316|2357|2362|2374|2376|2385|2388|2427|2434|2451|2472|2527|2538|2651|2657|2659|2663|2671|2672|2740|2742|2755|2783|2793|2829|2852|2881|2891|2920|2928|2933|2950|2974|2976|2988|3038|3096|3118|3119|3145|3157|3163|3193|3199|3220|3231|3337|3345|3371|3372|3414|3416|3426|3427|3479|3486|3494|3500|3526|3559|3576|3594|3620|3628|3641|3667|3683|3738|3744|3768|3807|3814|3826|3853|3874|3882|3907|3915|3941|3961|3969|3986|4027|4052|4054|4069|4079|4102
bsdrcnn,lucas_crop_asa,200,0.65,0.5199999809265137,1.690000057220459,1.440000057220459,0.86,0.7200000286102295,2.6700000762939453,1.5299999713897705,0,38|56|67|82|102|122|143|156|177|209|213|250|270|288|303|325|337|358|365|377|446|447|448|451|490|539|543|574|575|596|626|645|653|675|685|730|745|751|780|785|802|823|851|878|885|907|934|949|972|1013|1014|1019|1033|1061|1073|1119|1124|1155|1180|1184|1191|1228|1229|1266|1271|1329|1353|1377|1386|1408|1421|1443|1454|1487|1524|1534|1585|1589|1590|1607|1610|1635|1679|1683|1722|1732|1748|1784|1790|1821|1827|1854|1865|1896|1925|1934|1953|1959|1989|2016|2047|2069|2093|2125|2139|2159|2184|2186|2187|2235|2237|2301|2303|2313|2314|2346|2367|2368|2396|2400|2481|2482|2490|2492|2510|2526|2539|2599|2610|2625|2633|2667|2681|2702|2725|2757|2777|2793|2813|2824|2866|2882|2889|2929|2934|2952|2968|3032|3041|3069|3091|3094|3101|3148|3155|3159|3195|3207|3248|3249|3260|3291|3317|3330|3346|3378|3394|3398|3422|3452|3471|3504|3506|3513|3551|3556|3586|3595|3635|3639|3660|3684|3717|3734|3738|3751|3771|3797|3818|3841|3843|3881|3899|3911|3912
