algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.9176734685897828,0.8543456792831421,3.485539197921753,1.1525479555130005,0.9176734685897828,22.298419952392575,3.485539436340332,1.15254807472229,0.9258008599281312,0.7957991361618042,3.6712489128112793,1.2662274837493896,0.9258008599281312,20.770357131958008,3.671248435974121,1.2662276029586792,334.1543290615082,17377
