algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.9176734685897827,0.8543456792831421,3.485539197921753,1.1525479555130005,0.9176734685897827,22.298419952392578,3.485539436340332,1.15254807472229,0.9258008599281311,0.7957991361618042,3.6712489128112793,1.2662274837493896,0.9258008599281311,20.770357131958008,3.671248435974121,1.2662276029586792,334.1543290615082,17377,0,-3|18|184|218|265|322|349|381|382|394|397|402|423|428|504|567|577|582|586|687|701|703|742|773|780|826|861|873|943|948|961|1046|1052|1054|1070|1189|1208|1235|1347|1358|1365|1379|1388|1396|1448|1460|1544|1592|1597|1679|1705|1728|1738|1831|1836|1908|1946|1957|2021|2025|2042|2073|2082|2095|2142|2154|2267|2326|2447|2476|2481|2482|2491|2500|2515|2600|2647|2650|2657|2658|2663|2716|2778|2810|2819|2860|2967|2976|2982|3006|3023|3038|3050|3157|3167|3198|3229|3376|3381|3466|3469|3474|3490|3501|3505|3509|3540|3568|3654|3657|3666|3685|3694|3718|3721|3903|3912|3925|3928|3934|4058|4064|4122|4182
