algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_asa,200,0.9,0.8999999761581421,3.109999895095825,1.1200000047683716,0.89,0.8500000238418579,3.0,1.1799999475479126,0,35|46|58|92|93|137|139|171|183|201|219|231|269|304|310|314|337|359|360|362|411|434|435|491|494|504|530|541|589|605|641|646|647|695|704|725|726|743|745|769|823|855|870|881|890|918|931|940|976|1020|1028|1071|1082|1098|1105|1135|1144|1155|1178|1219|1223|1230|1254|1263|1296|1326|1344|1348|1374|1396|1416|1451|1479|1507|1511|1526|1546|1568|1579|1583|1586|1655|1667|1684|1714|1720|1726|1735|1788|1797|1805|1829|1853|1864|1889|1899|1948|1961|1981|1990|2028|2037|2050|2072|2075|2098|2114|2190|2194|2225|2254|2278|2287|2288|2304|2314|2319|2355|2391|2406|2418|2419|2484|2493|2504|2524|2535|2544|2596|2606|2619|2636|2640|2675|2694|2728|2759|2760|2797|2811|2820|2828|2860|2880|2893|2928|2944|2949|2978|3025|3031|3048|3058|3080|3081|3113|3125|3145|3151|3186|3204|3241|3253|3270|3291|3311|3337|3360|3370|3386|3404|3425|3449|3461|3507|3509|3518|3556|3564|3588|3609|3634|3649|3656|3679|3699|3736|3745|3766|3787|3796|3822|3843|3849|3879|3891|3913|3932
