algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,8,robust,dyn,0.05,0.805623174,1.291333079,2.26823616,0.774393559,0.805623174,33.70379639,2.268235922,0.774393559,0.828137994,1.268009663,2.413290262,0.812810302,0.828137994,33.09505081,2.413290262,0.812810361,7.564311504,297
bsdrcnn_r,lucas,8,robust,dyn,0.15,0.81635505,1.252358675,2.333577633,0.801552653,0.81635505,32.68656158,2.333577633,0.801552653,0.8330127,1.229682922,2.447511435,0.78984946,0.8330127,32.09472275,2.447511673,0.78984946,5.778415918,297
bsdrcnn_r,lucas,8,robust,dyn,0.25,0.813129425,1.25239408,2.31335783,0.795411408,0.813129425,32.68748474,2.31335783,0.795411468,0.843066454,1.207267165,2.524538279,0.834664285,0.843066454,31.50967407,2.524538279,0.834664285,7.408267736,297
bsdrcnn_r,lucas,8,robust,dyn,0.35,0.827036917,1.232384324,2.404576778,0.814544082,0.827036917,32.1652298,2.40457654,0.814544201,0.827726185,1.196751952,2.409455299,0.832393527,0.827726245,31.23522568,2.409455538,0.832393527,9.184715986,297
bsdrcnn_r,lucas,8,robust,dyn,0.45,0.823558986,1.224236369,2.380774975,0.804317176,0.823558986,31.95256805,2.380774975,0.804317236,0.82913667,1.223993301,2.419344664,0.832649231,0.82913667,31.94622612,2.419344425,0.832649171,11.12384987,297
bsdrcnn_r,lucas,8,robust,dyn,0.55,0.807444692,1.247701883,2.279000759,0.826039732,0.807444692,32.5650177,2.279000759,0.826039732,0.829482257,1.242489219,2.421772242,0.786333978,0.829482198,32.42896652,2.42177248,0.786334038,12.86342669,297
bsdrcnn_r,lucas,8,robust,dyn,0.65,0.829209208,1.20420599,2.419893503,0.852694571,0.829209208,31.42977524,2.419893503,0.852694571,0.82338053,1.23861897,2.379556417,0.798070848,0.82338047,32.32795334,2.379556656,0.798070908,14.84987664,297
bsdrcnn_r,lucas,8,robust,dyn,0.75,0.815110564,1.263517976,2.325861454,0.779311717,0.815110564,32.97782135,2.325861216,0.779311597,0.829357803,1.212257743,2.420862198,0.831228137,0.829357743,31.63992691,2.420861959,0.831228256,16.79240537,297
bsdrcnn_r,lucas,8,robust,dyn,0.85,0.835653067,1.195933342,2.467093706,0.839370668,0.835653067,31.21385765,2.467093945,0.839370787,0.821896315,1.237813354,2.36960125,0.807876229,0.821896315,32.30693054,2.369601011,0.807876289,18.76981616,297
bsdrcnn_r,lucas,8,robust,dyn,0.95,0.849233449,1.165868044,2.576598883,0.902095377,0.849233449,30.42915726,2.576598883,0.902095318,0.823443115,1.232002139,2.379951715,0.811686873,0.823443115,32.15525436,2.379951715,0.811686993,20.1163516,297
bsdrcnn_r,lucas,16,robust,dyn,0.05,0.776282787,1.381600261,2.114271879,0.723798335,0.776282847,36.05976486,2.114271879,0.723798454,0.938021541,0.796342313,4.018639565,1.270175219,0.938021541,20.78453445,4.018639088,1.270175219,8.412561655,4657
bsdrcnn_r,lucas,16,robust,dyn,0.15,0.84886384,1.141447902,2.572334766,0.886150062,0.84886384,29.79179001,2.572334528,0.886150241,0.915401876,0.852988839,3.438634872,1.116201282,0.915401876,22.26300812,3.438634634,1.11620152,14.98692608,4657
bsdrcnn_r,lucas,16,robust,dyn,0.25,0.86523068,1.078551054,2.724066734,0.934274554,0.86523068,28.15017891,2.724066973,0.934274673,0.906583786,0.895057797,3.272115946,1.10440433,0.906583786,23.36100769,3.272115946,1.10440433,22.18101931,4657
bsdrcnn_r,lucas,16,robust,dyn,0.35,0.870014429,1.065632224,2.773752928,0.931219161,0.870014429,27.81300163,2.773752928,0.93121922,0.892408252,0.950555921,3.048870087,1.068138838,0.892408252,24.80950737,3.048870325,1.068138957,28.94794035,4657
bsdrcnn_r,lucas,16,robust,dyn,0.45,0.870094955,1.037733793,2.774630547,0.945177794,0.870094955,27.08485413,2.77463007,0.945177734,0.90452373,0.92787087,3.236491919,1.114899397,0.90452379,24.21743011,3.236491919,1.114899516,36.08460379,4657
bsdrcnn_r,lucas,16,robust,dyn,0.55,0.88060087,1.005673647,2.894153833,0.994358361,0.88060087,26.24808311,2.894153357,0.99435842,0.891084433,0.975555718,3.030212641,1.02505672,0.891084433,25.46200371,3.030212879,1.025056839,43.12737346,4657
bsdrcnn_r,lucas,16,robust,dyn,0.65,0.876607776,1.018993497,2.846981287,0.9860605,0.876607776,26.59572983,2.846981287,0.986060619,0.89337039,0.964643657,3.062502623,1.035659313,0.89337039,25.17719841,3.062502384,1.035659432,49.52601266,4657
bsdrcnn_r,lucas,16,robust,dyn,0.75,0.873206139,1.025939703,2.808605909,1.003658891,0.873206139,26.77702522,2.808606148,1.00365901,0.895049036,0.956829369,3.086882591,1.033105493,0.895049036,24.97324562,3.086882591,1.033105612,56.0562036,4657
bsdrcnn_r,lucas,16,robust,dyn,0.85,0.87349993,1.05216074,2.81203723,0.929486573,0.87349987,27.46139717,2.812036991,0.929486632,0.892641783,0.960553408,3.052066565,1.049044013,0.892641783,25.0704422,3.05206728,1.049044132,58.69508314,4657
bsdrcnn_r,lucas,16,robust,dyn,0.95,0.896526575,1.029003739,3.110176086,0.93271786,0.896526635,26.85699654,3.110176086,0.932717979,0.889106214,0.972723842,3.003010511,1.031979799,0.889106214,25.38809204,3.003010511,1.031979918,65.29773426,4657
bsdrcnn_r,lucas,32,robust,dyn,0.05,0.833059788,1.19361043,2.447541237,0.841004193,0.833059788,31.15323067,2.447541475,0.841004312,0.959661186,0.641565621,4.981244087,1.534799099,0.959661186,16.74486351,4.98124361,1.534799099,13.07841897,4801
bsdrcnn_r,lucas,32,robust,dyn,0.15,0.867433786,1.070949078,2.746599197,0.919440866,0.867433786,27.95177269,2.746599197,0.919440806,0.912241638,0.859832108,3.376153231,1.247681856,0.912241638,22.44161797,3.376153231,1.247681737,21.10765171,4801
bsdrcnn_r,lucas,32,robust,dyn,0.25,0.878248394,1.02819705,2.865998507,0.972576201,0.878248394,26.83594322,2.865998507,0.97257632,0.915320933,0.844435155,3.436780691,1.179686308,0.915320933,22.03975677,3.436780691,1.179686308,28.73651528,4801
bsdrcnn_r,lucas,32,robust,dyn,0.35,0.883096278,1.021690965,2.924833536,0.990019679,0.883096278,26.66613197,2.924833775,0.990019917,0.904551029,0.875842929,3.237000942,1.128633499,0.904551029,22.85950089,3.237000942,1.128633499,37.20723701,4801
bsdrcnn_r,lucas,32,robust,dyn,0.45,0.88520211,0.995569587,2.951557398,1.015995502,0.88520211,25.98436737,2.951557159,1.015995383,0.906086147,0.898599863,3.263302326,1.100051045,0.906086147,23.45345879,3.263302088,1.100051045,45.42399645,4801
bsdrcnn_r,lucas,32,robust,dyn,0.55,0.879424274,1.016450286,2.879998446,0.972507715,0.879424334,26.52935219,2.879998446,0.972507715,0.893755674,0.959097505,3.068069696,1.054631233,0.893755674,25.032444,3.068070173,1.054631352,53.04191947,4801
bsdrcnn_r,lucas,32,robust,dyn,0.65,0.880419254,0.998301983,2.891996861,1.013214588,0.880419254,26.05568123,2.891996861,1.013214827,0.905659318,0.909617066,3.255860806,1.090939522,0.905659318,23.74100494,3.255860567,1.090939522,60.60937405,4801
bsdrcnn_r,lucas,32,robust,dyn,0.75,0.891605616,0.99641645,3.037641525,1.029551506,0.891605616,26.00646973,3.037641287,1.029551387,0.898077726,0.927268147,3.132410765,1.070172787,0.898077726,24.2016983,3.132410765,1.070172906,68.25405884,4801
bsdrcnn_r,lucas,32,robust,dyn,0.85,0.884413064,1.005601048,2.941792727,0.991572618,0.884413064,26.24618721,2.941792488,0.991572559,0.902343094,0.916151881,3.200075865,1.091522098,0.902343094,23.91156578,3.200075388,1.091522098,72.01115847,4801
bsdrcnn_r,lucas,32,robust,dyn,0.95,0.917122245,0.866501808,3.475203753,1.170647144,0.917122245,22.61569595,3.475203991,1.170647144,0.902827978,0.913865209,3.208041191,1.090060711,0.902827978,23.85188293,3.208040953,1.090060711,79.80458999,4801
bsdrcnn_r,lucas,64,robust,dyn,0.05,0.859489858,1.101226449,2.66782093,0.90459919,0.859489858,28.74201202,2.667820692,0.90459919,0.945340991,0.676491082,4.279258251,1.597152948,0.945340991,17.65641594,4.279258728,1.597153068,25.66659498,8929
bsdrcnn_r,lucas,64,robust,dyn,0.15,0.884748578,0.998060524,2.945700884,1.001943231,0.884748638,26.04937935,2.945700884,1.00194335,0.92081368,0.819176197,3.554195881,1.220738649,0.92081368,21.38049889,3.554195642,1.220738649,40.48959446,8929
bsdrcnn_r,lucas,64,robust,dyn,0.25,0.88596046,0.99103868,2.961322069,0.997444153,0.88596046,25.86610985,2.961321831,0.997444093,0.91344738,0.864418983,3.399380207,1.201169968,0.91344738,22.56133461,3.399380445,1.201170206,55.69457483,8929
bsdrcnn_r,lucas,64,robust,dyn,0.35,0.883220315,0.994352818,2.926386118,1.013385534,0.883220315,25.95261002,2.926386118,1.013385534,0.908955634,0.900060117,3.314377546,1.102523088,0.908955634,23.49156952,3.314377308,1.102523208,70.5700388,8929
bsdrcnn_r,lucas,64,robust,dyn,0.45,0.894852996,0.948026478,3.084037304,1.034615517,0.894852996,24.74349213,3.084037304,1.034615397,0.908846796,0.890702307,3.312350035,1.152820587,0.908846796,23.2473278,3.312350512,1.152820587,72.37618065,8929
bsdrcnn_r,lucas,64,robust,dyn,0.55,0.888043165,0.95660454,2.98879981,1.057379603,0.888043165,24.96738052,2.988799572,1.057379723,0.913603604,0.880857348,3.402282238,1.123296022,0.913603604,22.99037552,3.402282476,1.123296142,84.42277384,8929
