algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,8,robust,dyn,0.05,0.820103407,1.244755495,2.359839416,0.804224354,0.820103401,32.48811893,2.359839368,0.804224372,0.865531129,1.072426391,2.740681887,0.943602324,0.865531135,27.99032955,2.740681744,0.943602324,9.370983696,297
bsdrcnn_r,lucas,8,robust,dyn,0.15,0.83607468,1.186278892,2.470988941,0.841533303,0.836074692,30.96187992,2.470988917,0.841533345,0.861967582,1.096067977,2.708863068,0.926440543,0.861967582,28.60737476,2.708862996,0.926440543,11.1147259,297
bsdrcnn_r,lucas,8,robust,dyn,0.25,0.840707719,1.173619318,2.505801177,0.851144487,0.840707731,30.63146477,2.505801201,0.851144493,0.849336892,1.132130587,2.580961418,0.890645039,0.849336886,29.54860821,2.580961347,0.890645039,14.88352392,297
bsdrcnn_r,lucas,8,robust,dyn,0.35,0.840605962,1.173214233,2.506258416,0.860036814,0.840605956,30.62089252,2.506258321,0.860036814,0.847475433,1.14103663,2.565138149,0.868231475,0.847475445,29.78105621,2.565138173,0.868231475,18.65997927,297
bsdrcnn_r,lucas,8,robust,dyn,0.45,0.840712923,1.170408916,2.506286478,0.857763183,0.840712929,30.54767323,2.50628643,0.857763207,0.849369997,1.139701712,2.578251863,0.877059984,0.849370003,29.74621468,2.578251839,0.877059984,22.46395605,297
bsdrcnn_r,lucas,8,robust,dyn,0.55,0.844009477,1.168208301,2.532947564,0.863631201,0.844009477,30.49023628,2.532947588,0.863631237,0.844710648,1.148830605,2.539645076,0.866761976,0.844710642,29.98447895,2.539645028,0.866761976,26.11954713,297
bsdrcnn_r,lucas,8,robust,dyn,0.65,0.842529929,1.164579594,2.522379065,0.857319087,0.842529929,30.39552822,2.522378969,0.857319063,0.846434861,1.149778295,2.553076172,0.872448826,0.846434873,30.00921307,2.553076148,0.872448826,30.11941652,297
bsdrcnn_r,lucas,8,robust,dyn,0.75,0.843831176,1.166045451,2.532572365,0.859433037,0.843831182,30.4337862,2.532572317,0.859433061,0.846724033,1.146518028,2.554598904,0.873602647,0.846724033,29.92412052,2.55459888,0.873602647,34.04425304,297
bsdrcnn_r,lucas,8,robust,dyn,0.85,0.847223198,1.146794915,2.565274501,0.866279757,0.847223198,29.9313467,2.565274549,0.866279787,0.845876884,1.151994681,2.547577763,0.869680125,0.845876878,30.06706085,2.547577763,0.869680125,37.97152903,297
bsdrcnn_r,lucas,8,robust,dyn,0.95,0.832606071,1.165345621,2.452175665,0.912748766,0.832606065,30.41552029,2.45217557,0.91274879,0.846286601,1.152421629,2.550743008,0.865182763,0.846286595,30.07820339,2.550743079,0.865182763,40.58128626,297
