algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,8,robust,dyn,0.75,0.815110564,1.263517976,2.325861454,0.779311717,0.815110564,32.97782135,2.325861216,0.779311597,0.829357803,1.212257743,2.420862198,0.831228137,0.829357743,31.63992691,2.420861959,0.831228256,16.79240537,297
bsdrcnn_r,lucas,16,robust,dyn,0.75,0.873206139,1.025939703,2.808605909,1.003658891,0.873206139,26.77702522,2.808606148,1.00365901,0.895049036,0.956829369,3.086882591,1.033105493,0.895049036,24.97324562,3.086882591,1.033105612,56.0562036,4657
bsdrcnn_r,lucas,32,robust,dyn,0.75,0.891605616,0.99641645,3.037641525,1.029551506,0.891605616,26.00646973,3.037641287,1.029551387,0.898077726,0.927268147,3.132410765,1.070172787,0.898077726,24.2016983,3.132410765,1.070172906,68.25405884,4801
bsdrcnn_r,lucas,64,robust,dyn,0.75,0.905900717,0.886949837,3.26021862,1.114500165,0.905900717,23.14939117,3.26021862,1.114500165,0.903959274,0.914269507,3.226901054,1.097959995,0.903959274,23.86243439,3.226901054,1.097960114,108.7367454,8929
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.924147069,0.812735093,3.646127367,1.251384044,0.924147069,21.21238518,3.646127653,1.251384091,0.953122008,0.638878715,4.620785046,1.574723077,0.953122008,16.67473564,4.620784855,1.574723077,230.725818,38049
bsdrcnn_r,lucas,256,robust,dyn,0.75,0.907156527,0.873520553,3.282193184,1.096544743,0.907156527,22.79888535,3.282193184,1.096544862,0.907152593,0.901358485,3.281922817,1.130689979,0.907152593,23.52545547,3.281923056,1.130690098,674.2130957,17569
bsdrcnn_r,lucas,512,robust,dyn,0.75,0.905453444,0.958538413,3.252497435,1.05924356,0.905453444,25.01785469,3.252497673,1.059243441,0.929990709,0.759920955,3.779508829,1.310884476,0.929990709,19.83393669,3.779509306,1.310884476,5167.545077,50977
bsdrcnn_r,lucas,8,robust,static,0.75,0.699005723,1.603381395,1.822891235,0.639811575,0.699005723,41.84825516,1.822891355,0.639811635,0.709523797,1.58451128,1.855487347,0.626273334,0.709523797,41.35574722,1.855487227,0.626273334,23.42469954,289
bsdrcnn_r,lucas,16,robust,static,0.75,0.852368057,1.118926525,2.602853537,0.931379855,0.852368057,29.2039814,2.602853537,0.931379855,0.870118856,1.060755014,2.774854422,0.931888819,0.870118856,27.68570328,2.774854898,0.931888878,77.99426484,4641
bsdrcnn_r,lucas,32,robust,static,0.75,0.886710286,0.991445601,2.971287489,1.004763722,0.886710286,25.87672806,2.971287727,1.004763842,0.901431203,0.920607328,3.185250282,1.087279916,0.901431203,24.0278511,3.185250044,1.087279916,94.14628029,4769
bsdrcnn_r,lucas,64,robust,static,0.75,0.88108933,1.011864185,2.900210381,1.007207394,0.88108933,26.40965462,2.900210619,1.007207513,0.883347332,1.00278616,2.927965879,0.993400753,0.883347392,26.17271996,2.927965641,0.993400753,168.5352869,8865
bsdrcnn_r,lucas,128,robust,static,0.75,0.91277647,0.870434463,3.386281013,1.191768527,0.91277647,22.71833801,3.38628149,1.191768408,0.943680525,0.695738494,4.213899136,1.426307678,0.943680584,18.15877533,4.213898659,1.426307678,285.5593696,37921
bsdrcnn_r,lucas,256,robust,static,0.75,0.879837513,0.948195159,2.885063648,1.006146193,0.879837513,24.74789429,2.88506341,1.006146312,0.9005059,0.945944369,3.170404196,1.077396393,0.9005059,24.68914795,3.170404434,1.077396393,941.8742068,17313
bsdrcnn_r,lucas,512,robust,static,0.75,0.88054496,1.045859218,2.893593788,0.992785752,0.88054496,27.29692459,2.893593788,0.992785752,0.901264429,0.912697554,3.182559013,1.08305943,0.901264429,23.82140541,3.182559013,1.083059549,12870.93378,50465
bsdrfc,lucas,8,robust,dyn,0.75,0.541100712,1.951082587,1.52708137,0.518427193,0.571100652,50.92325974,1.527081251,0.518427074,0.576146245,1.901628613,1.536049604,0.523850203,0.576146245,49.63251114,1.536049604,0.523850203,5.095641136,409
bsdrfc,lucas,16,robust,dyn,0.75,0.675728908,1.632989049,1.783970475,0.611200869,0.685728908,42.62101364,1.783970475,0.611200809,0.692652464,1.631638646,1.803841829,0.615229011,0.692652464,42.58576965,1.80384171,0.615229011,4.250013113,737
