algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.55,0.9104617834091187,0.868323028087616,3.342088222503662,1.1295830011367798,0.9104617834091187,22.663230895996094,3.342088222503662,1.1295828819274902,0.9587857723236084,0.6015013456344604,4.926002025604248,1.6943553686141968,0.9587857723236084,15.699185371398926,4.926002025604248,1.6943556070327759,163.46727538108826,38049,0,44|55|60|62|69|162|256|278|281|326|335|377|421|428|495|568|586|594|635|637|662|701|711|805|808|832|856|863|909|967|969|1029|1033|1037|1039|1119|1253|1275|1279|1280|1328|1361|1391|1442|1444|1459|1475|1556|1571|1575|1664|1700|1709|1819|1820|1831|1849|1871|1927|2002|2003|2004|2005|2113|2125|2131|2158|2198|2201|2208|2267|2394|2399|2405|2453|2534|2536|2543|2561|2639|2641|2660|2740|2757|2764|2769|2770|2776|2865|2922|2975|2980|3082|3095|3118|3120|3165|3193|3196|3298|3355|3374|3388|3391|3394|3470|3471|3504|3530|3602|3603|3636|3649|3716|3763|3764|3843|3853|3909|3933|3962|3981|3983|3987|4073|4127|4175
