algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrfc_r,lucas,8,robust,dyn,0.75,0.5527825355529785,1.917990684509277,1.4954795837402344,0.5333647131919861,0.5527825355529785,50.05955505371094,1.4954795837402344,0.5333647131919861,0.5713069438934326,1.936601996421814,1.527355432510376,0.5124115347862244,0.5713070631027222,50.54531097412109,1.5273555517196655,0.5124115347862244,8.815049171447754,409
bsdrfc_r,lucas,8,robust,static,0.75,0.3903496265411377,2.2393786907196045,1.280853509902954,0.456818014383316,0.3903496265411377,58.447784423828125,1.2808533906936646,0.456818014383316,0.4018452763557434,2.287567615509033,1.2930238246917725,0.4337957799434662,0.4018452763557434,59.70552062988281,1.2930238246917725,0.4337957501411438,6.051038980484009,401
bsdrfc_r,lucas,16,robust,dyn,0.75,0.6949468851089478,1.6100404262542725,1.810723662376404,0.6157481074333191,0.6949468851089478,42.02205657958984,1.810723662376404,0.6157480478286743,0.6974038481712341,1.6185933351516724,1.817948579788208,0.620187520980835,0.6974038481712341,42.24528503417969,1.8179484605789185,0.6201875805854797,17.04730772972107,737
bsdrfc_r,lucas,16,robust,static,0.75,0.5665403604507446,1.919214010238648,1.5190272331237793,0.5165548324584961,0.5665403604507446,50.09148406982422,1.5190273523330688,0.5165548920631409,0.5661827325820923,1.9380253553390503,1.5183080434799194,0.517966091632843,0.5661827325820923,50.58245849609375,1.5183080434799194,0.5179661512374878,7.162110805511475,721
bsdrfc_r,lucas,32,robust,dyn,0.75,0.7942769527435303,1.3204671144485474,2.2049484252929688,0.7398983240127563,0.7942769527435303,34.464195251464844,2.2049481868743896,0.7398983240127563,0.7883676290512085,1.354192137718201,2.173813343048096,0.7441062331199646,0.7883676290512085,35.34441375732422,2.173813343048096,0.7441062331199646,29.496898889541622,1393
bsdrfc_r,lucas,32,robust,static,0.75,0.7547740936279297,1.4416815042495728,2.019559621810913,0.6776888370513916,0.7547740936279297,37.62788772583008,2.019559860229492,0.6776888370513916,0.7452306151390076,1.4858086109161377,1.9812517166137693,0.6781914830207825,0.7452305555343628,38.77960586547852,1.9812517166137693,0.6781914830207825,19.220925331115723,1361
bsdrfc_r,lucas,64,robust,dyn,0.75,0.8304561376571655,1.2065894603729248,2.4288392066955566,0.8375146985054016,0.8304560780525208,31.49198341369629,2.4288392066955566,0.8375146985054016,0.826068639755249,1.225023865699768,2.397862911224365,0.8163106441497803,0.826068639755249,31.973121643066406,2.397862911224365,0.8163105845451355,35.733115911483765,2705
bsdrfc_r,lucas,64,robust,static,0.75,0.8045346736907959,1.295547366142273,2.2620646953582764,0.7800073027610779,0.8045346140861511,33.81378555297852,2.2620644569396973,0.7800072431564331,0.7947160005569458,1.330862283706665,2.207170009613037,0.7513925433158875,0.7947160005569458,34.735504150390625,2.207170009613037,0.7513925433158875,26.327632427215576,2641
bsdrfc_r,lucas,128,robust,dyn,0.75,0.8231867551803589,1.2249956130981443,2.3783867359161377,0.8350957036018372,0.8231867551803589,31.97238540649414,2.3783864974975586,0.8350957036018372,0.8274400234222412,1.2225421667099,2.40737247467041,0.8116997480392456,0.8274400234222412,31.90835189819336,2.40737247467041,0.8116997480392456,77.36106562614441,5329
bsdrfc_r,lucas,128,robust,static,0.75,0.8045962452888489,1.287785530090332,2.262421131134033,0.7943780422210693,0.8045962452888489,33.611202239990234,2.262420892715454,0.7943780422210693,0.8092150092124939,1.2854818105697632,2.2895028591156006,0.7719573974609375,0.8092149496078491,33.55107879638672,2.289502620697021,0.7719573378562927,46.67543601989746,5201
bsdrfc_r,lucas,256,robust,dyn,0.75,0.8401181697845459,1.2102519273757937,2.5011534690856934,0.8476433157920837,0.8401181697845459,31.58757400512696,2.5011534690856934,0.8476433753967285,0.825178325176239,1.214422583580017,2.391749143600464,0.8171267509460449,0.825178325176239,31.696430206298828,2.3917489051818848,0.8171267509460449,171.7187855243683,10577
bsdrfc_r,lucas,256,robust,static,0.75,0.8098379969596863,1.319891095161438,2.2933905124664307,0.77723228931427,0.8098379969596863,34.449153900146484,2.2933907508850098,0.7772323489189148,0.7939127087593079,1.3185535669326782,2.202863931655884,0.7525952458381653,0.7939127087593079,34.414249420166016,2.202863931655884,0.7525952458381653,78.29630422592163,10321
bsdrfc_r,lucas,512,robust,dyn,0.75,0.8504423499107361,1.210257053375244,2.5860416889190674,0.8136075735092163,0.8504422903060913,31.58770751953125,2.5860419273376465,0.8136076331138611,0.8373803496360779,1.1564476490020752,2.479857921600342,0.871343195438385,0.8373804092407227,30.183284759521484,2.479857921600342,0.871343195438385,366.60650730133057,21073
bsdrfc_r,lucas,512,robust,static,0.75,0.8293119668960571,1.2929295301437378,2.420685052871704,0.7615839242935181,0.8293119072914124,33.745460510253906,2.420685052871704,0.7615839242935181,0.8154104948043823,1.2320916652679443,2.3276076316833496,0.8178472518920898,0.8154104948043823,32.1575927734375,2.3276076316833496,0.8178472518920898,170.8244845867157,20561
