algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrfc_r,lucas,8,robust,dyn,0.75,0.5527825355529785,1.9179906845092773,1.4954795837402344,0.5333647131919861,0.5527825355529785,50.05955505371094,1.4954795837402344,0.5333647131919861,0.5713069438934326,1.936601996421814,1.527355432510376,0.5124115347862244,0.5713070631027222,50.545310974121094,1.5273555517196655,0.5124115347862244,8.815049171447754,409,0,522|1132|1861|2020|2468|3003|3456|3817
bsdrfc_r,lucas,8,robust,static,0.75,0.3903496265411377,2.2393786907196045,1.280853509902954,0.45681801438331604,0.3903496265411377,58.447784423828125,1.2808533906936646,0.45681801438331604,0.4018452763557434,2.287567615509033,1.2930238246917725,0.4337957799434662,0.4018452763557434,59.70552062988281,1.2930238246917725,0.4337957501411438,6.051038980484009,401,0,466|927|1389|1850|2312|2773|3235|3696
bsdrfc_r,lucas,16,robust,dyn,0.75,0.6949468851089478,1.6100404262542725,1.8107236623764038,0.6157481074333191,0.6949468851089478,42.022056579589844,1.8107236623764038,0.6157480478286743,0.6974038481712341,1.6185933351516724,1.817948579788208,0.620187520980835,0.6974038481712341,42.24528503417969,1.8179484605789185,0.6201875805854797,17.04730772972107,737,0,417|420|423|1114|2020|2463|2487|2987|2991|3445|3450|3817
bsdrfc_r,lucas,16,robust,static,0.75,0.5665403604507446,1.9192140102386475,1.5190272331237793,0.5165548324584961,0.5665403604507446,50.09148406982422,1.5190273523330688,0.5165548920631409,0.5661827325820923,1.9380253553390503,1.5183080434799194,0.517966091632843,0.5661827325820923,50.58245849609375,1.5183080434799194,0.5179661512374878,7.162110805511475,721,0,249|493|737|982|1226|1470|1715|1959|2203|2448|2692|2936|3181|3425|3669|3914
bsdrfc_r,lucas,32,robust,dyn,0.75,0.7942769527435303,1.3204671144485474,2.2049484252929688,0.7398983240127563,0.7942769527435303,34.464195251464844,2.2049481868743896,0.7398983240127563,0.7883676290512085,1.3541921377182007,2.1738133430480957,0.7441062331199646,0.7883676290512085,35.34441375732422,2.1738133430480957,0.7441062331199646,29.496898889541626,1393,0,401|408|410|412|1105|1112|1120|1121|1128|1131|1865|2019|2020|2097|2110|2128|2378|2391|2992|2995|3087|3104|3455|3461|3615|3616|3818|3819|4186
bsdrfc_r,lucas,32,robust,static,0.75,0.7547740936279297,1.4416815042495728,2.019559621810913,0.6776888370513916,0.7547740936279297,37.62788772583008,2.019559860229492,0.6776888370513916,0.7452306151390076,1.4858086109161377,1.9812517166137695,0.6781914830207825,0.7452305555343628,38.779605865478516,1.9812517166137695,0.6781914830207825,19.220925331115723,1361,0,130|256|382|508|634|759|885|1011|1137|1263|1389|1515|1641|1766|1892|2018|2144|2270|2396|2522|2648|2773|2899|3025|3151|3277|3403|3529|3655|3780|3906|4032
bsdrfc_r,lucas,64,robust,dyn,0.75,0.8304561376571655,1.2065894603729248,2.4288392066955566,0.8375146985054016,0.8304560780525208,31.49198341369629,2.4288392066955566,0.8375146985054016,0.826068639755249,1.225023865699768,2.3978629112243652,0.8163106441497803,0.826068639755249,31.973121643066406,2.3978629112243652,0.8163105845451355,35.733115911483765,2705,0,378|381|382|385|388|389|390|394|395|397|400|932|947|962|972|978|980|991|992|1008|1010|1030|1399|2019|2020|2021|2022|2025|2344|2359|2390|2408|2457|2495|2644|2833|2991|2995|2998|3002|3456|3458|3461|3462|3464|3466|3615|3616|3618|3816|3819|3821|4188|4197
bsdrfc_r,lucas,64,robust,static,0.75,0.8045346736907959,1.295547366142273,2.2620646953582764,0.7800073027610779,0.8045346140861511,33.813785552978516,2.2620644569396973,0.7800072431564331,0.7947160005569458,1.330862283706665,2.207170009613037,0.7513925433158875,0.7947160005569458,34.735504150390625,2.207170009613037,0.7513925433158875,26.327632427215576,2641,0,68|132|196|260|324|388|452|515|579|643|707|771|835|899|963|1027|1091|1154|1218|1282|1346|1410|1474|1538|1602|1666|1730|1794|1857|1921|1985|2049|2113|2177|2241|2305|2369|2433|2496|2560|2624|2688|2752|2816|2880|2944|3008|3072|3136|3199|3263|3327|3391|3455|3519|3583|3647|3711|3775|3838|3902|3966|4030|4094
bsdrfc_r,lucas,128,robust,dyn,0.75,0.8231867551803589,1.2249956130981445,2.3783867359161377,0.8350957036018372,0.8231867551803589,31.97238540649414,2.3783864974975586,0.8350957036018372,0.8274400234222412,1.2225421667099,2.40737247467041,0.8116997480392456,0.8274400234222412,31.90835189819336,2.40737247467041,0.8116997480392456,77.36106562614441,5329,0,368|373|374|375|376|378|379|380|382|383|384|385|386|387|388|389|390|391|397|923|945|956|972|978|985|996|1005|1008|1012|1015|1016|1030|1031|1037|1040|1050|1052|1087|1401|1853|2009|2017|2018|2019|2020|2022|2023|2082|2087|2119|2135|2137|2155|2164|2242|2399|2417|2435|2466|2472|2474|2532|2575|2588|2649|2846|2912|2967|2973|2978|2981|2985|2986|2991|3193|3195|3200|3202|3216|3437|3447|3448|3451|3455|3458|3459|3462|3467|3615|3616|3617|3802|3806|3807|3808|3809|3810|3811|3813|3814|4192|4195|4197
bsdrfc_r,lucas,128,robust,static,0.75,0.8045962452888489,1.287785530090332,2.262421131134033,0.7943780422210693,0.8045962452888489,33.611202239990234,2.262420892715454,0.7943780422210693,0.8092150092124939,1.2854818105697632,2.2895028591156006,0.7719573974609375,0.8092149496078491,33.55107879638672,2.2895026206970215,0.7719573378562927,46.67543601989746,5201,0,36|69|101|133|165|197|230|262|294|326|358|391|423|455|487|519|552|584|616|648|680|713|745|777|809|841|874|906|938|970|1002|1035|1067|1099|1131|1163|1196|1228|1260|1292|1324|1357|1389|1421|1453|1485|1518|1550|1582|1614|1646|1679|1711|1743|1775|1807|1840|1872|1904|1936|1968|2001|2033|2065|2097|2129|2162|2194|2226|2258|2290|2323|2355|2387|2419|2451|2484|2516|2548|2580|2612|2645|2677|2709|2741|2773|2806|2838|2870|2902|2934|2967|2999|3031|3063|3095|3128|3160|3192|3224|3256|3289|3321|3353|3385|3417|3450|3482|3514|3546|3578|3611|3643|3675|3707|3739|3772|3804|3836|3868|3900|3933|3965|3997|4029|4061|4094|4126
bsdrfc_r,lucas,256,robust,dyn,0.75,0.8401181697845459,1.2102519273757935,2.5011534690856934,0.8476433157920837,0.8401181697845459,31.587574005126953,2.5011534690856934,0.8476433753967285,0.825178325176239,1.214422583580017,2.391749143600464,0.8171267509460449,0.825178325176239,31.696430206298828,2.3917489051818848,0.8171267509460449,171.7187855243683,10577,0,31|359|363|364|366|369|370|371|372|373|374|375|376|378|379|380|384|386|388|389|394|396|400|412|413|418|588|801|806|856|903|910|926|950|959|967|975|989|999|1001|1008|1010|1019|1022|1023|1032|1035|1041|1043|1046|1047|1056|1060|1072|1075|1084|1090|1096|1109|1128|1129|1133|1151|1168|1196|1224|1242|1259|1281|1317|1328|1379|1404|1446|1457|1489|1582|1819|1850|1851|1857|1872|1924|1997|1999|2008|2009|2013|2015|2016|2018|2019|2020|2021|2026|2027|2033|2041|2084|2112|2117|2132|2143|2150|2172|2204|2209|2243|2268|2280|2305|2333|2378|2385|2406|2414|2423|2436|2446|2460|2470|2480|2504|2520|2540|2557|2573|2593|2595|2632|2645|2651|2714|2813|2818|2827|2912|2930|2950|2961|2962|2964|2965|2966|2971|2972|2974|2981|2984|2988|3180|3188|3196|3198|3204|3206|3207|3208|3209|3218|3428|3432|3436|3442|3445|3449|3451|3452|3454|3455|3457|3459|3464|3465|3614|3615|3616|3618|3619|3746|3795|3802|3804|3805|3806|3807|3808|3809|3813|3814|3815|3816|3817|3821|3822|3826|4185|4189|4195|4196|4197
bsdrfc_r,lucas,256,robust,static,0.75,0.8098379969596863,1.319891095161438,2.2933905124664307,0.77723228931427,0.8098379969596863,34.449153900146484,2.2933907508850098,0.7772323489189148,0.7939127087593079,1.3185535669326782,2.202863931655884,0.7525952458381653,0.7939127087593079,34.414249420166016,2.202863931655884,0.7525952458381653,78.29630422592163,10321,0,20|37|53|69|85|101|117|134|150|166|182|198|214|230|247|263|279|295|311|327|344|360|376|392|408|424|441|457|473|489|505|521|538|554|570|586|602|618|635|651|667|683|699|715|732|748|764|780|796|812|828|845|861|877|893|909|925|942|958|974|990|1006|1022|1039|1055|1071|1087|1103|1119|1136|1152|1168|1184|1200|1216|1233|1249|1265|1281|1297|1313|1330|1346|1362|1378|1394|1410|1427|1443|1459|1475|1491|1507|1523|1540|1556|1572|1588|1604|1620|1637|1653|1669|1685|1701|1717|1734|1750|1766|1782|1798|1814|1831|1847|1863|1879|1895|1911|1928|1944|1960|1976|1992|2008|2025|2041|2057|2073|2089|2105|2122|2138|2154|2170|2186|2202|2218|2235|2251|2267|2283|2299|2315|2332|2348|2364|2380|2396|2412|2429|2445|2461|2477|2493|2509|2526|2542|2558|2574|2590|2606|2623|2639|2655|2671|2687|2703|2720|2736|2752|2768|2784|2800|2817|2833|2849|2865|2881|2897|2913|2930|2946|2962|2978|2994|3010|3027|3043|3059|3075|3091|3107|3124|3140|3156|3172|3188|3204|3221|3237|3253|3269|3285|3301|3318|3334|3350|3366|3382|3398|3415|3431|3447|3463|3479|3495|3511|3528|3544|3560|3576|3592|3608|3625|3641|3657|3673|3689|3705|3722|3738|3754|3770|3786|3802|3819|3835|3851|3867|3883|3899|3916|3932|3948|3964|3980|3996|4013|4029|4045|4061|4077|4093|4110|4126|4142
bsdrfc_r,lucas,512,robust,dyn,0.75,0.8504423499107361,1.2102570533752441,2.5860416889190674,0.8136075735092163,0.8504422903060913,31.58770751953125,2.5860419273376465,0.8136076331138611,0.8373803496360779,1.1564476490020752,2.479857921600342,0.871343195438385,0.8373804092407227,30.183284759521484,2.479857921600342,0.871343195438385,366.60650730133057,21073,0,3|12|17|18|29|37|38|41|55|59|72|340|354|355|356|357|358|360|362|363|364|365|366|367|368|369|371|372|373|374|375|376|377|378|379|380|381|382|383|384|385|387|388|389|390|392|393|394|396|397|399|400|402|403|405|407|410|415|417|423|425|432|434|448|473|483|513|519|531|554|628|674|677|701|706|745|767|814|815|845|865|869|876|881|884|889|891|900|907|922|945|946|961|972|974|979|983|986|993|1005|1007|1009|1010|1016|1020|1025|1032|1039|1040|1043|1045|1053|1066|1073|1078|1081|1084|1090|1102|1107|1120|1121|1127|1138|1147|1150|1160|1175|1176|1183|1203|1209|1213|1215|1216|1235|1246|1247|1253|1264|1265|1283|1296|1312|1317|1333|1347|1348|1356|1362|1364|1377|1381|1405|1407|1409|1419|1423|1427|1437|1456|1457|1474|1496|1500|1518|1530|1540|1561|1562|1597|1608|1623|1636|1660|1664|1674|1684|1716|1736|1742|1744|1763|1785|1786|1797|1799|1832|1856|1872|1878|1895|1906|1907|1908|1917|1924|1973|1994|1996|2002|2003|2007|2009|2010|2012|2014|2015|2016|2019|2021|2023|2026|2029|2033|2041|2044|2055|2099|2101|2110|2116|2125|2133|2138|2142|2155|2161|2174|2191|2192|2205|2222|2230|2247|2248|2249|2253|2273|2279|2286|2293|2311|2321|2331|2333|2346|2351|2363|2375|2380|2397|2399|2402|2422|2432|2438|2449|2455|2466|2476|2484|2494|2497|2504|2511|2518|2521|2522|2535|2544|2549|2556|2561|2576|2579|2592|2604|2608|2622|2628|2639|2641|2659|2666|2669|2682|2693|2697|2713|2722|2745|2750|2768|2783|2797|2812|2818|2834|2853|2875|2888|2889|2912|2922|2936|2949|2965|2966|2967|2968|2975|2976|2978|2983|2984|2985|2986|2987|2988|2989|2990|2992|2993|2994|2999|3140|3162|3166|3171|3177|3179|3181|3185|3186|3194|3195|3196|3199|3201|3202|3204|3207|3211|3249|3415|3422|3423|3426|3432|3437|3438|3440|3441|3446|3447|3448|3449|3450|3452|3455|3456|3457|3459|3460|3461|3464|3467|3470|3471|3472|3477|3611|3614|3615|3616|3617|3618|3619|3625|3732|3745|3747|3749|3756|3776|3780|3784|3790|3795|3796|3799|3800|3802|3805|3806|3807|3808|3809|3810|3812|3813|3814|3816|3817|3818|3820|3828|3841|3857|3926|3956|3981|4009|4150|4181|4182|4189|4190|4193|4195|4196|4197|4199|4200
bsdrfc_r,lucas,512,robust,static,0.75,0.8293119668960571,1.2929295301437378,2.420685052871704,0.7615839242935181,0.8293119072914124,33.745460510253906,2.420685052871704,0.7615839242935181,0.8154104948043823,1.2320916652679443,2.3276076316833496,0.8178472518920898,0.8154104948043823,32.1575927734375,2.3276076316833496,0.8178472518920898,170.8244845867157,20561,0,12|20|28|37|45|53|61|69|77|85|93|101|109|118|126|134|142|150|158|166|174|182|190|199|207|215|223|231|239|247|255|263|271|280|288|296|304|312|320|328|336|344|352|360|369|377|385|393|401|409|417|425|433|441|450|458|466|474|482|490|498|506|514|522|531|539|547|555|563|571|579|587|595|603|611|620|628|636|644|652|660|668|676|684|692|701|709|717|725|733|741|749|757|765|773|782|790|798|806|814|822|830|838|846|854|862|871|879|887|895|903|911|919|927|935|943|952|960|968|976|984|992|1000|1008|1016|1024|1033|1041|1049|1057|1065|1073|1081|1089|1097|1105|1113|1122|1130|1138|1146|1154|1162|1170|1178|1186|1194|1203|1211|1219|1227|1235|1243|1251|1259|1267|1275|1284|1292|1300|1308|1316|1324|1332|1340|1348|1356|1365|1373|1381|1389|1397|1405|1413|1421|1429|1437|1445|1454|1462|1470|1478|1486|1494|1502|1510|1518|1526|1535|1543|1551|1559|1567|1575|1583|1591|1599|1607|1616|1624|1632|1640|1648|1656|1664|1672|1680|1688|1696|1705|1713|1721|1729|1737|1745|1753|1761|1769|1777|1786|1794|1802|1810|1818|1826|1834|1842|1850|1858|1867|1875|1883|1891|1899|1907|1915|1923|1931|1939|1947|1956|1964|1972|1980|1988|1996|2004|2012|2020|2028|2037|2045|2053|2061|2069|2077|2085|2093|2101|2109|2118|2126|2134|2142|2150|2158|2166|2174|2182|2190|2199|2207|2215|2223|2231|2239|2247|2255|2263|2271|2279|2288|2296|2304|2312|2320|2328|2336|2344|2352|2360|2369|2377|2385|2393|2401|2409|2417|2425|2433|2441|2450|2458|2466|2474|2482|2490|2498|2506|2514|2522|2530|2539|2547|2555|2563|2571|2579|2587|2595|2603|2611|2620|2628|2636|2644|2652|2660|2668|2676|2684|2692|2701|2709|2717|2725|2733|2741|2749|2757|2765|2773|2781|2790|2798|2806|2814|2822|2830|2838|2846|2854|2862|2871|2879|2887|2895|2903|2911|2919|2927|2935|2943|2952|2960|2968|2976|2984|2992|3000|3008|3016|3024|3033|3041|3049|3057|3065|3073|3081|3089|3097|3105|3113|3122|3130|3138|3146|3154|3162|3170|3178|3186|3194|3203|3211|3219|3227|3235|3243|3251|3259|3267|3275|3284|3292|3300|3308|3316|3324|3332|3340|3348|3356|3364|3373|3381|3389|3397|3405|3413|3421|3429|3437|3445|3454|3462|3470|3478|3486|3494|3502|3510|3518|3526|3535|3543|3551|3559|3567|3575|3583|3591|3599|3607|3615|3624|3632|3640|3648|3656|3664|3672|3680|3688|3696|3705|3713|3721|3729|3737|3745|3753|3761|3769|3777|3786|3794|3802|3810|3818|3826|3834|3842|3850|3858|3867|3875|3883|3891|3899|3907|3915|3923|3931|3939|3947|3956|3964|3972|3980|3988|3996|4004|4012|4020|4028|4037|4045|4053|4061|4069|4077|4085|4093|4101|4109|4118|4126|4134|4142|4150
