algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas,200,0.89,0.9300000071525574,3.0799999237060547,1.059999942779541,0.91,0.8999999761581421,3.299999952316284,1.1200000047683716,0,29|47|67|101|112|127|152|176|181|208|231|264|293|325|333|366|378|407|428|444|457|487|513|515|547|562|587|597|615|619|672|685|690|698|741|778|790|798|825|833|855|886|916|918|954|955|977|1016|1028|1065|1086|1098|1151|1190|1194|1201|1217|1270|1277|1281|1285|1334|1363|1382|1387|1422|1443|1461|1481|1497|1513|1524|1532|1562|1565|1668|1694|1699|1701|1758|1767|1801|1817|1818|1829|1850|1872|1885|1962|1977|1980|1998|2003|2010|2082|2084|2133|2152|2154|2156|2175|2191|2226|2262|2265|2275|2299|2311|2347|2383|2385|2390|2405|2418|2457|2523|2584|2587|2596|2654|2660|2662|2663|2697|2708|2717|2734|2753|2787|2790|2836|2857|2894|2915|2926|2966|2979|2987|2994|3042|3056|3072|3089|3090|3113|3154|3164|3207|3216|3235|3238|3266|3323|3343|3380|3432|3439|3444|3455|3478|3486|3496|3499|3507|3568|3581|3587|3596|3625|3642|3669|3707|3732|3757|3768|3802|3820|3825|3848|3879|3901|3914|3930|3949|3958|3971|3980|4009|4041|4042|4077|4099|4121
