algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.45,0.912822425365448,0.8588955402374268,3.3870041370391846,1.177668571472168,0.912822425365448,22.417173385620117,3.3870038986206055,1.1776684522628784,0.959945559501648,0.5939688682556152,4.996855735778809,1.6706888675689697,0.959945559501648,15.50258731842041,4.99685525894165,1.6706889867782593,289.1863465309143,38049,0,33|44|45|63|79|231|254|282|309|323|349|392|396|407|498|558|587|592|594|648|650|685|686|770|788|824|839|874|888|952|971|1058|1060|1070|1084|1132|1185|1219|1268|1299|1367|1372|1417|1418|1422|1490|1494|1541|1602|1615|1627|1721|1748|1804|1811|1821|1868|1888|1924|1987|1989|1995|1997|2079|2102|2160|2203|2208|2221|2273|2415|2450|2459|2489|2522|2528|2530|2608|2610|2612|2652|2746|2750|2758|2773|2790|2797|2868|2907|2972|2973|2978|3073|3093|3127|3133|3186|3197|3203|3281|3334|3341|3375|3378|3381|3485|3486|3504|3599|3647|3684|3713|3749|3750|3790|3851|3901|3934|3947|3957|4062|4065|4103|4118|4182
