algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_r,200,0.86,2.7100000381469727,0.9100000262260437,0.05000000074505806,0.88,0.05000000074505806,2.940000057220459,1.0,0,40|71|101|135|168|201|211|223|225|233|275|283|284|318|321|353|371|386|419|447|459|479|505|511|526|550|564|585|613|628|652|671|687|728|751|769|784|808|825|844|871|885|909|934|969|991|1003|1025|1043|1057|1084|1106|1124|1143|1164|1195|1211|1250|1261|1281|1288|1325|1351|1355|1390|1399|1401|1431|1449|1474|1499|1513|1537|1554|1580|1590|1642|1653|1664|1684|1709|1720|1750|1762|1781|1791|1813|1841|1850|1886|1908|1936|1962|1971|1996|2004|2014|2062|2079|2088|2098|2145|2158|2168|2187|2209|2221|2240|2260|2308|2332|2351|2380|2381|2403|2433|2460|2462|2493|2511|2573|2574|2598|2623|2624|2681|2688|2696|2725|2728|2756|2759|2803|2839|2859|2879|2883|2931|2954|2960|2982|2999|3033|3053|3063|3083|3088|3114|3140|3165|3183|3204|3222|3223|3225|3311|3327|3343|3356|3363|3401|3406|3439|3466|3485|3498|3508|3567|3572|3593|3618|3637|3653|3674|3703|3725|3742|3764|3784|3793|3794|3847|3857|3864|3881|3928|3929|3943|3957|3966|3986|4005|4047|4076|4102
