algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn,lucas_crop,200,0.74,0.9700000286102296,1.950000047683716,1.0399999618530271,0.84,0.7699999809265137,2.4600000381469727,1.2899999618530271
