algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.9151287078857422,0.8818977475166321,3.4328863620758057,1.1599854230880737,0.9151287078857422,23.01753044128418,3.4328866004943848,1.1599854230880737,0.9625127911567688,0.5623359084129333,5.165017604827881,1.771483063697815,0.9625127911567688,14.67696762084961,5.1650166511535645,1.771483063697815,439.6110336780548,38049,0,5|33|37|44|49|100|240|243|342|363|370|372|413|506|520|582|583|604|615|624|644|708|710|768|780|784|845|854|914|953|954|1028|1029|1033|1081|1161|1203|1215|1221|1259|1308|1309|1389|1448|1467|1474|1482|1542|1585|1663|1678|1712|1725|1796|1817|1823|1842|1865|1922|1998|2000|2001|2071|2111|2165|2168|2192|2193|2211|2286|2310|2316|2480|2486|2501|2520|2544|2565|2571|2641|2770|2780|2781|2785|2796|2799|2852|2879|2972|2978|2989|3046|3047|3109|3116|3149|3168|3210|3319|3354|3359|3377|3385|3389|3479|3503|3528|3591|3603|3639|3675|3692|3767|3770|3850|3856|3875|3935|3939|3941|4118|4181
