algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,8,robust,dyn,0.05,0.8201034069061279,1.244755494594574,2.359839415550232,0.8042243540287017,0.8201034009456635,32.488118934631345,2.359839367866516,0.8042243719100952,0.8655311286449432,1.072426390647888,2.7406818866729736,0.9436023235321044,0.8655311346054078,27.99032955169677,2.7406817436218263,0.9436023235321044,9.370983695983886,297
bsdrcnn_r,lucas,8,robust,dyn,0.15,0.8360746800899506,1.1862788915634157,2.470988941192627,0.8415333032608032,0.8360746920108795,30.961879920959472,2.470988917350769,0.8415333449840545,0.8619675815105439,1.096067976951599,2.708863067626953,0.926440542936325,0.8619675815105439,28.60737476348877,2.7088629961013795,0.926440542936325,11.11472589969635,297
bsdrcnn_r,lucas,8,robust,dyn,0.25,0.8407077193260193,1.173619318008423,2.5058011770248414,0.8511444866657257,0.8407077312469482,30.63146476745605,2.505801200866699,0.8511444926261902,0.8493368923664093,1.1321305871009826,2.580961418151856,0.8906450390815734,0.8493368864059448,29.548608207702635,2.5809613466262817,0.8906450390815734,14.88352391719818,297
bsdrcnn_r,lucas,8,robust,dyn,0.35,0.8406059622764588,1.1732142329216004,2.506258416175842,0.8600368142127991,0.8406059563159942,30.62089252471924,2.506258320808411,0.8600368142127991,0.8474754333496094,1.1410366296768188,2.5651381492614744,0.868231475353241,0.8474754452705383,29.781056213378907,2.5651381731033327,0.868231475353241,18.659979271888734,297
bsdrcnn_r,lucas,8,robust,dyn,0.45,0.8407129228115082,1.1704089164733886,2.506286478042602,0.8577631831169128,0.8407129287719727,30.547673225402832,2.5062864303588865,0.8577632069587707,0.8493699967861176,1.1397017121315005,2.57825186252594,0.8770599842071534,0.849370002746582,29.74621467590332,2.578251838684082,0.8770599842071534,22.463956046104432,297
bsdrcnn_r,lucas,8,robust,dyn,0.55,0.8440094769001008,1.1682083010673523,2.532947564125061,0.8636312007904052,0.8440094769001008,30.49023628234864,2.5329475879669188,0.8636312365531922,0.844710648059845,1.1488306045532226,2.5396450757980347,0.866761976480484,0.8447106420993805,29.98447895050049,2.539645028114319,0.866761976480484,26.119547128677368,297
bsdrcnn_r,lucas,8,robust,dyn,0.65,0.8425299286842346,1.1645795941352843,2.5223790645599364,0.8573190867900848,0.8425299286842346,30.39552822113037,2.5223789691925047,0.8573190629482269,0.8464348614215851,1.1497782945632935,2.553076171875,0.8724488258361817,0.846434873342514,30.00921306610108,2.553076148033142,0.8724488258361817,30.119416522979737,297
bsdrcnn_r,lucas,8,robust,dyn,0.75,0.8438311755657196,1.1660454511642455,2.532572364807129,0.8594330370426178,0.8438311815261841,30.43378620147705,2.532572317123413,0.8594330608844757,0.8467240333557129,1.1465180277824405,2.554598903656006,0.8736026465892792,0.8467240333557129,29.92412052154541,2.554598879814148,0.8736026465892792,34.04425303936004,297
bsdrcnn_r,lucas,8,robust,dyn,0.85,0.8472231984138489,1.1467949151992798,2.5652745008468627,0.8662797570228576,0.8472231984138489,29.931346702575684,2.565274548530579,0.86627978682518,0.8458768844604492,1.1519946813583375,2.54757776260376,0.8696801245212555,0.8458768784999847,30.06706085205078,2.54757776260376,0.8696801245212555,37.97152903079986,297
bsdrcnn_r,lucas,8,robust,dyn,0.95,0.8326060712337494,1.1653456211090087,2.452175664901733,0.9127487659454344,0.832606065273285,30.41552028656006,2.452175569534302,0.9127487897872923,0.8462866008281708,1.1524216294288636,2.550743007659912,0.865182763338089,0.8462865948677063,30.078203392028808,2.550743079185486,0.865182763338089,40.58128626346589,297
