algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
bsdrcnn,lucas,128,robust,dyn,0.75,0.8969748616218567,0.8964478969573975,3.115790605545044,1.072773814201355,0.8969748616218567,23.397289276123047,3.115790605545044,1.0727739334106445,0.9522600769996643,0.6514362096786499,4.576911449432373,1.5527141094207764,0.9522600769996643,17.002483367919922,4.5769124031066895,1.552714467048645,489.8822410106659,38049,0,37|97|100|142|184|195|235|288|304|340|342|377|428|461|480|522|565|587|611|647|675|706|734|797|817|839|865|890|950|957|1010|1031|1035|1039|1126|1175|1188|1226|1303|1329|1367|1388|1413|1452|1490|1495|1546|1580|1600|1660|1704|1723|1728|1771|1819|1868|1874|1933|1967|1996|1997|2042|2081|2142|2176|2186|2191|2229|2246|2266|2301|2304|2437|2445|2498|2500|2529|2532|2537|2602|2656|2707|2716|2727|2739|2819|2847|2875|2924|2972|2987|3056|3065|3101|3121|3170|3179|3209|3279|3313|3338|3360|3379|3415|3477|3482|3493|3525|3602|3611|3680|3695|3729|3752|3782|3786|3859|3870|3901|3934|3964|4009|4060|4064|4093|4114
