algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_crop,200,0.74,0.9700000286102295,1.9500000476837158,1.0399999618530273,0.84,0.7699999809265137,2.4600000381469727,1.2899999618530273,0,27|51|58|96|112|139|154|173|184|219|242|260|276|290|315|340|348|367|395|422|438|478|496|517|521|548|561|605|610|640|643|664|679|703|732|735|771|797|812|817|863|897|900|902|909|916|927|988|997|1038|1050|1054|1108|1123|1133|1164|1191|1220|1225|1276|1282|1325|1330|1332|1345|1347|1355|1388|1408|1463|1490|1503|1512|1520|1525|1534|1609|1626|1669|1672|1687|1690|1705|1754|1757|1763|1774|1799|1857|1871|1887|1911|1971|1994|1996|2004|2011|2015|2077|2138|2149|2153|2160|2163|2188|2199|2212|2225|2276|2308|2318|2323|2333|2346|2371|2403|2405|2421|2451|2469|2479|2586|2610|2641|2653|2661|2665|2707|2744|2751|2755|2777|2790|2804|2880|2903|2912|2931|2949|2950|2976|2977|2985|3045|3074|3076|3083|3104|3126|3152|3157|3176|3205|3210|3230|3327|3330|3362|3383|3413|3437|3454|3455|3479|3487|3495|3503|3527|3559|3568|3586|3623|3632|3647|3651|3661|3684|3738|3753|3807|3819|3822|3856|3876|3902|3912|3952|3959|3992|4001|4003|4048|4052|4058|4077|4102
