algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas_asa,200,0.9,3.140000104904175,1.1299999952316284,0.8899999856948853,0.89,0.8600000143051147,2.9700000286102295,1.1699999570846558,0,37|46|56|92|93|134|137|171|183|202|219|232|271|305|306|313|334|364|366|380|412|435|481|499|517|529|544|589|602|638|641|647|698|699|724|726|736|749|768|816|850|872|873|884|901|902|933|951|975|1019|1026|1062|1073|1088|1104|1105|1147|1171|1181|1218|1220|1243|1269|1291|1295|1319|1331|1352|1390|1409|1410|1454|1473|1506|1511|1529|1538|1571|1576|1585|1588|1663|1667|1684|1694|1720|1726|1734|1788|1797|1803|1829|1853|1866|1889|1899|1952|1959|1978|1991|2016|2035|2051|2074|2077|2097|2115|2187|2191|2225|2255|2266|2273|2291|2297|2311|2319|2324|2352|2389|2401|2415|2420|2486|2493|2500|2521|2535|2541|2595|2603|2617|2640|2642|2676|2696|2731|2757|2761|2795|2810|2819|2826|2862|2880|2893|2927|2940|2950|2979|3023|3031|3048|3059|3079|3085|3113|3124|3145|3150|3186|3205|3241|3253|3269|3290|3309|3337|3359|3370|3385|3401|3425|3448|3462|3505|3508|3518|3557|3566|3586|3606|3634|3651|3656|3679|3699|3736|3745|3766|3787|3796|3825|3843|3852|3879|3892|3913|3933
