algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq
bsdrcnn,lucas,200,0.88,0.050000000745058,2.930000066757202,0.9700000286102296,0.88,0.050000000745058,2.880000114440918,0.9900000095367432
