algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,execution_time,fold,selected_bands
bsdrcnn,lucas,8,robust,static,0.75,0.738013505935669,1.453161358833313,1.953891396522522,0.6802449822425842,0.7546378970146179,1.469700813293457,2.0188755989074707,0.6856244206428528,30.03553318977356,0,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,16,robust,static,0.75,0.8682755827903748,1.0452278852462769,2.755539655685425,0.9347353577613831,0.8837900757789612,1.0069713592529297,2.933537483215332,1.0006866455078125,101.27945971488953,0,249|493|737|982|1226|1470|1715|1959|2203|2448|2692|2936|3181|3425|3669|3914
bsdrcnn,lucas,32,robust,static,0.75,0.8910415768623352,0.956710696220398,3.029768228530884,1.0482516288757324,0.9176580905914307,0.8459172248840332,3.4850006103515625,1.182148814201355,110.23290228843689,0,130|256|382|508|634|759|885|1011|1137|1263|1389|1515|1641|1766|1892|2018|2144|2270|2396|2522|2648|2773|2899|3025|3151|3277|3403|3529|3655|3780|3906|4032
bsdrcnn,lucas,64,robust,static,0.75,0.8822623491287231,1.043344259262085,2.914621591567993,0.9547841548919678,0.9005115628242493,0.914604663848877,3.170494318008423,1.0975576639175415,163.31343126296997,0,68|132|196|260|324|388|452|515|579|643|707|771|835|899|963|1027|1091|1154|1218|1282|1346|1410|1474|1538|1602|1666|1730|1794|1857|1921|1985|2049|2113|2177|2241|2305|2369|2433|2496|2560|2624|2688|2752|2816|2880|2944|3008|3072|3136|3199|3263|3327|3391|3455|3519|3583|3647|3711|3775|3838|3902|3966|4030|4094
bsdrcnn,lucas,128,robust,static,0.75,0.9008723497390747,0.9404885172843933,3.1764535903930664,1.0958681106567383,0.915940523147583,0.8460460305213928,3.4492132663726807,1.172911524772644,214.90448641777039,0,36|69|101|133|165|197|230|262|294|326|358|391|423|455|487|519|552|584|616|648|680|713|745|777|809|841|874|906|938|970|1002|1035|1067|1099|1131|1163|1196|1228|1260|1292|1324|1357|1389|1421|1453|1485|1518|1550|1582|1614|1646|1679|1711|1743|1775|1807|1840|1872|1904|1936|1968|2001|2033|2065|2097|2129|2162|2194|2226|2258|2290|2323|2355|2387|2419|2451|2484|2516|2548|2580|2612|2645|2677|2709|2741|2773|2806|2838|2870|2902|2934|2967|2999|3031|3063|3095|3128|3160|3192|3224|3256|3289|3321|3353|3385|3417|3450|3482|3514|3546|3578|3611|3643|3675|3707|3739|3772|3804|3836|3868|3900|3933|3965|3997|4029|4061|4094|4126
bsdrcnn,lucas,256,robust,static,0.75,0.8798314332962036,1.0515615940093994,2.884990930557251,0.9546101689338684,0.9006046056747437,0.9149370789527893,3.17197847366333,1.0929713249206543,419.6127736568451,0,20|37|53|69|85|101|117|134|150|166|182|198|214|230|247|263|279|295|311|327|344|360|376|392|408|424|441|457|473|489|505|521|538|554|570|586|602|618|635|651|667|683|699|715|732|748|764|780|796|812|828|845|861|877|893|909|925|942|958|974|990|1006|1022|1039|1055|1071|1087|1103|1119|1136|1152|1168|1184|1200|1216|1233|1249|1265|1281|1297|1313|1330|1346|1362|1378|1394|1410|1427|1443|1459|1475|1491|1507|1523|1540|1556|1572|1588|1604|1620|1637|1653|1669|1685|1701|1717|1734|1750|1766|1782|1798|1814|1831|1847|1863|1879|1895|1911|1928|1944|1960|1976|1992|2008|2025|2041|2057|2073|2089|2105|2122|2138|2154|2170|2186|2202|2218|2235|2251|2267|2283|2299|2315|2332|2348|2364|2380|2396|2412|2429|2445|2461|2477|2493|2509|2526|2542|2558|2574|2590|2606|2623|2639|2655|2671|2687|2703|2720|2736|2752|2768|2784|2800|2817|2833|2849|2865|2881|2897|2913|2930|2946|2962|2978|2994|3010|3027|3043|3059|3075|3091|3107|3124|3140|3156|3172|3188|3204|3221|3237|3253|3269|3285|3301|3318|3334|3350|3366|3382|3398|3415|3431|3447|3463|3479|3495|3511|3528|3544|3560|3576|3592|3608|3625|3641|3657|3673|3689|3705|3722|3738|3754|3770|3786|3802|3819|3835|3851|3867|3883|3899|3916|3932|3948|3964|3980|3996|4013|4029|4045|4061|4077|4093|4110|4126|4142
bsdrcnn,lucas,512,robust,static,0.75,0.891769528388977,0.9490092396736145,3.039940595626831,1.037581443786621,0.9376976490020752,0.7369218468666077,4.0064616203308105,1.3673943281173706,4289.642870664597,0,12|20|28|37|45|53|61|69|77|85|93|101|109|118|126|134|142|150|158|166|174|182|190|199|207|215|223|231|239|247|255|263|271|280|288|296|304|312|320|328|336|344|352|360|369|377|385|393|401|409|417|425|433|441|450|458|466|474|482|490|498|506|514|522|531|539|547|555|563|571|579|587|595|603|611|620|628|636|644|652|660|668|676|684|692|701|709|717|725|733|741|749|757|765|773|782|790|798|806|814|822|830|838|846|854|862|871|879|887|895|903|911|919|927|935|943|952|960|968|976|984|992|1000|1008|1016|1024|1033|1041|1049|1057|1065|1073|1081|1089|1097|1105|1113|1122|1130|1138|1146|1154|1162|1170|1178|1186|1194|1203|1211|1219|1227|1235|1243|1251|1259|1267|1275|1284|1292|1300|1308|1316|1324|1332|1340|1348|1356|1365|1373|1381|1389|1397|1405|1413|1421|1429|1437|1445|1454|1462|1470|1478|1486|1494|1502|1510|1518|1526|1535|1543|1551|1559|1567|1575|1583|1591|1599|1607|1616|1624|1632|1640|1648|1656|1664|1672|1680|1688|1696|1705|1713|1721|1729|1737|1745|1753|1761|1769|1777|1786|1794|1802|1810|1818|1826|1834|1842|1850|1858|1867|1875|1883|1891|1899|1907|1915|1923|1931|1939|1947|1956|1964|1972|1980|1988|1996|2004|2012|2020|2028|2037|2045|2053|2061|2069|2077|2085|2093|2101|2109|2118|2126|2134|2142|2150|2158|2166|2174|2182|2190|2199|2207|2215|2223|2231|2239|2247|2255|2263|2271|2279|2288|2296|2304|2312|2320|2328|2336|2344|2352|2360|2369|2377|2385|2393|2401|2409|2417|2425|2433|2441|2450|2458|2466|2474|2482|2490|2498|2506|2514|2522|2530|2539|2547|2555|2563|2571|2579|2587|2595|2603|2611|2620|2628|2636|2644|2652|2660|2668|2676|2684|2692|2701|2709|2717|2725|2733|2741|2749|2757|2765|2773|2781|2790|2798|2806|2814|2822|2830|2838|2846|2854|2862|2871|2879|2887|2895|2903|2911|2919|2927|2935|2943|2952|2960|2968|2976|2984|2992|3000|3008|3016|3024|3033|3041|3049|3057|3065|3073|3081|3089|3097|3105|3113|3122|3130|3138|3146|3154|3162|3170|3178|3186|3194|3203|3211|3219|3227|3235|3243|3251|3259|3267|3275|3284|3292|3300|3308|3316|3324|3332|3340|3348|3356|3364|3373|3381|3389|3397|3405|3413|3421|3429|3437|3445|3454|3462|3470|3478|3486|3494|3502|3510|3518|3526|3535|3543|3551|3559|3567|3575|3583|3591|3599|3607|3615|3624|3632|3640|3648|3656|3664|3672|3680|3688|3696|3705|3713|3721|3729|3737|3745|3753|3761|3769|3777|3786|3794|3802|3810|3818|3826|3834|3842|3850|3858|3867|3875|3883|3891|3899|3907|3915|3923|3931|3939|3947|3956|3964|3972|3980|3988|3996|4004|4012|4020|4028|4037|4045|4053|4061|4069|4077|4085|4093|4101|4109|4118|4126|4134|4142|4150
bsdrfc,lucas,8,robust,static,0.75,0.8394207954406738,1.1982061862945557,2.4957165718078613,0.8345808982849121,0.8409759998321533,1.1632949113845825,2.5077366828918457,0.8596272468566895,7.613622665405273,0,466|927|1389|1850|2312|2773|3235|3696
bsdrfc,lucas,16,robust,static,0.75,0.8694754242897034,1.0549789667129517,2.768176317214966,0.9769401550292969,0.8838428854942322,1.002266764640808,2.934204578399658,0.9862700700759888,9.6862952709198,0,249|493|737|982|1226|1470|1715|1959|2203|2448|2692|2936|3181|3425|3669|3914
bsdrfc,lucas,32,robust,static,0.75,0.8952878713607788,0.9771755337715149,3.090590238571167,1.0380610227584839,0.887840747833252,0.973540186882019,2.9860405921936035,1.0232434272766113,11.312270164489746,0,130|256|382|508|634|759|885|1011|1137|1263|1389|1515|1641|1766|1892|2018|2144|2270|2396|2522|2648|2773|2899|3025|3151|3277|3403|3529|3655|3780|3906|4032
