algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r,lucas,128,robust,dyn,0.05,0.840956449508667,1.1651309728622437,2.507566452026367,0.8582726120948792,0.840956449508667,30.40991973876953,2.507565975189209,0.8582726716995239,0.9994139075279236,0.0771811008453369,41.32595443725586,13.055822372436523,0.9994139075279236,2.0144267082214355,41.325950622558594,13.05582332611084,95.86263418197632,38049
bsdrcnn_r,lucas,128,robust,dyn,0.15,0.8706785440444946,1.055707931518555,2.7808425426483154,0.943602442741394,0.8706785440444946,27.553974151611328,2.7808427810668945,0.9436025619506836,0.9954946041107178,0.1970196515321731,14.900508880615234,5.19231653213501,0.9954946041107178,5.142212867736816,14.900507926940918,5.192317485809326,142.78521704673767,38049
bsdrcnn_r,lucas,128,robust,dyn,0.25,0.9001745581626892,0.9227217435836792,3.165138006210327,1.0837503671646118,0.9001745581626892,24.08304023742676,3.165137767791748,1.0837503671646118,0.983989953994751,0.3771281540393829,7.90393590927124,2.671937227249145,0.983989953994751,9.843045234680176,7.90393590927124,2.671937227249145,188.79783463478088,38049
bsdrcnn_r,lucas,128,robust,dyn,0.35,0.9016440510749816,0.9253847002983092,3.1887097358703613,1.0723508596420288,0.9016440510749816,24.15254020690918,3.1887097358703613,1.0723509788513184,0.9785506129264832,0.4258075356483459,6.828435897827148,2.3844709396362305,0.9785506129264832,11.113576889038086,6.828434944152832,2.3844709396362305,236.21222567558289,38049
bsdrcnn_r,lucas,128,robust,dyn,0.45,0.8970518112182617,0.9476743340492249,3.1167984008789062,1.055214762687683,0.8970518112182617,24.73430061340332,3.1167984008789062,1.0552148818969729,0.964510142803192,0.5488598346710205,5.308477878570557,1.828939437866211,0.964510142803192,14.325242042541504,5.308477401733398,1.828939437866211,282.2634937763214,38049
bsdrcnn_r,lucas,128,robust,dyn,0.55,0.9133356809616088,0.8707240223884583,3.3970508575439453,1.1209678649902344,0.9133356809616088,22.72589683532715,3.3970508575439453,1.1209677457809448,0.9723898768424988,0.484759122133255,6.0184431076049805,2.110302686691284,0.9723898768424988,12.652213096618652,6.0184431076049805,2.110302448272705,330.0679655075073,38049
bsdrcnn_r,lucas,128,robust,dyn,0.65,0.9165940284729004,0.8300908803939819,3.462819814682007,1.1966098546981812,0.9165940284729004,21.66537094116211,3.462819814682007,1.1966100931167605,0.9718202948570251,0.4982473254203796,5.957266807556152,2.014724969863892,0.9718202948570251,13.004255294799805,5.957266807556152,2.0147252082824707,380.1717638969421,38049
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.9133078455924988,0.8544892072677612,3.396643877029419,1.201676845550537,0.9133078455924988,22.30216789245605,3.39664363861084,1.201676845550537,0.9700029492378236,0.5103563666343689,5.773962497711182,1.944400429725647,0.9700029492378236,13.32030200958252,5.773962020874023,1.944400429725647,427.4613101482392,38049
bsdrcnn_r,lucas,128,robust,dyn,0.85,0.9175109267234802,0.8144399523735046,3.482316970825196,1.2278375625610352,0.9175109267234802,21.25688362121582,3.482316255569458,1.2278376817703247,0.9651143550872804,0.5515281558036804,5.354125022888184,1.8131440877914429,0.9651143550872804,14.394886016845703,5.354124546051025,1.8131440877914429,474.9454436302185,38049
bsdrcnn_r,lucas,128,robust,dyn,0.95,0.9347615838050842,0.8166406750679016,3.9169459342956543,1.284347653388977,0.9347615838050842,21.31432342529297,3.9169459342956543,1.2843475341796875,0.9669892191886902,0.5307176113128662,5.504051208496094,1.8770219087600708,0.9669892191886902,13.851730346679688,5.504051208496094,1.8770217895507808,521.8391711711884,38049
bsdrfc_r,lucas,128,robust,dyn,0.05,0.8333776593208313,1.1984020471572876,2.4498748779296875,0.834444522857666,0.8333776593208313,31.27829360961914,2.4498746395111084,0.8344445824623108,0.979558289051056,0.4190347492694855,6.997465133666992,2.404723644256592,0.979558289051056,10.936807632446287,6.997464656829834,2.404723644256592,72.54634475708008,10689
