algorithm,dataset,target_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas,200,0.88,0.05000000074505806,2.930000066757202,0.9700000286102295,0.88,0.05000000074505806,2.880000114440918,0.9900000095367432,0,40|71|101|135|168|202|212|223|225|234|273|283|284|317|322|354|371|383|420|448|460|476|507|510|526|552|565|586|612|627|653|675|680|727|753|769|779|804|823|846|869|885|911|935|969|991|1001|1028|1039|1056|1084|1105|1125|1143|1163|1195|1210|1251|1266|1281|1291|1328|1343|1349|1390|1399|1411|1428|1452|1473|1498|1514|1538|1552|1578|1587|1645|1647|1666|1679|1716|1724|1743|1764|1773|1803|1812|1837|1849|1886|1907|1936|1957|1973|1997|2001|2012|2062|2080|2088|2101|2145|2159|2172|2191|2209|2225|2249|2260|2288|2307|2328|2363|2367|2374|2406|2422|2458|2465|2492|2493|2507|2571|2577|2597|2623|2624|2679|2687|2694|2727|2731|2758|2760|2804|2838|2857|2878|2882|2930|2954|2961|2980|2999|3033|3057|3068|3080|3087|3114|3141|3163|3179|3201|3221|3223|3224|3227|3307|3320|3352|3359|3362|3402|3404|3441|3468|3487|3499|3509|3569|3572|3592|3618|3636|3652|3674|3703|3724|3745|3767|3774|3785|3793|3840|3859|3865|3878|3928|3930|3939|3945|3955|3966|3985|4005|4046|4076|4102
